"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","680","1.33%","92.14%","58","1.45%","7.86%","738","1.34%"
"Irwin County","73",".14%","94.81%","4",".10%","5.19%","77",".14%"
"Jackson County","286",".56%","94.08%","18",".45%","5.92%","304",".55%"
"Jasper County","61",".12%","91.04%","6",".15%","8.96%","67",".12%"
"Jeff Davis County","93",".18%","93.00%","7",".18%","7.00%","100",".18%"
"Jefferson County","171",".33%","91.94%","15",".38%","8.06%","186",".34%"
"Jenkins County","78",".15%","95.12%","4",".10%","4.88%","82",".15%"
"Johnson County","42",".08%","91.30%","4",".10%","8.70%","46",".08%"
"Jones County","203",".40%","88.26%","27",".68%","11.74%","230",".42%"
"Lamar County","70",".14%","90.91%","7",".18%","9.09%","77",".14%"
"Lanier County","43",".08%","95.56%","2",".05%","4.44%","45",".08%"
"Laurens County","296",".58%","92.50%","24",".60%","7.50%","320",".58%"
"Lee County","76",".15%","88.37%","10",".25%","11.63%","86",".16%"
"Liberty County","236",".46%","95.16%","12",".30%","4.84%","248",".45%"
"Lincoln County","43",".08%","93.48%","3",".08%","6.52%","46",".08%"
"Long County","63",".12%","90.00%","7",".18%","10.00%","70",".13%"
"Lowndes County","448",".87%","95.52%","21",".53%","4.48%","469",".85%"
"Lumpkin County","91",".18%","92.86%","7",".18%","7.14%","98",".18%"
"Macon County","45",".09%","91.84%","4",".10%","8.16%","49",".09%"
"Madison County","151",".29%","89.88%","17",".43%","10.12%","168",".30%"
"Marion County","33",".06%","91.67%","3",".08%","8.33%","36",".07%"
"Mcduffie County","195",".38%","95.59%","9",".23%","4.41%","204",".37%"
"Mcintosh County","52",".10%","85.25%","9",".23%","14.75%","61",".11%"
"Meriwether County","211",".41%","90.56%","22",".55%","9.44%","233",".42%"
"Miller County","30",".06%","96.77%","1",".03%","3.23%","31",".06%"
"Mitchell County","155",".30%","93.37%","11",".28%","6.63%","166",".30%"
"Monroe County","138",".27%","92.62%","11",".28%","7.38%","149",".27%"
"Montgomery County","38",".07%","86.36%","6",".15%","13.64%","44",".08%"
"Morgan County","144",".28%","91.72%","13",".33%","8.28%","157",".28%"
"Murray County","216",".42%","91.53%","20",".50%","8.47%","236",".43%"
"Muscogee County","1,225","2.39%","94.59%","70","1.76%","5.41%","1,295","2.34%"
"Newton County","738","1.44%","91.56%","68","1.71%","8.44%","806","1.46%"
"Oconee County","50",".10%","100.00%","","","","50",".09%"
"Oglethorpe County","66",".13%","95.65%","3",".08%","4.35%","69",".12%"
"Paulding County","232",".45%","91.34%","22",".55%","8.66%","254",".46%"
"Peach County","90",".18%","96.77%","3",".08%","3.23%","93",".17%"
"Pickens County","110",".21%","85.27%","19",".48%","14.73%","129",".23%"
"Pierce County","106",".21%","92.98%","8",".20%","7.02%","114",".21%"
