"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","44",".09%","89.80%","5",".13%","10.20%","49",".09%"
"115
Polk County","173",".35%","93.51%","12",".32%","6.49%","185",".34%"
"116
Pulaski County","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"117
Putnam County","156",".31%","93.41%","11",".29%","6.59%","167",".31%"
"118
Quitman County","14",".03%","100.00%","","","","14",".03%"
"119
Rabun County","54",".11%","88.52%","7",".19%","11.48%","61",".11%"
"120
Randolph County","66",".13%","95.65%","3",".08%","4.35%","69",".13%"
"121
Richmond County","1,975","3.95%","94.50%","115","3.06%","5.50%","2,090","3.89%"
"122
Rockdale County","461",".92%","91.83%","41","1.09%","8.17%","502",".93%"
"123
Schley County","14",".03%","100.00%","","","","14",".03%"
"124
Screven County","140",".28%","95.24%","7",".19%","4.76%","147",".27%"
"125
Seminole County","72",".14%","86.75%","11",".29%","13.25%","83",".15%"
"126
Spalding County","521","1.04%","91.73%","47","1.25%","8.27%","568","1.06%"
"127
Stephens County","160",".32%","93.57%","11",".29%","6.43%","171",".32%"
"128
Stewart County","37",".07%","97.37%","1",".03%","2.63%","38",".07%"
"129
Sumter County","196",".39%","94.69%","11",".29%","5.31%","207",".39%"
"130
Talbot County","42",".08%","95.45%","2",".05%","4.55%","44",".08%"
"131
Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"132
Tattnall County","174",".35%","91.58%","16",".43%","8.42%","190",".35%"
"133
Taylor County","73",".15%","97.33%","2",".05%","2.67%","75",".14%"
"134
Telfair County","97",".19%","90.65%","10",".27%","9.35%","107",".20%"
"135
Terrell County","94",".19%","94.95%","5",".13%","5.05%","99",".18%"
"136
Thomas County","231",".46%","92.77%","18",".48%","7.23%","249",".46%"
"137
Tift County","362",".72%","94.52%","21",".56%","5.48%","383",".71%"
"138
Toombs County","335",".67%","93.06%","25",".67%","6.94%","360",".67%"
"139
Towns County","35",".07%","71.43%","14",".37%","28.57%","49",".09%"
"140
Treutlen County","74",".15%","93.67%","5",".13%","6.33%","79",".15%"
"141
Troup County","563","1.13%","91.84%","50","1.33%","8.16%","613","1.14%"
"142
Turner County","68",".14%","97.14%","2",".05%","2.86%","70",".13%"
"143
Twiggs County","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"144
Union County","69",".14%","92.00%","6",".16%","8.00%","75",".14%"
"145
Upson County","165",".33%","93.22%","12",".32%","6.78%","177",".33%"
"146
Walker County","432",".86%","89.26%","52","1.39%","10.74%","484",".90%"
"147
Walton County","531","1.06%","91.39%","50","1.33%","8.61%","581","1.08%"
"148
Ware County","339",".68%","91.62%","31",".83%","8.38%","370",".69%"
"149
Warren County","38",".08%","95.00%","2",".05%","5.00%","40",".07%"
"150
Washington County","191",".38%","90.95%","19",".51%","9.05%","210",".39%"
"151
Wayne County","146",".29%","92.41%","12",".32%","7.59%","158",".29%"
