"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Irwin","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"Jackson","207",".42%","91.59%","19",".52%","8.41%","226",".43%"
"Jasper","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Jeff Davis","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"Jefferson","115",".23%","95.83%","5",".14%","4.17%","120",".23%"
"Jenkins","73",".15%","94.81%","4",".11%","5.19%","77",".15%"
"Johnson","58",".12%","93.55%","4",".11%","6.45%","62",".12%"
"Jones","149",".30%","93.71%","10",".27%","6.29%","159",".30%"
"Lamar","80",".16%","93.02%","6",".16%","6.98%","86",".16%"
"Lanier","38",".08%","97.44%","1",".03%","2.56%","39",".07%"
"Laurens","321",".66%","94.41%","19",".52%","5.59%","340",".65%"
"Lee","88",".18%","95.65%","4",".11%","4.35%","92",".17%"
"Liberty","297",".61%","93.40%","21",".57%","6.60%","318",".60%"
"Lincoln","33",".07%","100.00%","","","","33",".06%"
"Long","75",".15%","91.46%","7",".19%","8.54%","82",".16%"
"Lowndes","555","1.13%","93.91%","36",".98%","6.09%","591","1.12%"
"Lumpkin","114",".23%","91.20%","11",".30%","8.80%","125",".24%"
"Macon","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Madison","121",".25%","90.98%","12",".33%","9.02%","133",".25%"
"Marion","46",".09%","95.83%","2",".05%","4.17%","48",".09%"
"Mcduffie","198",".40%","96.59%","7",".19%","3.41%","205",".39%"
"Mcintosh","68",".14%","100.00%","","","","68",".13%"
"Meriwether","209",".43%","94.57%","12",".33%","5.43%","221",".42%"
"Miller","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Mitchell","192",".39%","91.87%","17",".46%","8.13%","209",".40%"
"Monroe","162",".33%","93.10%","12",".33%","6.90%","174",".33%"
"Montgomery","56",".11%","88.89%","7",".19%","11.11%","63",".12%"
"Morgan","144",".29%","92.90%","11",".30%","7.10%","155",".29%"
"Murray","227",".46%","91.16%","22",".60%","8.84%","249",".47%"
"Muscogee","1,775","3.63%","93.92%","115","3.13%","6.08%","1,890","3.59%"
"Newton","539","1.10%","87.93%","74","2.01%","12.07%","613","1.17%"
"Oconee","52",".11%","98.11%","1",".03%","1.89%","53",".10%"
"Oglethorpe","57",".12%","91.94%","5",".14%","8.06%","62",".12%"
"Paulding","224",".46%","91.06%","22",".60%","8.94%","246",".47%"
"Peach","90",".18%","96.77%","3",".08%","3.23%","93",".18%"
"Pickens","85",".17%","91.40%","8",".22%","8.60%","93",".18%"
"Pierce","67",".14%","93.06%","5",".14%","6.94%","72",".14%"
"Pike","56",".11%","91.80%","5",".14%","8.20%","61",".12%"
