"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","219",".46%","93.59%","15",".40%","6.41%","234",".46%"
"Appling County","117",".25%","95.90%","5",".13%","4.10%","122",".24%"
"Atkinson County","52",".11%","96.30%","2",".05%","3.70%","54",".11%"
"Bacon County","73",".15%","90.12%","8",".21%","9.88%","81",".16%"
"Baker County","17",".04%","89.47%","2",".05%","10.53%","19",".04%"
"Baldwin County","289",".61%","92.04%","25",".67%","7.96%","314",".62%"
"Banks County","58",".12%","86.57%","9",".24%","13.43%","67",".13%"
"Barrow County","361",".76%","89.36%","43","1.15%","10.64%","404",".79%"
"Bartow County","583","1.23%","88.33%","77","2.06%","11.67%","660","1.29%"
"Ben Hill County","255",".54%","92.39%","21",".56%","7.61%","276",".54%"
"Berrien County","115",".24%","92.74%","9",".24%","7.26%","124",".24%"
"Bibb County","946","2.00%","95.27%","47","1.26%","4.73%","993","1.95%"
"Bleckley County","66",".14%","94.29%","4",".11%","5.71%","70",".14%"
"Brantley County","75",".16%","85.23%","13",".35%","14.77%","88",".17%"
"Brooks County","57",".12%","98.28%","1",".03%","1.72%","58",".11%"
"Bryan County","73",".15%","93.59%","5",".13%","6.41%","78",".15%"
"Bulloch County","538","1.14%","92.92%","41","1.10%","7.08%","579","1.14%"
"Burke County","221",".47%","96.09%","9",".24%","3.91%","230",".45%"
"Butts County","143",".30%","91.67%","13",".35%","8.33%","156",".31%"
"Calhoun County","26",".06%","89.66%","3",".08%","10.34%","29",".06%"
"Camden County","187",".40%","92.12%","16",".43%","7.88%","203",".40%"
"Candler County","87",".18%","94.57%","5",".13%","5.43%","92",".18%"
"Carroll County","626","1.32%","92.47%","51","1.36%","7.53%","677","1.33%"
"Catoosa County","379",".80%","87.73%","53","1.42%","12.27%","432",".85%"
"Charlton County","63",".13%","90.00%","7",".19%","10.00%","70",".14%"
"Chatham County","1,489","3.15%","95.51%","70","1.87%","4.49%","1,559","3.06%"
"Chattahoochee County","17",".04%","94.44%","1",".03%","5.56%","18",".04%"
"Chattooga County","157",".33%","92.90%","12",".32%","7.10%","169",".33%"
"Cherokee County","620","1.31%","93.66%","42","1.12%","6.34%","662","1.30%"
"Clarke County","490","1.04%","93.69%","33",".88%","6.31%","523","1.03%"
"Clay County","12",".03%","85.71%","2",".05%","14.29%","14",".03%"
"Clayton County","1,065","2.25%","93.01%","80","2.14%","6.99%","1,145","2.25%"
"Clinch County","43",".09%","91.49%","4",".11%","8.51%","47",".09%"
"Cobb County","2,157","4.56%","93.01%","162","4.34%","6.99%","2,319","4.55%"
"Coffee County","320",".68%","92.49%","26",".70%","7.51%","346",".68%"
"Colquitt County","238",".50%","95.97%","10",".27%","4.03%","248",".49%"
"Columbia County","448",".95%","89.42%","53","1.42%","10.58%","501",".98%"
"Cook County","117",".25%","91.41%","11",".29%","8.59%","128",".25%"
