"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","215",".45%","93.48%","15",".40%","6.52%","230",".45%"
"Appling County","120",".25%","95.24%","6",".16%","4.76%","126",".24%"
"Atkinson County","51",".11%","96.23%","2",".05%","3.77%","53",".10%"
"Bacon County","79",".17%","92.94%","6",".16%","7.06%","85",".16%"
"Baker County","18",".04%","90.00%","2",".05%","10.00%","20",".04%"
"Baldwin County","303",".63%","92.38%","25",".66%","7.62%","328",".64%"
"Banks County","65",".14%","87.84%","9",".24%","12.16%","74",".14%"
"Barrow County","381",".80%","89.86%","43","1.14%","10.14%","424",".82%"
"Bartow County","583","1.22%","88.20%","78","2.07%","11.80%","661","1.28%"
"Ben Hill County","245",".51%","90.07%","27",".72%","9.93%","272",".53%"
"Berrien County","122",".26%","93.85%","8",".21%","6.15%","130",".25%"
"Bibb County","928","1.94%","95.38%","45","1.20%","4.62%","973","1.89%"
"Bleckley County","61",".13%","93.85%","4",".11%","6.15%","65",".13%"
"Brantley County","70",".15%","84.34%","13",".35%","15.66%","83",".16%"
"Brooks County","52",".11%","98.11%","1",".03%","1.89%","53",".10%"
"Bryan County","75",".16%","92.59%","6",".16%","7.41%","81",".16%"
"Bulloch County","549","1.15%","92.11%","47","1.25%","7.89%","596","1.16%"
"Burke County","224",".47%","96.14%","9",".24%","3.86%","233",".45%"
"Butts County","141",".29%","91.56%","13",".35%","8.44%","154",".30%"
"Calhoun County","23",".05%","92.00%","2",".05%","8.00%","25",".05%"
"Camden County","189",".40%","91.75%","17",".45%","8.25%","206",".40%"
"Candler County","83",".17%","94.32%","5",".13%","5.68%","88",".17%"
"Carroll County","649","1.36%","92.32%","54","1.43%","7.68%","703","1.36%"
"Catoosa County","385",".81%","87.70%","54","1.43%","12.30%","439",".85%"
"Charlton County","60",".13%","90.91%","6",".16%","9.09%","66",".13%"
"Chatham County","1,475","3.09%","95.28%","73","1.94%","4.72%","1,548","3.00%"
"Chattahoochee County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Chattooga County","151",".32%","92.07%","13",".35%","7.93%","164",".32%"
"Cherokee County","623","1.30%","93.83%","41","1.09%","6.17%","664","1.29%"
"Clarke County","499","1.04%","92.92%","38","1.01%","7.08%","537","1.04%"
"Clay County","13",".03%","100.00%","","","","13",".03%"
"Clayton County","1,091","2.28%","93.01%","82","2.18%","6.99%","1,173","2.27%"
"Clinch County","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"Cobb County","2,149","4.50%","93.52%","149","3.96%","6.48%","2,298","4.46%"
"Coffee County","322",".67%","93.33%","23",".61%","6.67%","345",".67%"
"Colquitt County","228",".48%","96.61%","8",".21%","3.39%","236",".46%"
"Columbia County","466",".97%","89.96%","52","1.38%","10.04%","518","1.00%"
"Cook County","115",".24%","92.74%","9",".24%","7.26%","124",".24%"
