"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","18",".04%","94.74%","1",".03%","5.26%","19",".04%"
"Crisp","264",".55%","92.63%","21",".61%","7.37%","285",".55%"
"Dade","136",".28%","94.44%","8",".23%","5.56%","144",".28%"
"Dawson","129",".27%","93.48%","9",".26%","6.52%","138",".27%"
"Decatur","283",".58%","92.79%","22",".63%","7.21%","305",".59%"
"Dekalb","2,797","5.78%","94.49%","163","4.70%","5.51%","2,960","5.71%"
"Dodge","142",".29%","92.81%","11",".32%","7.19%","153",".29%"
"Dooly","88",".18%","94.62%","5",".14%","5.38%","93",".18%"
"Dougherty","917","1.89%","94.63%","52","1.50%","5.37%","969","1.87%"
"Douglas","1,159","2.39%","89.91%","130","3.75%","10.09%","1,289","2.49%"
"Early","91",".19%","94.79%","5",".14%","5.21%","96",".19%"
"Echols","9",".02%","90.00%","1",".03%","10.00%","10",".02%"
"Effingham","144",".30%","91.14%","14",".40%","8.86%","158",".30%"
"Elbert","129",".27%","94.16%","8",".23%","5.84%","137",".26%"
"Emanuel","177",".37%","94.65%","10",".29%","5.35%","187",".36%"
"Evans","99",".20%","96.12%","4",".12%","3.88%","103",".20%"
"Fannin","99",".20%","95.19%","5",".14%","4.81%","104",".20%"
"Fayette","356",".74%","92.23%","30",".87%","7.77%","386",".74%"
"Floyd","745","1.54%","91.52%","69","1.99%","8.48%","814","1.57%"
"Forsyth","291",".60%","86.87%","44","1.27%","13.13%","335",".65%"
"Franklin","120",".25%","92.31%","10",".29%","7.69%","130",".25%"
"Fulton","4,711","9.73%","96.30%","181","5.22%","3.70%","4,892","9.43%"
"Gilmer","127",".26%","90.71%","13",".38%","9.29%","140",".27%"
"Glascock","7",".01%","87.50%","1",".03%","12.50%","8",".02%"
"Glynn","382",".79%","93.17%","28",".81%","6.83%","410",".79%"
"Gordon","290",".60%","89.78%","33",".95%","10.22%","323",".62%"
"Grady","204",".42%","94.44%","12",".35%","5.56%","216",".42%"
"Greene","150",".31%","94.34%","9",".26%","5.66%","159",".31%"
"Gwinnett","2,198","4.54%","92.35%","182","5.25%","7.65%","2,380","4.59%"
"Habersham","103",".21%","91.96%","9",".26%","8.04%","112",".22%"
"Hall","661","1.37%","91.30%","63","1.82%","8.70%","724","1.40%"
"Hancock","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Haralson","92",".19%","95.83%","4",".12%","4.17%","96",".19%"
"Harris","115",".24%","95.04%","6",".17%","4.96%","121",".23%"
"Hart","113",".23%","96.58%","4",".12%","3.42%","117",".23%"
"Heard","73",".15%","96.05%","3",".09%","3.95%","76",".15%"
"Henry","540","1.12%","88.96%","67","1.93%","11.04%","607","1.17%"
"Houston","618","1.28%","94.79%","34",".98%","5.21%","652","1.26%"
