"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","397",".80%","92.54%","32",".92%","7.46%","429",".81%"
"001
Appling County","88",".18%","92.63%","7",".20%","7.37%","95",".18%"
"002
Atkinson County","54",".11%","96.43%","2",".06%","3.57%","56",".11%"
"003
Bacon County","73",".15%","92.41%","6",".17%","7.59%","79",".15%"
"004
Baker County","11",".02%","91.67%","1",".03%","8.33%","12",".02%"
"005
Baldwin County","311",".63%","95.11%","16",".46%","4.89%","327",".62%"
"006
Banks County","60",".12%","95.24%","3",".09%","4.76%","63",".12%"
"007
Barrow County","262",".53%","91.93%","23",".66%","8.07%","285",".54%"
"008
Bartow County","632","1.27%","88.89%","79","2.26%","11.11%","711","1.34%"
"009
Ben Hill County","244",".49%","94.94%","13",".37%","5.06%","257",".48%"
"010
Berrien County","86",".17%","94.51%","5",".14%","5.49%","91",".17%"
"011
Bibb County","1,037","2.09%","94.88%","56","1.60%","5.12%","1,093","2.06%"
"012
Bleckley County","64",".13%","91.43%","6",".17%","8.57%","70",".13%"
"013
Brantley County","63",".13%","92.65%","5",".14%","7.35%","68",".13%"
"014
Brooks County","76",".15%","93.83%","5",".14%","6.17%","81",".15%"
"015
Bryan County","87",".18%","100.00%","","","","87",".16%"
"016
Bulloch County","503","1.01%","91.96%","44","1.26%","8.04%","547","1.03%"
"017
Burke County","198",".40%","96.59%","7",".20%","3.41%","205",".39%"
"018
Butts County","152",".31%","96.20%","6",".17%","3.80%","158",".30%"
"019
Calhoun County","30",".06%","88.24%","4",".11%","11.76%","34",".06%"
"020
Camden County","176",".35%","93.12%","13",".37%","6.88%","189",".36%"
"021
Candler County","117",".24%","90.00%","13",".37%","10.00%","130",".24%"
"022
Carroll County","559","1.13%","91.79%","50","1.43%","8.21%","609","1.15%"
"023
Catoosa County","342",".69%","92.18%","29",".83%","7.82%","371",".70%"
"024
Charlton County","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"025
Chatham County","2,134","4.30%","97.13%","63","1.80%","2.87%","2,197","4.13%"
"026
Chattahoochee County","32",".06%","94.12%","2",".06%","5.88%","34",".06%"
"027
Chattooga County","229",".46%","87.07%","34",".97%","12.93%","263",".49%"
"028
Cherokee County","476",".96%","92.43%","39","1.12%","7.57%","515",".97%"
"029
Clarke County","438",".88%","95.22%","22",".63%","4.78%","460",".87%"
"030
Clay County","32",".06%","94.12%","2",".06%","5.88%","34",".06%"
"031
Clayton County","1,440","2.90%","93.32%","103","2.95%","6.68%","1,543","2.90%"
"032
Clinch County","45",".09%","95.74%","2",".06%","4.26%","47",".09%"
"033
Cobb County","2,492","5.02%","91.65%","227","6.50%","8.35%","2,719","5.12%"
"034
Coffee County","235",".47%","93.63%","16",".46%","6.37%","251",".47%"
"035
Colquitt County","242",".49%","94.90%","13",".37%","5.10%","255",".48%"
"036
Columbia County","383",".77%","92.51%","31",".89%","7.49%","414",".78%"
"037
Cook County","117",".24%","95.90%","5",".14%","4.10%","122",".23%"
