"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","44",".10%","93.62%","3",".10%","6.38%","47",".10%"
"115
Polk County","188",".43%","90.82%","19",".61%","9.18%","207",".44%"
"116
Pulaski County","34",".08%","87.18%","5",".16%","12.82%","39",".08%"
"117
Putnam County","154",".35%","92.22%","13",".42%","7.78%","167",".35%"
"118
Quitman County","10",".02%","100.00%","","","","10",".02%"
"119
Rabun County","61",".14%","85.92%","10",".32%","14.08%","71",".15%"
"120
Randolph County","46",".10%","95.83%","2",".06%","4.17%","48",".10%"
"121
Richmond County","1,522","3.45%","94.65%","86","2.75%","5.35%","1,608","3.40%"
"122
Rockdale County","415",".94%","93.89%","27",".86%","6.11%","442",".94%"
"123
Schley County","23",".05%","100.00%","","","","23",".05%"
"124
Screven County","103",".23%","94.50%","6",".19%","5.50%","109",".23%"
"125
Seminole County","64",".15%","87.67%","9",".29%","12.33%","73",".15%"
"126
Spalding County","423",".96%","90.97%","42","1.34%","9.03%","465",".98%"
"127
Stephens County","117",".27%","95.90%","5",".16%","4.10%","122",".26%"
"128
Stewart County","14",".03%","82.35%","3",".10%","17.65%","17",".04%"
"129
Sumter County","194",".44%","97.00%","6",".19%","3.00%","200",".42%"
"130
Talbot County","22",".05%","95.65%","1",".03%","4.35%","23",".05%"
"131
Taliaferro County","16",".04%","100.00%","","","","16",".03%"
"132
Tattnall County","157",".36%","86.26%","25",".80%","13.74%","182",".39%"
"133
Taylor County","44",".10%","91.67%","4",".13%","8.33%","48",".10%"
"134
Telfair County","104",".24%","93.69%","7",".22%","6.31%","111",".24%"
"135
Terrell County","71",".16%","97.26%","2",".06%","2.74%","73",".15%"
"136
Thomas County","209",".47%","96.76%","7",".22%","3.24%","216",".46%"
"137
Tift County","295",".67%","96.72%","10",".32%","3.28%","305",".65%"
"138
Toombs County","274",".62%","91.33%","26",".83%","8.67%","300",".64%"
"139
Towns County","44",".10%","80.00%","11",".35%","20.00%","55",".12%"
"140
Treutlen County","61",".14%","98.39%","1",".03%","1.61%","62",".13%"
"141
Troup County","564","1.28%","93.53%","39","1.25%","6.47%","603","1.28%"
"142
Turner County","52",".12%","92.86%","4",".13%","7.14%","56",".12%"
"143
Twiggs County","35",".08%","87.50%","5",".16%","12.50%","40",".08%"
"144
Union County","82",".19%","83.67%","16",".51%","16.33%","98",".21%"
"145
Upson County","174",".39%","96.67%","6",".19%","3.33%","180",".38%"
"146
Walker County","401",".91%","91.76%","36","1.15%","8.24%","437",".93%"
"147
Walton County","613","1.39%","90.68%","63","2.01%","9.32%","676","1.43%"
"148
Ware County","239",".54%","91.92%","21",".67%","8.08%","260",".55%"
"149
Warren County","26",".06%","86.67%","4",".13%","13.33%","30",".06%"
"150
Washington County","168",".38%","90.81%","17",".54%","9.19%","185",".39%"
"151
Wayne County","185",".42%","89.81%","21",".67%","10.19%","206",".44%"
