"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","56",".11%","94.92%","3",".08%","5.08%","59",".11%"
"Jackson","198",".40%","90.83%","20",".55%","9.17%","218",".41%"
"Jasper","63",".13%","92.65%","5",".14%","7.35%","68",".13%"
"Jeff Davis","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"Jefferson","113",".23%","96.58%","4",".11%","3.42%","117",".22%"
"Jenkins","74",".15%","93.67%","5",".14%","6.33%","79",".15%"
"Johnson","57",".12%","93.44%","4",".11%","6.56%","61",".12%"
"Jones","146",".30%","94.19%","9",".25%","5.81%","155",".29%"
"Lamar","75",".15%","93.75%","5",".14%","6.25%","80",".15%"
"Lanier","39",".08%","92.86%","3",".08%","7.14%","42",".08%"
"Laurens","333",".68%","94.33%","20",".55%","5.67%","353",".67%"
"Lee","80",".16%","95.24%","4",".11%","4.76%","84",".16%"
"Liberty","292",".59%","93.89%","19",".52%","6.11%","311",".59%"
"Lincoln","34",".07%","100.00%","","","","34",".06%"
"Long","85",".17%","93.41%","6",".16%","6.59%","91",".17%"
"Lowndes","570","1.16%","94.37%","34",".93%","5.63%","604","1.14%"
"Lumpkin","105",".21%","89.74%","12",".33%","10.26%","117",".22%"
"Macon","71",".14%","94.67%","4",".11%","5.33%","75",".14%"
"Madison","126",".26%","91.97%","11",".30%","8.03%","137",".26%"
"Marion","50",".10%","92.59%","4",".11%","7.41%","54",".10%"
"Mcduffie","193",".39%","96.02%","8",".22%","3.98%","201",".38%"
"Mcintosh","70",".14%","98.59%","1",".03%","1.41%","71",".13%"
"Meriwether","198",".40%","92.96%","15",".41%","7.04%","213",".40%"
"Miller","35",".07%","100.00%","","","","35",".07%"
"Mitchell","187",".38%","90.34%","20",".55%","9.66%","207",".39%"
"Monroe","163",".33%","93.14%","12",".33%","6.86%","175",".33%"
"Montgomery","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"Morgan","120",".24%","93.02%","9",".25%","6.98%","129",".24%"
"Murray","238",".48%","92.97%","18",".49%","7.03%","256",".48%"
"Muscogee","1,856","3.76%","93.74%","124","3.38%","6.26%","1,980","3.74%"
"Newton","575","1.17%","88.19%","77","2.10%","11.81%","652","1.23%"
"Oconee","54",".11%","98.18%","1",".03%","1.82%","55",".10%"
"Oglethorpe","50",".10%","92.59%","4",".11%","7.41%","54",".10%"
"Paulding","228",".46%","90.84%","23",".63%","9.16%","251",".47%"
"Peach","87",".18%","97.75%","2",".05%","2.25%","89",".17%"
"Pickens","90",".18%","91.84%","8",".22%","8.16%","98",".18%"
"Pierce","63",".13%","95.45%","3",".08%","4.55%","66",".12%"
"Pike","52",".11%","91.23%","5",".14%","8.77%","57",".11%"
