"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","539","1.23%","94.07%","34","1.09%","5.93%","573","1.22%"
"039
Crawford County","22",".05%","100.00%","","","","22",".05%"
"040
Crisp County","337",".77%","93.61%","23",".74%","6.39%","360",".77%"
"041
Dade County","83",".19%","89.25%","10",".32%","10.75%","93",".20%"
"042
Dawson County","100",".23%","90.09%","11",".35%","9.91%","111",".24%"
"043
Decatur County","234",".53%","94.74%","13",".42%","5.26%","247",".52%"
"044
Dekalb County","2,327","5.30%","95.41%","112","3.60%","4.59%","2,439","5.18%"
"045
Dodge County","100",".23%","86.21%","16",".51%","13.79%","116",".25%"
"046
Dooly County","126",".29%","91.30%","12",".39%","8.70%","138",".29%"
"047
Dougherty County","711","1.62%","95.44%","34","1.09%","4.56%","745","1.58%"
"048
Douglas County","891","2.03%","92.43%","73","2.35%","7.57%","964","2.05%"
"049
Early County","83",".19%","97.65%","2",".06%","2.35%","85",".18%"
"050
Echols County","13",".03%","100.00%","","","","13",".03%"
"051
Effingham County","215",".49%","90.34%","23",".74%","9.66%","238",".51%"
"052
Elbert County","127",".29%","95.49%","6",".19%","4.51%","133",".28%"
"053
Emanuel County","163",".37%","93.68%","11",".35%","6.32%","174",".37%"
"054
Evans County","77",".18%","93.90%","5",".16%","6.10%","82",".17%"
"055
Fannin County","96",".22%","88.89%","12",".39%","11.11%","108",".23%"
"056
Fayette County","308",".70%","94.48%","18",".58%","5.52%","326",".69%"
"057
Floyd County","848","1.93%","89.93%","95","3.05%","10.07%","943","2.00%"
"058
Forsyth County","361",".82%","90.25%","39","1.25%","9.75%","400",".85%"
"059
Franklin County","140",".32%","89.17%","17",".55%","10.83%","157",".33%"
"060
Fulton County","4,152","9.45%","96.47%","152","4.89%","3.53%","4,304","9.15%"
"061
Gilmer County","99",".23%","94.29%","6",".19%","5.71%","105",".22%"
"062
Glascock County","11",".03%","100.00%","","","","11",".02%"
"063
Glynn County","467","1.06%","94.92%","25",".80%","5.08%","492","1.05%"
"064
Gordon County","360",".82%","90.68%","37","1.19%","9.32%","397",".84%"
"065
Grady County","159",".36%","94.08%","10",".32%","5.92%","169",".36%"
"066
Greene County","99",".23%","93.40%","7",".23%","6.60%","106",".23%"
"067
Gwinnett County","2,283","5.20%","94.07%","144","4.63%","5.93%","2,427","5.16%"
"068
Habersham County","104",".24%","87.39%","15",".48%","12.61%","119",".25%"
"069
Hall County","636","1.45%","92.58%","51","1.64%","7.42%","687","1.46%"
"070
Hancock County","43",".10%","95.56%","2",".06%","4.44%","45",".10%"
"071
Haralson County","122",".28%","93.13%","9",".29%","6.87%","131",".28%"
"072
Harris County","89",".20%","94.68%","5",".16%","5.32%","94",".20%"
"073
Hart County","158",".36%","91.33%","15",".48%","8.67%","173",".37%"
"074
Heard County","47",".11%","95.92%","2",".06%","4.08%","49",".10%"
"075
Henry County","592","1.35%","91.93%","52","1.67%","8.07%","644","1.37%"
