"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"115
Polk","134",".28%","94.37%","8",".24%","5.63%","142",".28%"
"116
Pulaski","72",".15%","86.75%","11",".33%","13.25%","83",".16%"
"117
Putnam","127",".27%","96.21%","5",".15%","3.79%","132",".26%"
"118
Quitman","13",".03%","100.00%","","","","13",".03%"
"119
Rabun","65",".14%","91.55%","6",".18%","8.45%","71",".14%"
"120
Randolph","43",".09%","97.73%","1",".03%","2.27%","44",".09%"
"121
Richmond","1,808","3.84%","94.56%","104","3.15%","5.44%","1,912","3.80%"
"122
Rockdale","407",".86%","92.92%","31",".94%","7.08%","438",".87%"
"123
Schley","24",".05%","100.00%","","","","24",".05%"
"124
Screven","135",".29%","94.41%","8",".24%","5.59%","143",".28%"
"125
Seminole","65",".14%","90.28%","7",".21%","9.72%","72",".14%"
"126
Spalding","579","1.23%","92.49%","47","1.43%","7.51%","626","1.24%"
"127
Stephens","172",".37%","88.66%","22",".67%","11.34%","194",".39%"
"128
Stewart","35",".07%","94.59%","2",".06%","5.41%","37",".07%"
"129
Sumter","235",".50%","94.00%","15",".45%","6.00%","250",".50%"
"130
Talbot","38",".08%","92.68%","3",".09%","7.32%","41",".08%"
"131
Taliaferro","14",".03%","87.50%","2",".06%","12.50%","16",".03%"
"132
Tattnall","158",".34%","96.34%","6",".18%","3.66%","164",".33%"
"133
Taylor","75",".16%","94.94%","4",".12%","5.06%","79",".16%"
"134
Telfair","131",".28%","91.61%","12",".36%","8.39%","143",".28%"
"135
Terrell","78",".17%","97.50%","2",".06%","2.50%","80",".16%"
"136
Thomas","297",".63%","93.40%","21",".64%","6.60%","318",".63%"
"137
Tift","322",".68%","96.12%","13",".39%","3.88%","335",".67%"
"138
Toombs","251",".53%","92.62%","20",".61%","7.38%","271",".54%"
"139
Towns","29",".06%","85.29%","5",".15%","14.71%","34",".07%"
"140
Treutlen","70",".15%","97.22%","2",".06%","2.78%","72",".14%"
"141
Troup","675","1.43%","91.84%","60","1.82%","8.16%","735","1.46%"
"142
Turner","70",".15%","94.59%","4",".12%","5.41%","74",".15%"
"143
Twiggs","44",".09%","89.80%","5",".15%","10.20%","49",".10%"
"144
Union","56",".12%","96.55%","2",".06%","3.45%","58",".12%"
"145
Upson","236",".50%","91.47%","22",".67%","8.53%","258",".51%"
"146
Walker","370",".79%","89.37%","44","1.33%","10.63%","414",".82%"
"147
Walton","298",".63%","94.60%","17",".52%","5.40%","315",".63%"
"148
Ware","335",".71%","94.37%","20",".61%","5.63%","355",".70%"
"149
Warren","41",".09%","93.18%","3",".09%","6.82%","44",".09%"
"150
Washington","113",".24%","94.96%","6",".18%","5.04%","119",".24%"
"151
Wayne","150",".32%","90.91%","15",".45%","9.09%","165",".33%"
"152
Webster","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
