"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","265","0.53%","96.36%","10","0.25%","3.64%","275","0.51%"
"Appling County","112","0.23%","94.12%","7","0.17%","5.88%","119","0.22%"
"Atkinson County","39","0.08%","92.86%","3","0.07%","7.14%","42","0.08%"
"Bacon County","88","0.18%","93.62%","6","0.15%","6.38%","94","0.18%"
"Baker County","14","0.03%","82.35%","3","0.07%","17.65%","17","0.03%"
"Baldwin County","349","0.7%","88.58%","45","1.12%","11.42%","394","0.74%"
"Banks County","99","0.2%","87.61%","14","0.35%","12.39%","113","0.21%"
"Barrow County","387","0.78%","88.36%","51","1.27%","11.64%","438","0.82%"
"Bartow County","551","1.11%","89.59%","64","1.6%","10.41%","615","1.15%"
"Ben Hill County","237","0.48%","92.22%","20","0.5%","7.78%","257","0.48%"
"Berrien County","144","0.29%","90.57%","15","0.37%","9.43%","159","0.3%"
"Bibb County","997","2.01%","95.13%","51","1.27%","4.87%","1,048","1.96%"
"Bleckley County","64","0.13%","91.43%","6","0.15%","8.57%","70","0.13%"
"Brantley County","79","0.16%","86.81%","12","0.3%","13.19%","91","0.17%"
"Brooks County","67","0.14%","95.71%","3","0.07%","4.29%","70","0.13%"
"Bryan County","111","0.22%","92.5%","9","0.22%","7.5%","120","0.22%"
"Bulloch County","577","1.16%","93.67%","39","0.97%","6.33%","616","1.15%"
"Burke County","209","0.42%","97.66%","5","0.12%","2.34%","214","0.4%"
"Butts County","141","0.28%","89.24%","17","0.42%","10.76%","158","0.29%"
"Calhoun County","29","0.06%","93.55%","2","0.05%","6.45%","31","0.06%"
"Camden County","180","0.36%","91.37%","17","0.42%","8.63%","197","0.37%"
"Candler County","90","0.18%","92.78%","7","0.17%","7.22%","97","0.18%"
"Carroll County","647","1.31%","93.36%","46","1.15%","6.64%","693","1.29%"
"Catoosa County","392","0.79%","85.96%","64","1.6%","14.04%","456","0.85%"
"Charlton County","65","0.13%","87.84%","9","0.22%","12.16%","74","0.14%"
"Chatham County","1,377","2.78%","95.03%","72","1.8%","4.97%","1,449","2.7%"
"Chattahoochee County","17","0.03%","100.0%","","","","17","0.03%"
