"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","44",".10%","89.80%","5",".17%","10.20%","49",".11%"
"115
Polk County","184",".42%","91.54%","17",".58%","8.46%","201",".43%"
"116
Pulaski County","35",".08%","89.74%","4",".14%","10.26%","39",".08%"
"117
Putnam County","142",".33%","94.04%","9",".31%","5.96%","151",".33%"
"118
Quitman County","13",".03%","100.00%","","","","13",".03%"
"119
Rabun County","45",".10%","86.54%","7",".24%","13.46%","52",".11%"
"120
Randolph County","42",".10%","97.67%","1",".03%","2.33%","43",".09%"
"121
Richmond County","1,595","3.68%","94.43%","94","3.19%","5.57%","1,689","3.65%"
"122
Rockdale County","364",".84%","93.57%","25",".85%","6.43%","389",".84%"
"123
Schley County","12",".03%","100.00%","","","","12",".03%"
"124
Screven County","100",".23%","96.15%","4",".14%","3.85%","104",".22%"
"125
Seminole County","53",".12%","86.89%","8",".27%","13.11%","61",".13%"
"126
Spalding County","406",".94%","93.33%","29",".98%","6.67%","435",".94%"
"127
Stephens County","122",".28%","94.57%","7",".24%","5.43%","129",".28%"
"128
Stewart County","23",".05%","88.46%","3",".10%","11.54%","26",".06%"
"129
Sumter County","190",".44%","96.45%","7",".24%","3.55%","197",".43%"
"130
Talbot County","23",".05%","92.00%","2",".07%","8.00%","25",".05%"
"131
Taliaferro County","17",".04%","100.00%","","","","17",".04%"
"132
Tattnall County","174",".40%","90.16%","19",".64%","9.84%","193",".42%"
"133
Taylor County","47",".11%","88.68%","6",".20%","11.32%","53",".11%"
"134
Telfair County","92",".21%","94.85%","5",".17%","5.15%","97",".21%"
"135
Terrell County","74",".17%","96.10%","3",".10%","3.90%","77",".17%"
"136
Thomas County","184",".42%","96.84%","6",".20%","3.16%","190",".41%"
"137
Tift County","295",".68%","96.09%","12",".41%","3.91%","307",".66%"
"138
Toombs County","275",".63%","93.22%","20",".68%","6.78%","295",".64%"
"139
Towns County","42",".10%","75.00%","14",".48%","25.00%","56",".12%"
"140
Treutlen County","65",".15%","98.48%","1",".03%","1.52%","66",".14%"
"141
Troup County","528","1.22%","94.12%","33","1.12%","5.88%","561","1.21%"
"142
Turner County","69",".16%","95.83%","3",".10%","4.17%","72",".16%"
"143
Twiggs County","42",".10%","95.45%","2",".07%","4.55%","44",".10%"
"144
Union County","95",".22%","86.36%","15",".51%","13.64%","110",".24%"
"145
Upson County","145",".33%","90.63%","15",".51%","9.38%","160",".35%"
"146
Walker County","394",".91%","90.78%","40","1.36%","9.22%","434",".94%"
"147
Walton County","604","1.39%","92.07%","52","1.77%","7.93%","656","1.42%"
"148
Ware County","235",".54%","93.25%","17",".58%","6.75%","252",".54%"
"149
Warren County","27",".06%","90.00%","3",".10%","10.00%","30",".06%"
"150
Washington County","167",".39%","93.82%","11",".37%","6.18%","178",".38%"
"151
Wayne County","178",".41%","91.28%","17",".58%","8.72%","195",".42%"
