"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","537","1.23%","95.21%","27",".91%","4.79%","564","1.21%"
"039
Crawford County","20",".05%","95.24%","1",".03%","4.76%","21",".05%"
"040
Crisp County","324",".74%","94.46%","19",".64%","5.54%","343",".74%"
"041
Dade County","79",".18%","97.53%","2",".07%","2.47%","81",".17%"
"042
Dawson County","85",".20%","93.41%","6",".20%","6.59%","91",".20%"
"043
Decatur County","218",".50%","96.46%","8",".27%","3.54%","226",".49%"
"044
Dekalb County","2,459","5.64%","95.13%","126","4.25%","4.87%","2,585","5.55%"
"045
Dodge County","105",".24%","94.59%","6",".20%","5.41%","111",".24%"
"046
Dooly County","107",".25%","95.54%","5",".17%","4.46%","112",".24%"
"047
Dougherty County","714","1.64%","96.75%","24",".81%","3.25%","738","1.59%"
"048
Douglas County","913","2.10%","91.76%","82","2.77%","8.24%","995","2.14%"
"049
Early County","77",".18%","97.47%","2",".07%","2.53%","79",".17%"
"050
Echols County","11",".03%","78.57%","3",".10%","21.43%","14",".03%"
"051
Effingham County","192",".44%","89.72%","22",".74%","10.28%","214",".46%"
"052
Elbert County","125",".29%","93.98%","8",".27%","6.02%","133",".29%"
"053
Emanuel County","141",".32%","90.97%","14",".47%","9.03%","155",".33%"
"054
Evans County","76",".17%","95.00%","4",".13%","5.00%","80",".17%"
"055
Fannin County","84",".19%","88.42%","11",".37%","11.58%","95",".20%"
"056
Fayette County","285",".65%","95.00%","15",".51%","5.00%","300",".64%"
"057
Floyd County","812","1.86%","90.93%","81","2.73%","9.07%","893","1.92%"
"058
Forsyth County","329",".76%","90.88%","33","1.11%","9.12%","362",".78%"
"059
Franklin County","136",".31%","86.08%","22",".74%","13.92%","158",".34%"
"060
Fulton County","4,355","9.99%","96.31%","167","5.63%","3.69%","4,522","9.72%"
"061
Gilmer County","90",".21%","90.91%","9",".30%","9.09%","99",".21%"
"062
Glascock County","8",".02%","100.00%","","","","8",".02%"
"063
Glynn County","490","1.12%","93.51%","34","1.15%","6.49%","524","1.13%"
"064
Gordon County","318",".73%","90.08%","35","1.18%","9.92%","353",".76%"
"065
Grady County","140",".32%","97.22%","4",".13%","2.78%","144",".31%"
"066
Greene County","89",".20%","94.68%","5",".17%","5.32%","94",".20%"
"067
Gwinnett County","2,261","5.19%","94.13%","141","4.76%","5.87%","2,402","5.16%"
"068
Habersham County","102",".23%","91.07%","10",".34%","8.93%","112",".24%"
"069
Hall County","601","1.38%","92.60%","48","1.62%","7.40%","649","1.39%"
"070
Hancock County","38",".09%","90.48%","4",".13%","9.52%","42",".09%"
"071
Haralson County","109",".25%","92.37%","9",".30%","7.63%","118",".25%"
"072
Harris County","93",".21%","93.00%","7",".24%","7.00%","100",".21%"
"073
Hart County","158",".36%","92.40%","13",".44%","7.60%","171",".37%"
"074
Heard County","37",".08%","97.37%","1",".03%","2.63%","38",".08%"
"075
Henry County","543","1.25%","91.72%","49","1.65%","8.28%","592","1.27%"
