"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","42",".08%","95.45%","2",".06%","4.55%","44",".08%"
"115
Polk County","157",".31%","94.58%","9",".25%","5.42%","166",".31%"
"116
Pulaski County","61",".12%","96.83%","2",".06%","3.17%","63",".12%"
"117
Putnam County","147",".29%","94.84%","8",".22%","5.16%","155",".29%"
"118
Quitman County","14",".03%","100.00%","","","","14",".03%"
"119
Rabun County","48",".10%","88.89%","6",".17%","11.11%","54",".10%"
"120
Randolph County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"121
Richmond County","1,759","3.51%","94.52%","102","2.85%","5.48%","1,861","3.47%"
"122
Rockdale County","457",".91%","91.77%","41","1.14%","8.23%","498",".93%"
"123
Schley County","15",".03%","93.75%","1",".03%","6.25%","16",".03%"
"124
Screven County","137",".27%","93.84%","9",".25%","6.16%","146",".27%"
"125
Seminole County","68",".14%","90.67%","7",".20%","9.33%","75",".14%"
"126
Spalding County","511","1.02%","92.57%","41","1.14%","7.43%","552","1.03%"
"127
Stephens County","145",".29%","90.63%","15",".42%","9.38%","160",".30%"
"128
Stewart County","30",".06%","96.77%","1",".03%","3.23%","31",".06%"
"129
Sumter County","201",".40%","94.37%","12",".33%","5.63%","213",".40%"
"130
Talbot County","39",".08%","92.86%","3",".08%","7.14%","42",".08%"
"131
Taliaferro County","17",".03%","89.47%","2",".06%","10.53%","19",".04%"
"132
Tattnall County","184",".37%","92.46%","15",".42%","7.54%","199",".37%"
"133
Taylor County","58",".12%","93.55%","4",".11%","6.45%","62",".12%"
"134
Telfair County","86",".17%","92.47%","7",".20%","7.53%","93",".17%"
"135
Terrell County","83",".17%","96.51%","3",".08%","3.49%","86",".16%"
"136
Thomas County","203",".41%","92.27%","17",".47%","7.73%","220",".41%"
"137
Tift County","339",".68%","95.76%","15",".42%","4.24%","354",".66%"
"138
Toombs County","327",".65%","91.85%","29",".81%","8.15%","356",".66%"
"139
Towns County","34",".07%","82.93%","7",".20%","17.07%","41",".08%"
"140
Treutlen County","81",".16%","94.19%","5",".14%","5.81%","86",".16%"
"141
Troup County","558","1.11%","91.78%","50","1.39%","8.22%","608","1.13%"
"142
Turner County","66",".13%","94.29%","4",".11%","5.71%","70",".13%"
"143
Twiggs County","67",".13%","97.10%","2",".06%","2.90%","69",".13%"
"144
Union County","76",".15%","81.72%","17",".47%","18.28%","93",".17%"
"145
Upson County","162",".32%","95.29%","8",".22%","4.71%","170",".32%"
"146
Walker County","395",".79%","89.57%","46","1.28%","10.43%","441",".82%"
"147
Walton County","528","1.05%","91.51%","49","1.37%","8.49%","577","1.07%"
"148
Ware County","344",".69%","92.72%","27",".75%","7.28%","371",".69%"
"149
Warren County","48",".10%","97.96%","1",".03%","2.04%","49",".09%"
"150
Washington County","171",".34%","92.43%","14",".39%","7.57%","185",".34%"
"151
Wayne County","163",".33%","94.22%","10",".28%","5.78%","173",".32%"
