"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","693","1.36%","92.90%","53","1.35%","7.10%","746","1.36%"
"077
Irwin County","71",".14%","97.26%","2",".05%","2.74%","73",".13%"
"078
Jackson County","283",".56%","92.79%","22",".56%","7.21%","305",".56%"
"079
Jasper County","69",".14%","90.79%","7",".18%","9.21%","76",".14%"
"080
Jeff Davis County","89",".17%","93.68%","6",".15%","6.32%","95",".17%"
"081
Jefferson County","160",".31%","93.02%","12",".31%","6.98%","172",".31%"
"082
Jenkins County","77",".15%","96.25%","3",".08%","3.75%","80",".15%"
"083
Johnson County","38",".07%","90.48%","4",".10%","9.52%","42",".08%"
"084
Jones County","210",".41%","88.24%","28",".71%","11.76%","238",".43%"
"085
Lamar County","78",".15%","90.70%","8",".20%","9.30%","86",".16%"
"086
Lanier County","45",".09%","95.74%","2",".05%","4.26%","47",".09%"
"087
Laurens County","290",".57%","93.55%","20",".51%","6.45%","310",".56%"
"088
Lee County","70",".14%","89.74%","8",".20%","10.26%","78",".14%"
"089
Liberty County","229",".45%","93.47%","16",".41%","6.53%","245",".45%"
"090
Lincoln County","44",".09%","89.80%","5",".13%","10.20%","49",".09%"
"091
Long County","60",".12%","90.91%","6",".15%","9.09%","66",".12%"
"092
Lowndes County","460",".90%","95.63%","21",".53%","4.37%","481",".88%"
"093
Lumpkin County","90",".18%","92.78%","7",".18%","7.22%","97",".18%"
"094
Macon County","49",".10%","92.45%","4",".10%","7.55%","53",".10%"
"095
Madison County","172",".34%","91.98%","15",".38%","8.02%","187",".34%"
"096
Marion County","31",".06%","88.57%","4",".10%","11.43%","35",".06%"
"097
Mcduffie County","206",".40%","95.37%","10",".25%","4.63%","216",".39%"
"098
Mcintosh County","43",".08%","93.48%","3",".08%","6.52%","46",".08%"
"099
Meriwether County","215",".42%","91.88%","19",".48%","8.12%","234",".43%"
"100
Miller County","37",".07%","94.87%","2",".05%","5.13%","39",".07%"
"101
Mitchell County","155",".30%","93.37%","11",".28%","6.63%","166",".30%"
"102
Monroe County","131",".26%","92.25%","11",".28%","7.75%","142",".26%"
"103
Montgomery County","32",".06%","82.05%","7",".18%","17.95%","39",".07%"
"104
Morgan County","126",".25%","88.73%","16",".41%","11.27%","142",".26%"
"105
Murray County","216",".42%","91.91%","19",".48%","8.09%","235",".43%"
"106
Muscogee County","1,188","2.33%","94.81%","65","1.65%","5.19%","1,253","2.28%"
"107
Newton County","726","1.43%","90.98%","72","1.83%","9.02%","798","1.45%"
"108
Oconee County","49",".10%","98.00%","1",".03%","2.00%","50",".09%"
"109
Oglethorpe County","65",".13%","91.55%","6",".15%","8.45%","71",".13%"
"110
Paulding County","232",".46%","92.43%","19",".48%","7.57%","251",".46%"
"111
Peach County","89",".17%","95.70%","4",".10%","4.30%","93",".17%"
"112
Pickens County","95",".19%","84.82%","17",".43%","15.18%","112",".20%"
"113
Pierce County","101",".20%","92.66%","8",".20%","7.34%","109",".20%"
