"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","186",".42%","93.94%","12",".37%","6.06%","198",".41%"
"001
Appling County","108",".24%","97.30%","3",".09%","2.70%","111",".23%"
"002
Atkinson County","43",".10%","95.56%","2",".06%","4.44%","45",".09%"
"003
Bacon County","73",".16%","93.59%","5",".15%","6.41%","78",".16%"
"004
Baker County","14",".03%","87.50%","2",".06%","12.50%","16",".03%"
"005
Baldwin County","278",".62%","92.67%","22",".68%","7.33%","300",".63%"
"006
Banks County","47",".11%","87.04%","7",".22%","12.96%","54",".11%"
"007
Barrow County","345",".77%","91.27%","33","1.02%","8.73%","378",".79%"
"008
Bartow County","604","1.36%","88.18%","81","2.51%","11.82%","685","1.43%"
"009
Ben Hill County","253",".57%","94.40%","15",".46%","5.60%","268",".56%"
"010
Berrien County","95",".21%","94.06%","6",".19%","5.94%","101",".21%"
"011
Bibb County","957","2.15%","95.60%","44","1.36%","4.40%","1,001","2.09%"
"012
Bleckley County","62",".14%","93.94%","4",".12%","6.06%","66",".14%"
"013
Brantley County","78",".18%","87.64%","11",".34%","12.36%","89",".19%"
"014
Brooks County","46",".10%","97.87%","1",".03%","2.13%","47",".10%"
"015
Bryan County","48",".11%","92.31%","4",".12%","7.69%","52",".11%"
"016
Bulloch County","448","1.01%","93.53%","31",".96%","6.47%","479","1.00%"
"017
Burke County","196",".44%","97.03%","6",".19%","2.97%","202",".42%"
"018
Butts County","138",".31%","92.62%","11",".34%","7.38%","149",".31%"
"019
Calhoun County","25",".06%","92.59%","2",".06%","7.41%","27",".06%"
"020
Camden County","184",".41%","94.85%","10",".31%","5.15%","194",".41%"
"021
Candler County","90",".20%","95.74%","4",".12%","4.26%","94",".20%"
"022
Carroll County","573","1.29%","93.93%","37","1.14%","6.07%","610","1.28%"
"023
Catoosa County","337",".76%","91.08%","33","1.02%","8.92%","370",".77%"
"024
Charlton County","63",".14%","88.73%","8",".25%","11.27%","71",".15%"
"025
Chatham County","1,531","3.44%","95.99%","64","1.98%","4.01%","1,595","3.34%"
"026
Chattahoochee County","17",".04%","100.00%","","","","17",".04%"
"027
Chattooga County","164",".37%","90.11%","18",".56%","9.89%","182",".38%"
"028
Cherokee County","531","1.19%","92.35%","44","1.36%","7.65%","575","1.20%"
"029
Clarke County","456","1.02%","95.40%","22",".68%","4.60%","478","1.00%"
"030
Clay County","15",".03%","88.24%","2",".06%","11.76%","17",".04%"
"031
Clayton County","1,079","2.42%","93.91%","70","2.17%","6.09%","1,149","2.40%"
"032
Clinch County","38",".09%","92.68%","3",".09%","7.32%","41",".09%"
"033
Cobb County","2,108","4.73%","93.77%","140","4.33%","6.23%","2,248","4.70%"
"034
Coffee County","277",".62%","92.64%","22",".68%","7.36%","299",".63%"
"035
Colquitt County","239",".54%","95.60%","11",".34%","4.40%","250",".52%"
"036
Columbia County","340",".76%","90.19%","37","1.14%","9.81%","377",".79%"
"037
Cook County","109",".24%","90.08%","12",".37%","9.92%","121",".25%"
