"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","43",".09%","89.58%","5",".14%","10.42%","48",".09%"
"Polk County","178",".36%","93.19%","13",".36%","6.81%","191",".36%"
"Pulaski County","58",".12%","96.67%","2",".06%","3.33%","60",".11%"
"Putnam County","152",".30%","95.60%","7",".19%","4.40%","159",".30%"
"Quitman County","16",".03%","100.00%","","","","16",".03%"
"Rabun County","49",".10%","89.09%","6",".17%","10.91%","55",".10%"
"Randolph County","68",".14%","95.77%","3",".08%","4.23%","71",".13%"
"Richmond County","1,907","3.82%","94.73%","106","2.94%","5.27%","2,013","3.76%"
"Rockdale County","463",".93%","91.14%","45","1.25%","8.86%","508",".95%"
"Schley County","15",".03%","93.75%","1",".03%","6.25%","16",".03%"
"Screven County","139",".28%","94.56%","8",".22%","5.44%","147",".27%"
"Seminole County","68",".14%","91.89%","6",".17%","8.11%","74",".14%"
"Spalding County","540","1.08%","92.62%","43","1.19%","7.38%","583","1.09%"
"Stephens County","152",".30%","90.48%","16",".44%","9.52%","168",".31%"
"Stewart County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"Sumter County","207",".41%","93.67%","14",".39%","6.33%","221",".41%"
"Talbot County","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"Taliaferro County","18",".04%","90.00%","2",".06%","10.00%","20",".04%"
"Tattnall County","183",".37%","91.50%","17",".47%","8.50%","200",".37%"
"Taylor County","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"Telfair County","91",".18%","91.92%","8",".22%","8.08%","99",".18%"
"Terrell County","92",".18%","95.83%","4",".11%","4.17%","96",".18%"
"Thomas County","221",".44%","92.47%","18",".50%","7.53%","239",".45%"
"Tift County","363",".73%","94.78%","20",".56%","5.22%","383",".72%"
"Toombs County","328",".66%","91.62%","30",".83%","8.38%","358",".67%"
"Towns County","35",".07%","79.55%","9",".25%","20.45%","44",".08%"
"Treutlen County","87",".17%","94.57%","5",".14%","5.43%","92",".17%"
"Troup County","568","1.14%","92.36%","47","1.31%","7.64%","615","1.15%"
"Turner County","68",".14%","94.44%","4",".11%","5.56%","72",".13%"
"Twiggs County","66",".13%","94.29%","4",".11%","5.71%","70",".13%"
"Union County","77",".15%","84.62%","14",".39%","15.38%","91",".17%"
"Upson County","172",".34%","95.03%","9",".25%","4.97%","181",".34%"
"Walker County","416",".83%","90.63%","43","1.19%","9.37%","459",".86%"
"Walton County","546","1.09%","91.61%","50","1.39%","8.39%","596","1.11%"
"Ware County","354",".71%","92.43%","29",".81%","7.57%","383",".72%"
"Warren County","42",".08%","97.67%","1",".03%","2.33%","43",".08%"
"Washington County","174",".35%","92.55%","14",".39%","7.45%","188",".35%"
"Wayne County","171",".34%","92.43%","14",".39%","7.57%","185",".35%"
