"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","84",".18%","94.38%","5",".15%","5.62%","89",".18%"
"Atkinson","39",".08%","95.12%","2",".06%","4.88%","41",".08%"
"Bacon","53",".11%","94.64%","3",".09%","5.36%","56",".11%"
"Baker","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","335",".73%","93.58%","23",".71%","6.42%","358",".72%"
"Banks","67",".15%","90.54%","7",".22%","9.46%","74",".15%"
"Barrow","219",".47%","95.63%","10",".31%","4.37%","229",".46%"
"Bartow","509","1.10%","89.14%","62","1.91%","10.86%","571","1.16%"
"Ben Hill","213",".46%","92.61%","17",".52%","7.39%","230",".47%"
"Berrien","82",".18%","89.13%","10",".31%","10.87%","92",".19%"
"Bibb","981","2.12%","94.97%","52","1.60%","5.03%","1,033","2.09%"
"Bleckley","102",".22%","90.27%","11",".34%","9.73%","113",".23%"
"Brantley","48",".10%","94.12%","3",".09%","5.88%","51",".10%"
"Brooks","71",".15%","100.00%","","","","71",".14%"
"Bryan","97",".21%","92.38%","8",".25%","7.62%","105",".21%"
"Bulloch","411",".89%","92.57%","33","1.02%","7.43%","444",".90%"
"Burke","202",".44%","96.19%","8",".25%","3.81%","210",".42%"
"Butts","128",".28%","95.52%","6",".19%","4.48%","134",".27%"
"Calhoun","33",".07%","91.67%","3",".09%","8.33%","36",".07%"
"Camden","124",".27%","96.88%","4",".12%","3.13%","128",".26%"
"Candler","63",".14%","96.92%","2",".06%","3.08%","65",".13%"
"Carroll","474","1.03%","91.68%","43","1.33%","8.32%","517","1.05%"
"Catoosa","242",".52%","91.67%","22",".68%","8.33%","264",".53%"
"Charlton","67",".15%","95.71%","3",".09%","4.29%","70",".14%"
"Chatham","2,292","4.96%","94.20%","141","4.35%","5.80%","2,433","4.92%"
"Chattahoochee","29",".06%","93.55%","2",".06%","6.45%","31",".06%"
"Chattooga","215",".47%","88.48%","28",".86%","11.52%","243",".49%"
"Cherokee","540","1.17%","90.30%","58","1.79%","9.70%","598","1.21%"
"Clarke","436",".94%","93.36%","31",".96%","6.64%","467",".94%"
"Clay","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Clayton","1,555","3.37%","92.73%","122","3.76%","7.27%","1,677","3.39%"
"Clinch","49",".11%","94.23%","3",".09%","5.77%","52",".11%"
"Cobb","2,473","5.35%","91.66%","225","6.94%","8.34%","2,698","5.46%"
"Coffee","214",".46%","90.68%","22",".68%","9.32%","236",".48%"
"Colquitt","288",".62%","97.30%","8",".25%","2.70%","296",".60%"
"Columbia","276",".60%","92.31%","23",".71%","7.69%","299",".60%"
"Cook","136",".29%","95.10%","7",".22%","4.90%","143",".29%"
"Coweta","469","1.02%","95.52%","22",".68%","4.48%","491",".99%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","18",".04%","85.71%","3",".09%","14.29%","21",".04%"
"Crisp","268",".58%","92.73%","21",".65%","7.27%","289",".58%"
"Dade","132",".29%","93.62%","9",".28%","6.38%","141",".29%"
"Dawson","87",".19%","94.57%","5",".15%","5.43%","92",".19%"
"Decatur","272",".59%","93.79%","18",".56%","6.21%","290",".59%"
"Dekalb","2,971","6.43%","95.32%","146","4.50%","4.68%","3,117","6.31%"
"Dodge","164",".36%","92.66%","13",".40%","7.34%","177",".36%"
"Dooly","103",".22%","95.37%","5",".15%","4.63%","108",".22%"
"Dougherty","965","2.09%","94.15%","60","1.85%","5.85%","1,025","2.07%"
"Douglas","996","2.16%","90.71%","102","3.15%","9.29%","1,098","2.22%"
"Early","65",".14%","95.59%","3",".09%","4.41%","68",".14%"
"Echols","12",".03%","100.00%","","","","12",".02%"
"Effingham","167",".36%","93.30%","12",".37%","6.70%","179",".36%"
"Elbert","149",".32%","90.30%","16",".49%","9.70%","165",".33%"
"Emanuel","178",".39%","97.27%","5",".15%","2.73%","183",".37%"
"Evans","81",".18%","95.29%","4",".12%","4.71%","85",".17%"
"Fannin","101",".22%","90.18%","11",".34%","9.82%","112",".23%"
"Fayette","270",".58%","93.10%","20",".62%","6.90%","290",".59%"
"Floyd","759","1.64%","89.40%","90","2.78%","10.60%","849","1.72%"
"Forsyth","217",".47%","91.95%","19",".59%","8.05%","236",".48%"
"Franklin","126",".27%","91.97%","11",".34%","8.03%","137",".28%"
"Fulton","4,335","9.38%","96.06%","178","5.49%","3.94%","4,513","9.13%"
"Gilmer","122",".26%","90.37%","13",".40%","9.63%","135",".27%"
"Glascock","8",".02%","88.89%","1",".03%","11.11%","9",".02%"
"Glynn","455",".98%","95.99%","19",".59%","4.01%","474",".96%"
"Gordon","267",".58%","88.41%","35","1.08%","11.59%","302",".61%"
"Grady","222",".48%","94.47%","13",".40%","5.53%","235",".48%"
"Greene","102",".22%","95.33%","5",".15%","4.67%","107",".22%"
"Gwinnett","1,453","3.15%","93.68%","98","3.02%","6.32%","1,551","3.14%"
"Habersham","125",".27%","89.93%","14",".43%","10.07%","139",".28%"
"Hall","700","1.52%","91.62%","64","1.97%","8.38%","764","1.55%"
"Hancock","42",".09%","97.67%","1",".03%","2.33%","43",".09%"
"Haralson","70",".15%","97.22%","2",".06%","2.78%","72",".15%"
"Harris","100",".22%","95.24%","5",".15%","4.76%","105",".21%"
"Hart","98",".21%","92.45%","8",".25%","7.55%","106",".21%"
"Heard","54",".12%","93.10%","4",".12%","6.90%","58",".12%"
"Henry","428",".93%","91.65%","39","1.20%","8.35%","467",".94%"
"Houston","561","1.21%","93.66%","38","1.17%","6.34%","599","1.21%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","65",".14%","97.01%","2",".06%","2.99%","67",".14%"
"Jackson","216",".47%","92.31%","18",".56%","7.69%","234",".47%"
"Jasper","61",".13%","95.31%","3",".09%","4.69%","64",".13%"
"Jeff Davis","62",".13%","93.94%","4",".12%","6.06%","66",".13%"
"Jefferson","109",".24%","99.09%","1",".03%",".91%","110",".22%"
"Jenkins","71",".15%","93.42%","5",".15%","6.58%","76",".15%"
"Johnson","63",".14%","96.92%","2",".06%","3.08%","65",".13%"
"Jones","123",".27%","93.18%","9",".28%","6.82%","132",".27%"
"Lamar","73",".16%","94.81%","4",".12%","5.19%","77",".16%"
"Lanier","43",".09%","93.48%","3",".09%","6.52%","46",".09%"
"Laurens","264",".57%","92.63%","21",".65%","7.37%","285",".58%"
"Lee","57",".12%","96.61%","2",".06%","3.39%","59",".12%"
"Liberty","229",".50%","95.82%","10",".31%","4.18%","239",".48%"
"Lincoln","37",".08%","97.37%","1",".03%","2.63%","38",".08%"
"Long","90",".19%","92.78%","7",".22%","7.22%","97",".20%"
"Lowndes","531","1.15%","95.16%","27",".83%","4.84%","558","1.13%"
"Lumpkin","73",".16%","87.95%","10",".31%","12.05%","83",".17%"
"Macon","73",".16%","96.05%","3",".09%","3.95%","76",".15%"
"Madison","138",".30%","93.24%","10",".31%","6.76%","148",".30%"
