"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","189",".38%","97.93%","4",".11%","2.07%","193",".36%"
"001
Appling County","92",".19%","92.00%","8",".22%","8.00%","100",".19%"
"002
Atkinson County","58",".12%","93.55%","4",".11%","6.45%","62",".12%"
"003
Bacon County","86",".17%","93.48%","6",".17%","6.52%","92",".17%"
"004
Baker County","6",".01%","75.00%","2",".06%","25.00%","8",".02%"
"005
Baldwin County","314",".63%","93.18%","23",".65%","6.82%","337",".63%"
"006
Banks County","67",".13%","90.54%","7",".20%","9.46%","74",".14%"
"007
Barrow County","279",".56%","91.48%","26",".73%","8.52%","305",".57%"
"008
Bartow County","626","1.26%","88.17%","84","2.36%","11.83%","710","1.33%"
"009
Ben Hill County","255",".51%","93.07%","19",".53%","6.93%","274",".51%"
"010
Berrien County","78",".16%","95.12%","4",".11%","4.88%","82",".15%"
"011
Bibb County","1,036","2.08%","94.78%","57","1.60%","5.22%","1,093","2.05%"
"012
Bleckley County","62",".12%","92.54%","5",".14%","7.46%","67",".13%"
"013
Brantley County","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"014
Brooks County","76",".15%","93.83%","5",".14%","6.17%","81",".15%"
"015
Bryan County","94",".19%","100.00%","","","","94",".18%"
"016
Bulloch County","504","1.01%","93.33%","36","1.01%","6.67%","540","1.01%"
"017
Burke County","208",".42%","94.98%","11",".31%","5.02%","219",".41%"
"018
Butts County","132",".27%","96.35%","5",".14%","3.65%","137",".26%"
"019
Calhoun County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"020
Camden County","197",".40%","94.71%","11",".31%","5.29%","208",".39%"
"021
Candler County","120",".24%","88.89%","15",".42%","11.11%","135",".25%"
"022
Carroll County","515","1.04%","91.64%","47","1.32%","8.36%","562","1.05%"
"023
Catoosa County","337",".68%","91.83%","30",".84%","8.17%","367",".69%"
"024
Charlton County","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"025
Chatham County","2,049","4.12%","96.74%","69","1.94%","3.26%","2,118","3.98%"
"026
Chattahoochee County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"027
Chattooga County","224",".45%","92.56%","18",".51%","7.44%","242",".45%"
"028
Cherokee County","525","1.06%","91.46%","49","1.38%","8.54%","574","1.08%"
"029
Clarke County","440",".88%","95.24%","22",".62%","4.76%","462",".87%"
"030
Clay County","24",".05%","92.31%","2",".06%","7.69%","26",".05%"
"031
Clayton County","1,509","3.03%","93.55%","104","2.92%","6.45%","1,613","3.03%"
"032
Clinch County","45",".09%","91.84%","4",".11%","8.16%","49",".09%"
"033
Cobb County","2,600","5.23%","91.78%","233","6.55%","8.22%","2,833","5.32%"
"034
Coffee County","236",".47%","95.93%","10",".28%","4.07%","246",".46%"
"035
Colquitt County","236",".47%","94.78%","13",".37%","5.22%","249",".47%"
"036
Columbia County","386",".78%","90.40%","41","1.15%","9.60%","427",".80%"
"037
Cook County","118",".24%","95.93%","5",".14%","4.07%","123",".23%"
