"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","250",".47%","92.94%","19",".49%","7.06%","269",".48%"
"Appling County","100",".19%","94.34%","6",".16%","5.66%","106",".19%"
"Atkinson County","53",".10%","92.98%","4",".10%","7.02%","57",".10%"
"Bacon County","67",".13%","95.71%","3",".08%","4.29%","70",".12%"
"Baker County","16",".03%","100.00%","","","","16",".03%"
"Baldwin County","334",".63%","95.16%","17",".44%","4.84%","351",".62%"
"Banks County","69",".13%","95.83%","3",".08%","4.17%","72",".13%"
"Barrow County","266",".50%","91.72%","24",".62%","8.28%","290",".51%"
"Bartow County","684","1.30%","88.83%","86","2.23%","11.17%","770","1.36%"
"Ben Hill County","235",".45%","94.38%","14",".36%","5.62%","249",".44%"
"Berrien County","98",".19%","92.45%","8",".21%","7.55%","106",".19%"
"Bibb County","1,122","2.13%","95.08%","58","1.50%","4.92%","1,180","2.09%"
"Bleckley County","75",".14%","90.36%","8",".21%","9.64%","83",".15%"
"Brantley County","61",".12%","89.71%","7",".18%","10.29%","68",".12%"
"Brooks County","67",".13%","95.71%","3",".08%","4.29%","70",".12%"
"Bryan County","125",".24%","98.43%","2",".05%","1.57%","127",".22%"
"Bulloch County","529","1.00%","92.16%","45","1.16%","7.84%","574","1.01%"
"Burke County","224",".42%","96.55%","8",".21%","3.45%","232",".41%"
"Butts County","160",".30%","96.97%","5",".13%","3.03%","165",".29%"
"Calhoun County","41",".08%","89.13%","5",".13%","10.87%","46",".08%"
"Camden County","157",".30%","92.35%","13",".34%","7.65%","170",".30%"
"Candler County","131",".25%","91.61%","12",".31%","8.39%","143",".25%"
"Carroll County","612","1.16%","90.94%","61","1.58%","9.06%","673","1.19%"
"Catoosa County","355",".67%","88.97%","44","1.14%","11.03%","399",".71%"
"Charlton County","53",".10%","92.98%","4",".10%","7.02%","57",".10%"
"Chatham County","2,290","4.34%","96.02%","95","2.46%","3.98%","2,385","4.21%"
"Chattahoochee County","33",".06%","91.67%","3",".08%","8.33%","36",".06%"
"Chattooga County","251",".48%","87.46%","36",".93%","12.54%","287",".51%"
"Cherokee County","567","1.08%","93.41%","40","1.04%","6.59%","607","1.07%"
"Clarke County","469",".89%","95.52%","22",".57%","4.48%","491",".87%"
"Clay County","34",".06%","91.89%","3",".08%","8.11%","37",".07%"
"Clayton County","1,595","3.03%","94.04%","101","2.61%","5.96%","1,696","3.00%"
"Clinch County","66",".13%","97.06%","2",".05%","2.94%","68",".12%"
"Cobb County","2,669","5.06%","91.03%","263","6.81%","8.97%","2,932","5.18%"
"Coffee County","259",".49%","93.17%","19",".49%","6.83%","278",".49%"
"Colquitt County","270",".51%","94.41%","16",".41%","5.59%","286",".51%"
"Columbia County","376",".71%","90.60%","39","1.01%","9.40%","415",".73%"
"Cook County","145",".28%","95.39%","7",".18%","4.61%","152",".27%"
