"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","697","1.32%","94.57%","40","1.04%","5.43%","737","1.30%"
"077
Irwin County","81",".15%","93.10%","6",".16%","6.90%","87",".15%"
"078
Jackson County","243",".46%","90.33%","26",".67%","9.67%","269",".48%"
"079
Jasper County","67",".13%","90.54%","7",".18%","9.46%","74",".13%"
"080
Jeff Davis County","83",".16%","96.51%","3",".08%","3.49%","86",".15%"
"081
Jefferson County","172",".33%","97.18%","5",".13%","2.82%","177",".31%"
"082
Jenkins County","70",".13%","93.33%","5",".13%","6.67%","75",".13%"
"083
Johnson County","54",".10%","94.74%","3",".08%","5.26%","57",".10%"
"084
Jones County","217",".41%","88.93%","27",".70%","11.07%","244",".43%"
"085
Lamar County","82",".16%","94.25%","5",".13%","5.75%","87",".15%"
"086
Lanier County","49",".09%","98.00%","1",".03%","2.00%","50",".09%"
"087
Laurens County","330",".63%","94.02%","21",".54%","5.98%","351",".62%"
"088
Lee County","77",".15%","90.59%","8",".21%","9.41%","85",".15%"
"089
Liberty County","320",".61%","94.40%","19",".49%","5.60%","339",".60%"
"090
Lincoln County","27",".05%","90.00%","3",".08%","10.00%","30",".05%"
"091
Long County","86",".16%","94.51%","5",".13%","5.49%","91",".16%"
"092
Lowndes County","569","1.08%","94.36%","34",".88%","5.64%","603","1.07%"
"093
Lumpkin County","102",".19%","92.73%","8",".21%","7.27%","110",".19%"
"094
Macon County","64",".12%","96.97%","2",".05%","3.03%","66",".12%"
"095
Madison County","99",".19%","92.52%","8",".21%","7.48%","107",".19%"
"096
Marion County","32",".06%","96.97%","1",".03%","3.03%","33",".06%"
"097
Mcduffie County","197",".37%","94.71%","11",".28%","5.29%","208",".37%"
"098
Mcintosh County","82",".16%","95.35%","4",".10%","4.65%","86",".15%"
"099
Meriwether County","202",".38%","95.28%","10",".26%","4.72%","212",".37%"
"100
Miller County","34",".06%","100.00%","","","","34",".06%"
"101
Mitchell County","220",".42%","91.67%","20",".52%","8.33%","240",".42%"
"102
Monroe County","163",".31%","90.06%","18",".47%","9.94%","181",".32%"
"103
Montgomery County","53",".10%","94.64%","3",".08%","5.36%","56",".10%"
"104
Morgan County","159",".30%","93.53%","11",".28%","6.47%","170",".30%"
"105
Murray County","169",".32%","90.86%","17",".44%","9.14%","186",".33%"
"106
Muscogee County","1,475","2.80%","95.10%","76","1.97%","4.90%","1,551","2.74%"
"107
Newton County","720","1.37%","92.07%","62","1.60%","7.93%","782","1.38%"
"108
Oconee County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"109
Oglethorpe County","58",".11%","93.55%","4",".10%","6.45%","62",".11%"
"110
Paulding County","306",".58%","92.45%","25",".65%","7.55%","331",".58%"
"111
Peach County","89",".17%","97.80%","2",".05%","2.20%","91",".16%"
"112
Pickens County","107",".20%","93.86%","7",".18%","6.14%","114",".20%"
"113
Pierce County","73",".14%","96.05%","3",".08%","3.95%","76",".13%"
