"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","4",".01%","80.00%","1",".03%","20.00%","5",".01%"
"153
Wheeler County","25",".05%","92.59%","2",".05%","7.41%","27",".05%"
"154
White County","97",".19%","86.61%","15",".39%","13.39%","112",".21%"
"155
Whitfield County","730","1.44%","88.38%","96","2.51%","11.62%","826","1.52%"
"156
Wilcox County","43",".08%","97.73%","1",".03%","2.27%","44",".08%"
"157
Wilkes County","78",".15%","91.76%","7",".18%","8.24%","85",".16%"
"158
Wilkinson County","43",".08%","95.56%","2",".05%","4.44%","45",".08%"
"159
Worth County","128",".25%","90.78%","13",".34%","9.22%","141",".26%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,639","100%","92.97%","3,831","100%","7.03%","54,470","100%"
