"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","643","1.25%","93.73%","43","1.15%","6.27%","686","1.24%"
"Irwin County","73",".14%","97.33%","2",".05%","2.67%","75",".14%"
"Jackson County","204",".40%","93.15%","15",".40%","6.85%","219",".40%"
"Jasper County","62",".12%","91.18%","6",".16%","8.82%","68",".12%"
"Jeff Davis County","61",".12%","83.56%","12",".32%","16.44%","73",".13%"
"Jefferson County","141",".27%","94.63%","8",".21%","5.37%","149",".27%"
"Jenkins County","58",".11%","93.55%","4",".11%","6.45%","62",".11%"
"Johnson County","55",".11%","91.67%","5",".13%","8.33%","60",".11%"
"Jones County","195",".38%","90.70%","20",".53%","9.30%","215",".39%"
"Lamar County","84",".16%","93.33%","6",".16%","6.67%","90",".16%"
"Lanier County","42",".08%","93.33%","3",".08%","6.67%","45",".08%"
"Laurens County","307",".59%","93.60%","21",".56%","6.40%","328",".59%"
"Lee County","71",".14%","94.67%","4",".11%","5.33%","75",".14%"
"Liberty County","305",".59%","92.99%","23",".61%","7.01%","328",".59%"
"Lincoln County","24",".05%","100.00%","","","","24",".04%"
"Long County","73",".14%","96.05%","3",".08%","3.95%","76",".14%"
"Lowndes County","523","1.01%","94.58%","30",".80%","5.42%","553","1.00%"
"Lumpkin County","97",".19%","86.61%","15",".40%","13.39%","112",".20%"
"Macon County","70",".14%","97.22%","2",".05%","2.78%","72",".13%"
"Madison County","115",".22%","95.04%","6",".16%","4.96%","121",".22%"
"Marion County","40",".08%","95.24%","2",".05%","4.76%","42",".08%"
"Mcduffie County","192",".37%","94.12%","12",".32%","5.88%","204",".37%"
"Mcintosh County","67",".13%","100.00%","","","","67",".12%"
"Meriwether County","231",".45%","97.06%","7",".19%","2.94%","238",".43%"
"Miller County","32",".06%","100.00%","","","","32",".06%"
"Mitchell County","214",".41%","94.69%","12",".32%","5.31%","226",".41%"
"Monroe County","167",".32%","91.26%","16",".43%","8.74%","183",".33%"
"Montgomery County","49",".09%","94.23%","3",".08%","5.77%","52",".09%"
"Morgan County","145",".28%","91.77%","13",".35%","8.23%","158",".29%"
"Murray County","189",".37%","93.56%","13",".35%","6.44%","202",".36%"
"Muscogee County","1,608","3.11%","95.20%","81","2.16%","4.80%","1,689","3.05%"
"Newton County","655","1.27%","92.12%","56","1.50%","7.88%","711","1.28%"
"Oconee County","52",".10%","92.86%","4",".11%","7.14%","56",".10%"
"Oglethorpe County","59",".11%","98.33%","1",".03%","1.67%","60",".11%"
"Paulding County","268",".52%","92.41%","22",".59%","7.59%","290",".52%"
"Peach County","77",".15%","97.47%","2",".05%","2.53%","79",".14%"
"Pickens County","113",".22%","89.68%","13",".35%","10.32%","126",".23%"
"Pierce County","73",".14%","94.81%","4",".11%","5.19%","77",".14%"
