"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","583","1.24%","94.95%","31",".91%","5.05%","614","1.22%"
"Crawford County","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Crisp County","329",".70%","94.54%","19",".56%","5.46%","348",".69%"
"Dade County","83",".18%","91.21%","8",".24%","8.79%","91",".18%"
"Dawson County","87",".18%","92.55%","7",".21%","7.45%","94",".19%"
"Decatur County","234",".50%","93.98%","15",".44%","6.02%","249",".49%"
"Dekalb County","2,668","5.67%","95.05%","139","4.10%","4.95%","2,807","5.56%"
"Dodge County","113",".24%","96.58%","4",".12%","3.42%","117",".23%"
"Dooly County","118",".25%","95.16%","6",".18%","4.84%","124",".25%"
"Dougherty County","746","1.59%","95.64%","34","1.00%","4.36%","780","1.55%"
"Douglas County","968","2.06%","91.15%","94","2.77%","8.85%","1,062","2.10%"
"Early County","77",".16%","96.25%","3",".09%","3.75%","80",".16%"
"Echols County","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
"Effingham County","229",".49%","88.76%","29",".86%","11.24%","258",".51%"
"Elbert County","135",".29%","95.74%","6",".18%","4.26%","141",".28%"
"Emanuel County","156",".33%","93.41%","11",".32%","6.59%","167",".33%"
"Evans County","82",".17%","95.35%","4",".12%","4.65%","86",".17%"
"Fannin County","95",".20%","88.79%","12",".35%","11.21%","107",".21%"
"Fayette County","300",".64%","92.02%","26",".77%","7.98%","326",".65%"
"Floyd County","846","1.80%","91.26%","81","2.39%","8.74%","927","1.84%"
"Forsyth County","361",".77%","92.09%","31",".91%","7.91%","392",".78%"
"Franklin County","139",".30%","84.76%","25",".74%","15.24%","164",".33%"
"Fulton County","4,731","10.05%","96.16%","189","5.58%","3.84%","4,920","9.75%"
"Gilmer County","90",".19%","92.78%","7",".21%","7.22%","97",".19%"
"Glascock County","8",".02%","100.00%","","","","8",".02%"
"Glynn County","527","1.12%","93.77%","35","1.03%","6.23%","562","1.11%"
"Gordon County","356",".76%","89.90%","40","1.18%","10.10%","396",".78%"
"Grady County","142",".30%","96.60%","5",".15%","3.40%","147",".29%"
"Greene County","102",".22%","92.73%","8",".24%","7.27%","110",".22%"
"Gwinnett County","2,435","5.17%","93.69%","164","4.84%","6.31%","2,599","5.15%"
"Habersham County","117",".25%","92.86%","9",".27%","7.14%","126",".25%"
"Hall County","657","1.40%","93.32%","47","1.39%","6.68%","704","1.40%"
"Hancock County","32",".07%","88.89%","4",".12%","11.11%","36",".07%"
"Haralson County","114",".24%","91.94%","10",".30%","8.06%","124",".25%"
"Harris County","113",".24%","94.17%","7",".21%","5.83%","120",".24%"
"Hart County","166",".35%","92.22%","14",".41%","7.78%","180",".36%"
"Heard County","43",".09%","93.48%","3",".09%","6.52%","46",".09%"
"Henry County","637","1.35%","90.23%","69","2.04%","9.77%","706","1.40%"
