"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","706","1.38%","93.02%","53","1.35%","6.98%","759","1.38%"
"077
Irwin County","62",".12%","93.94%","4",".10%","6.06%","66",".12%"
"078
Jackson County","283",".55%","93.71%","19",".49%","6.29%","302",".55%"
"079
Jasper County","65",".13%","91.55%","6",".15%","8.45%","71",".13%"
"080
Jeff Davis County","95",".19%","95.00%","5",".13%","5.00%","100",".18%"
"081
Jefferson County","157",".31%","94.58%","9",".23%","5.42%","166",".30%"
"082
Jenkins County","82",".16%","95.35%","4",".10%","4.65%","86",".16%"
"083
Johnson County","41",".08%","91.11%","4",".10%","8.89%","45",".08%"
"084
Jones County","191",".37%","88.84%","24",".61%","11.16%","215",".39%"
"085
Lamar County","68",".13%","90.67%","7",".18%","9.33%","75",".14%"
"086
Lanier County","42",".08%","93.33%","3",".08%","6.67%","45",".08%"
"087
Laurens County","306",".60%","92.73%","24",".61%","7.27%","330",".60%"
"088
Lee County","65",".13%","89.04%","8",".20%","10.96%","73",".13%"
"089
Liberty County","215",".42%","95.13%","11",".28%","4.87%","226",".41%"
"090
Lincoln County","34",".07%","97.14%","1",".03%","2.86%","35",".06%"
"091
Long County","66",".13%","94.29%","4",".10%","5.71%","70",".13%"
"092
Lowndes County","459",".90%","95.03%","24",".61%","4.97%","483",".88%"
"093
Lumpkin County","98",".19%","91.59%","9",".23%","8.41%","107",".19%"
"094
Macon County","52",".10%","96.30%","2",".05%","3.70%","54",".10%"
"095
Madison County","139",".27%","89.68%","16",".41%","10.32%","155",".28%"
"096
Marion County","32",".06%","91.43%","3",".08%","8.57%","35",".06%"
"097
Mcduffie County","186",".36%","95.88%","8",".20%","4.12%","194",".35%"
"098
Mcintosh County","62",".12%","89.86%","7",".18%","10.14%","69",".13%"
"099
Meriwether County","192",".38%","91.43%","18",".46%","8.57%","210",".38%"
"100
Miller County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"101
Mitchell County","145",".28%","94.77%","8",".20%","5.23%","153",".28%"
"102
Monroe County","159",".31%","92.44%","13",".33%","7.56%","172",".31%"
"103
Montgomery County","30",".06%","85.71%","5",".13%","14.29%","35",".06%"
"104
Morgan County","139",".27%","91.45%","13",".33%","8.55%","152",".28%"
"105
Murray County","216",".42%","91.53%","20",".51%","8.47%","236",".43%"
"106
Muscogee County","1,274","2.49%","94.79%","70","1.79%","5.21%","1,344","2.44%"
"107
Newton County","725","1.42%","90.74%","74","1.89%","9.26%","799","1.45%"
"108
Oconee County","53",".10%","98.15%","1",".03%","1.85%","54",".10%"
"109
Oglethorpe County","62",".12%","96.88%","2",".05%","3.13%","64",".12%"
"110
Paulding County","239",".47%","92.64%","19",".49%","7.36%","258",".47%"
"111
Peach County","86",".17%","94.51%","5",".13%","5.49%","91",".17%"
"112
Pickens County","103",".20%","89.57%","12",".31%","10.43%","115",".21%"
"113
Pierce County","131",".26%","92.25%","11",".28%","7.75%","142",".26%"
