"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","6",".01%","100.00%","","","","6",".01%"
"153
Wheeler County","23",".05%","85.19%","4",".11%","14.81%","27",".05%"
"154
White County","83",".18%","94.32%","5",".14%","5.68%","88",".18%"
"155
Whitfield County","819","1.78%","87.31%","119","3.38%","12.69%","938","1.89%"
"156
Wilcox County","59",".13%","90.77%","6",".17%","9.23%","65",".13%"
"157
Wilkes County","67",".15%","98.53%","1",".03%","1.47%","68",".14%"
"158
Wilkinson County","45",".10%","95.74%","2",".06%","4.26%","47",".09%"
"159
Worth County","132",".29%","91.03%","13",".37%","8.97%","145",".29%"
"Total Rported","45,996","100%","92.9%","3,517","100%","7.1%","49,513","100%"
