"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Webster County","8",".02%","100.00%","","","","8",".01%"
"Wheeler County","22",".04%","100.00%","","","","22",".04%"
"White County","108",".21%","85.04%","19",".50%","14.96%","127",".24%"
"Whitfield County","612","1.22%","87.55%","87","2.31%","12.45%","699","1.29%"
"Wilcox County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Wilkes County","72",".14%","96.00%","3",".08%","4.00%","75",".14%"
"Wilkinson County","52",".10%","100.00%","","","","52",".10%"
"Worth County","124",".25%","93.94%","8",".21%","6.06%","132",".24%"
"Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,252","100%","93.01%","3,774","100%","6.99%","54,026","100%"
