"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076 
Houston County","883","1.81%","91.50%","82","2.08%","8.50%","965","1.83%"
"077 
Irwin County","76",".16%","93.83%","5",".13%","6.17%","81",".15%"
"078 
Jackson County","274",".56%","90.13%","30",".76%","9.87%","304",".58%"
"079 
Jasper County","53",".11%","92.98%","4",".10%","7.02%","57",".11%"
"080 
Jeff Davis County","98",".20%","92.45%","8",".20%","7.55%","106",".20%"
"081 
Jefferson County","117",".24%","94.35%","7",".18%","5.65%","124",".24%"
"082 
Jenkins County","86",".18%","94.51%","5",".13%","5.49%","91",".17%"
"083 
Johnson County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"084 
Jones County","171",".35%","94.48%","10",".25%","5.52%","181",".34%"
"085 
Lamar County","90",".18%","87.38%","13",".33%","12.62%","103",".20%"
"086 
Lanier County","54",".11%","88.52%","7",".18%","11.48%","61",".12%"
"087 
Laurens County","267",".55%","91.44%","25",".64%","8.56%","292",".55%"
"088 
Lee County","75",".15%","92.59%","6",".15%","7.41%","81",".15%"
"089 
Liberty County","263",".54%","92.61%","21",".53%","7.39%","284",".54%"
"090 
Lincoln County","41",".08%","97.62%","1",".03%","2.38%","42",".08%"
"091 
Long County","67",".14%","91.78%","6",".15%","8.22%","73",".14%"
"092 
Lowndes County","448",".92%","94.51%","26",".66%","5.49%","474",".90%"
"093 
Lumpkin County","82",".17%","84.54%","15",".38%","15.46%","97",".18%"
"094 
Macon County","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"095 
Madison County","143",".29%","92.26%","12",".30%","7.74%","155",".29%"
"096 
Marion County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"097 
Mcduffie County","165",".34%","95.93%","7",".18%","4.07%","172",".33%"
"098 
Mcintosh County","78",".16%","93.98%","5",".13%","6.02%","83",".16%"
"099 
Meriwether County","160",".33%","96.97%","5",".13%","3.03%","165",".31%"
"100 
Miller County","39",".08%","97.50%","1",".03%","2.50%","40",".08%"
"101 
Mitchell County","173",".35%","92.51%","14",".36%","7.49%","187",".35%"
"102 
Monroe County","209",".43%","87.45%","30",".76%","12.55%","239",".45%"
"103 
Montgomery County","32",".07%","78.05%","9",".23%","21.95%","41",".08%"
"104 
Morgan County","124",".25%","93.23%","9",".23%","6.77%","133",".25%"
"105 
Murray County","294",".60%","87.76%","41","1.04%","12.24%","335",".64%"
"106 
Muscogee County","1,176","2.41%","94.61%","67","1.70%","5.39%","1,243","2.36%"
"107 
Newton County","685","1.40%","91.82%","61","1.55%","8.18%","746","1.42%"
"108 
Oconee County","57",".12%","90.48%","6",".15%","9.52%","63",".12%"
"109 
Oglethorpe County","53",".11%","96.36%","2",".05%","3.64%","55",".10%"
"110 
Paulding County","254",".52%","92.70%","20",".51%","7.30%","274",".52%"
"111 
Peach County","77",".16%","96.25%","3",".08%","3.75%","80",".15%"
"112 
Pickens County","97",".20%","88.18%","13",".33%","11.82%","110",".21%"
"113 
Pierce County","121",".25%","91.67%","11",".28%","8.33%","132",".25%"
