"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","183",".41%","94.33%","11",".33%","5.67%","194",".40%"
"Appling County","104",".23%","98.11%","2",".06%","1.89%","106",".22%"
"Atkinson County","42",".09%","95.45%","2",".06%","4.55%","44",".09%"
"Bacon County","67",".15%","93.06%","5",".15%","6.94%","72",".15%"
"Baker County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Baldwin County","266",".59%","92.68%","21",".63%","7.32%","287",".59%"
"Banks County","51",".11%","86.44%","8",".24%","13.56%","59",".12%"
"Barrow County","355",".79%","90.79%","36","1.08%","9.21%","391",".81%"
"Bartow County","602","1.34%","88.40%","79","2.37%","11.60%","681","1.41%"
"Ben Hill County","243",".54%","92.75%","19",".57%","7.25%","262",".54%"
"Berrien County","96",".21%","94.12%","6",".18%","5.88%","102",".21%"
"Bibb County","939","2.08%","95.62%","43","1.29%","4.38%","982","2.03%"
"Bleckley County","61",".14%","95.31%","3",".09%","4.69%","64",".13%"
"Brantley County","73",".16%","87.95%","10",".30%","12.05%","83",".17%"
"Brooks County","45",".10%","97.83%","1",".03%","2.17%","46",".10%"
"Bryan County","46",".10%","93.88%","3",".09%","6.12%","49",".10%"
"Bulloch County","474","1.05%","93.86%","31",".93%","6.14%","505","1.04%"
"Burke County","207",".46%","96.28%","8",".24%","3.72%","215",".44%"
"Butts County","142",".32%","93.42%","10",".30%","6.58%","152",".31%"
"Calhoun County","24",".05%","88.89%","3",".09%","11.11%","27",".06%"
"Camden County","184",".41%","93.88%","12",".36%","6.12%","196",".40%"
"Candler County","80",".18%","91.95%","7",".21%","8.05%","87",".18%"
"Carroll County","620","1.38%","93.51%","43","1.29%","6.49%","663","1.37%"
"Catoosa County","343",".76%","90.50%","36","1.08%","9.50%","379",".78%"
"Charlton County","63",".14%","91.30%","6",".18%","8.70%","69",".14%"
"Chatham County","1,557","3.45%","96.05%","64","1.92%","3.95%","1,621","3.35%"
"Chattahoochee County","18",".04%","100.00%","","","","18",".04%"
"Chattooga County","158",".35%","90.80%","16",".48%","9.20%","174",".36%"
"Cherokee County","573","1.27%","92.42%","47","1.41%","7.58%","620","1.28%"
"Clarke County","463","1.03%","95.46%","22",".66%","4.54%","485","1.00%"
"Clay County","16",".04%","88.89%","2",".06%","11.11%","18",".04%"
"Clayton County","1,105","2.45%","93.72%","74","2.22%","6.28%","1,179","2.44%"
"Clinch County","41",".09%","93.18%","3",".09%","6.82%","44",".09%"
"Cobb County","2,129","4.72%","93.17%","156","4.69%","6.83%","2,285","4.72%"
"Coffee County","281",".62%","93.36%","20",".60%","6.64%","301",".62%"
"Colquitt County","241",".53%","94.88%","13",".39%","5.12%","254",".52%"
"Columbia County","364",".81%","90.32%","39","1.17%","9.68%","403",".83%"
"Cook County","112",".25%","91.06%","11",".33%","8.94%","123",".25%"
