"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","63",".13%","96.92%","2",".06%","3.08%","65",".13%"
"78
Jackson","199",".42%","92.56%","16",".48%","7.44%","215",".43%"
"79
Jasper","64",".14%","95.52%","3",".09%","4.48%","67",".13%"
"80
Jeff Davis","76",".16%","96.20%","3",".09%","3.80%","79",".16%"
"81
Jefferson","101",".21%","97.12%","3",".09%","2.88%","104",".21%"
"82
Jenkins","71",".15%","92.21%","6",".18%","7.79%","77",".15%"
"83
Johnson","60",".13%","96.77%","2",".06%","3.23%","62",".12%"
"84
Jones","144",".31%","94.12%","9",".27%","5.88%","153",".30%"
"85
Lamar","83",".18%","92.22%","7",".21%","7.78%","90",".18%"
"86
Lanier","41",".09%","89.13%","5",".15%","10.87%","46",".09%"
"87
Laurens","283",".60%","92.18%","24",".72%","7.82%","307",".61%"
"88
Lee","75",".16%","96.15%","3",".09%","3.85%","78",".15%"
"89
Liberty","253",".54%","94.76%","14",".42%","5.24%","267",".53%"
"90
Lincoln","45",".10%","100.00%","","","","45",".09%"
"91
Long","86",".18%","96.63%","3",".09%","3.37%","89",".18%"
"92
Lowndes","594","1.26%","95.65%","27",".81%","4.35%","621","1.23%"
"93
Lumpkin","92",".20%","95.83%","4",".12%","4.17%","96",".19%"
"94
Macon","65",".14%","95.59%","3",".09%","4.41%","68",".13%"
"95
Madison","140",".30%","93.33%","10",".30%","6.67%","150",".30%"
"96
Marion","52",".11%","94.55%","3",".09%","5.45%","55",".11%"
"97
Mcduffie","194",".41%","95.10%","10",".30%","4.90%","204",".40%"
"98
Mcintosh","65",".14%","95.59%","3",".09%","4.41%","68",".13%"
"99
Meriwether","194",".41%","94.17%","12",".36%","5.83%","206",".41%"
"100
Miller","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"101
Mitchell","179",".38%","90.40%","19",".57%","9.60%","198",".39%"
"102
Monroe","181",".38%","91.41%","17",".51%","8.59%","198",".39%"
"103
Montgomery","40",".08%","95.24%","2",".06%","4.76%","42",".08%"
"104
Morgan","84",".18%","92.31%","7",".21%","7.69%","91",".18%"
"105
Murray","242",".51%","94.16%","15",".45%","5.84%","257",".51%"
"106
Muscogee","1,726","3.66%","93.45%","121","3.63%","6.55%","1,847","3.66%"
"107
Newton","512","1.09%","92.75%","40","1.20%","7.25%","552","1.09%"
"108
Oconee","52",".11%","92.86%","4",".12%","7.14%","56",".11%"
"109
Oglethorpe","49",".10%","94.23%","3",".09%","5.77%","52",".10%"
"110
Paulding","214",".45%","93.45%","15",".45%","6.55%","229",".45%"
"111
Peach","92",".20%","98.92%","1",".03%","1.08%","93",".18%"
"112
Pickens","79",".17%","92.94%","6",".18%","7.06%","85",".17%"
"113
Pierce","57",".12%","100.00%","","","","57",".11%"
"114
Pike","40",".08%","93.02%","3",".09%","6.98%","43",".09%"
