"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","87",".18%","94.57%","5",".15%","5.43%","92",".18%"
"Atkinson","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Bacon","57",".12%","100.00%","","","","57",".11%"
"Baker","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","360",".76%","95.24%","18",".54%","4.76%","378",".75%"
"Banks","71",".15%","91.03%","7",".21%","8.97%","78",".15%"
"Barrow","244",".52%","94.94%","13",".39%","5.06%","257",".51%"
"Bartow","518","1.10%","88.40%","68","2.03%","11.60%","586","1.16%"
"Ben Hill","240",".51%","95.24%","12",".36%","4.76%","252",".50%"
"0
Berrien","76",".16%","89.41%","9",".27%","10.59%","85",".17%"
"11
Bibb","1,003","2.12%","94.71%","56","1.67%","5.29%","1,059","2.09%"
"12
Bleckley","103",".22%","89.57%","12",".36%","10.43%","115",".23%"
"13
Brantley","59",".12%","95.16%","3",".09%","4.84%","62",".12%"
"14
Brooks","63",".13%","100.00%","","","","63",".12%"
"15
Bryan","105",".22%","91.30%","10",".30%","8.70%","115",".23%"
"16
Bulloch","467",".99%","94.15%","29",".87%","5.85%","496",".98%"
"17
Burke","202",".43%","95.28%","10",".30%","4.72%","212",".42%"
"18
Butts","142",".30%","95.30%","7",".21%","4.70%","149",".29%"
"19
Calhoun","33",".07%","91.67%","3",".09%","8.33%","36",".07%"
"20
Camden","123",".26%","94.62%","7",".21%","5.38%","130",".26%"
"21
Candler","80",".17%","97.56%","2",".06%","2.44%","82",".16%"
"22
Carroll","542","1.15%","90.03%","60","1.79%","9.97%","602","1.19%"
"23
Catoosa","249",".53%","91.21%","24",".72%","8.79%","273",".54%"
"24
Charlton","56",".12%","93.33%","4",".12%","6.67%","60",".12%"
"25
Chatham","2,314","4.89%","94.45%","136","4.06%","5.55%","2,450","4.84%"
"26
Chattahoochee","26",".05%","100.00%","","","","26",".05%"
"27
Chattooga","213",".45%","86.59%","33",".99%","13.41%","246",".49%"
"28
Cherokee","529","1.12%","92.16%","45","1.34%","7.84%","574","1.13%"
"29
Clarke","465",".98%","93.56%","32",".96%","6.44%","497",".98%"
"30
Clay","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"31
Clayton","1,525","3.22%","92.59%","122","3.65%","7.41%","1,647","3.25%"
"32
Clinch","43",".09%","91.49%","4",".12%","8.51%","47",".09%"
"33
Cobb","2,535","5.36%","91.38%","239","7.14%","8.62%","2,774","5.48%"
"34
Coffee","217",".46%","89.67%","25",".75%","10.33%","242",".48%"
"35
Colquitt","298",".63%","96.75%","10",".30%","3.25%","308",".61%"
"36
Columbia","271",".57%","91.86%","24",".72%","8.14%","295",".58%"
"37
Cook","136",".29%","94.44%","8",".24%","5.56%","144",".28%"
"38
Coweta","510","1.08%","94.10%","32",".96%","5.90%","542","1.07%"
