"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","64",".14%","95.52%","3",".09%","4.48%","67",".13%"
"Jackson","214",".46%","93.04%","16",".49%","6.96%","230",".46%"
"Jasper","68",".14%","94.44%","4",".12%","5.56%","72",".14%"
"Jeff Davis","64",".14%","94.12%","4",".12%","5.88%","68",".14%"
"Jefferson","105",".22%","99.06%","1",".03%",".94%","106",".21%"
"Jenkins","72",".15%","93.51%","5",".15%","6.49%","77",".15%"
"Johnson","61",".13%","98.39%","1",".03%","1.61%","62",".12%"
"Jones","119",".25%","92.25%","10",".30%","7.75%","129",".26%"
"Lamar","76",".16%","95.00%","4",".12%","5.00%","80",".16%"
"Lanier","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"Laurens","279",".59%","92.38%","23",".70%","7.62%","302",".60%"
"Lee","62",".13%","95.38%","3",".09%","4.62%","65",".13%"
"Liberty","235",".50%","95.92%","10",".30%","4.08%","245",".49%"
"Lincoln","41",".09%","97.62%","1",".03%","2.38%","42",".08%"
"Long","88",".19%","93.62%","6",".18%","6.38%","94",".19%"
"Lowndes","548","1.17%","94.81%","30",".91%","5.19%","578","1.15%"
"Lumpkin","78",".17%","89.66%","9",".27%","10.34%","87",".17%"
"Macon","73",".16%","97.33%","2",".06%","2.67%","75",".15%"
"Madison","144",".31%","93.51%","10",".30%","6.49%","154",".31%"
"Marion","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"Mcduffie","213",".45%","93.83%","14",".43%","6.17%","227",".45%"
"Mcintosh","66",".14%","98.51%","1",".03%","1.49%","67",".13%"
"Meriwether","187",".40%","93.97%","12",".37%","6.03%","199",".40%"
"Miller","31",".07%","96.88%","1",".03%","3.13%","32",".06%"
"Mitchell","193",".41%","92.79%","15",".46%","7.21%","208",".41%"
"Monroe","172",".37%","92.47%","14",".43%","7.53%","186",".37%"
"Montgomery","44",".09%","95.65%","2",".06%","4.35%","46",".09%"
"Morgan","86",".18%","92.47%","7",".21%","7.53%","93",".19%"
"Murray","208",".44%","90.83%","21",".64%","9.17%","229",".46%"
"Muscogee","1,677","3.58%","93.84%","110","3.35%","6.16%","1,787","3.56%"
"Newton","489","1.04%","92.61%","39","1.19%","7.39%","528","1.05%"
"Oconee","67",".14%","95.71%","3",".09%","4.29%","70",".14%"
"Oglethorpe","57",".12%","93.44%","4",".12%","6.56%","61",".12%"
"Paulding","195",".42%","93.30%","14",".43%","6.70%","209",".42%"
"Peach","89",".19%","97.80%","2",".06%","2.20%","91",".18%"
"Pickens","89",".19%","96.74%","3",".09%","3.26%","92",".18%"
"Pierce","52",".11%","96.30%","2",".06%","3.70%","54",".11%"
"Pike","48",".10%","92.31%","4",".12%","7.69%","52",".10%"
