"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","537","1.03%","92.91%","41","1.09%","7.09%","578","1.04%"
"039
Crawford County","17",".03%","100.00%","","","","17",".03%"
"040
Crisp County","271",".52%","95.09%","14",".37%","4.91%","285",".51%"
"041
Dade County","106",".20%","89.83%","12",".32%","10.17%","118",".21%"
"042
Dawson County","123",".24%","89.78%","14",".37%","10.22%","137",".25%"
"043
Decatur County","317",".61%","93.51%","22",".58%","6.49%","339",".61%"
"044
Dekalb County","3,243","6.24%","95.24%","162","4.29%","4.76%","3,405","6.11%"
"045
Dodge County","150",".29%","92.59%","12",".32%","7.41%","162",".29%"
"046
Dooly County","97",".19%","94.17%","6",".16%","5.83%","103",".18%"
"047
Dougherty County","1,000","1.92%","94.43%","59","1.56%","5.57%","1,059","1.90%"
"048
Douglas County","1,308","2.52%","90.64%","135","3.58%","9.36%","1,443","2.59%"
"049
Early County","96",".18%","96.00%","4",".11%","4.00%","100",".18%"
"050
Echols County","11",".02%","91.67%","1",".03%","8.33%","12",".02%"
"051
Effingham County","213",".41%","94.25%","13",".34%","5.75%","226",".41%"
"052
Elbert County","134",".26%","93.06%","10",".26%","6.94%","144",".26%"
"053
Emanuel County","175",".34%","92.59%","14",".37%","7.41%","189",".34%"
"054
Evans County","97",".19%","96.04%","4",".11%","3.96%","101",".18%"
"055
Fannin County","98",".19%","90.74%","10",".26%","9.26%","108",".19%"
"056
Fayette County","413",".79%","88.82%","52","1.38%","11.18%","465",".83%"
"057
Floyd County","811","1.56%","88.83%","102","2.70%","11.17%","913","1.64%"
"058
Forsyth County","334",".64%","86.75%","51","1.35%","13.25%","385",".69%"
"059
Franklin County","139",".27%","94.56%","8",".21%","5.44%","147",".26%"
"060
Fulton County","4,994","9.61%","95.58%","231","6.12%","4.42%","5,225","9.37%"
"061
Gilmer County","115",".22%","93.50%","8",".21%","6.50%","123",".22%"
"062
Glascock County","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"063
Glynn County","472",".91%","94.78%","26",".69%","5.22%","498",".89%"
"064
Gordon County","358",".69%","87.32%","52","1.38%","12.68%","410",".74%"
"065
Grady County","219",".42%","94.40%","13",".34%","5.60%","232",".42%"
"066
Greene County","123",".24%","93.18%","9",".24%","6.82%","132",".24%"
"067
Gwinnett County","2,525","4.86%","92.46%","206","5.46%","7.54%","2,731","4.90%"
"068
Habersham County","106",".20%","98.15%","2",".05%","1.85%","108",".19%"
"069
Hall County","728","1.40%","90.43%","77","2.04%","9.57%","805","1.44%"
"070
Hancock County","35",".07%","97.22%","1",".03%","2.78%","36",".06%"
"071
Haralson County","107",".21%","95.54%","5",".13%","4.46%","112",".20%"
"072
Harris County","117",".23%","94.35%","7",".19%","5.65%","124",".22%"
"073
Hart County","139",".27%","95.21%","7",".19%","4.79%","146",".26%"
"074
Heard County","49",".09%","90.74%","5",".13%","9.26%","54",".10%"
"075
Henry County","614","1.18%","91.92%","54","1.43%","8.08%","668","1.20%"
