"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col%","Row%","Count","Col%","Row%","Total","Col%"
"027   Chattooga County","165","0.34%","89.19%","20","0.5%","10.81%","185","0.35%"
"028   Cherokee County","645","1.32%","92.81%","50","1.25%","7.19%","695","1.31%"
"029   Clarke County","524","1.07%","93.57%","36","0.9%","6.43%","560","1.06%"
"030   Clay County","11","0.02%","91.67%","1","0.02%","8.33%","12","0.02%"
"031   Clayton County","1,148","2.35%","92.88%","88","2.2%","7.12%","1,236","2.34%"
"032   Clinch County","45","0.09%","95.74%","2","0.05%","4.26%","47","0.09%"
"033   Cobb County","2,136","4.37%","93.03%","160","3.99%","6.97%","2,296","4.34%"
"034   Coffee County","308","0.63%","91.67%","28","0.7%","8.33%","336","0.64%"
"035   Colquitt County","197","0.4%","97.04%","6","0.15%","2.96%","203","0.38%"
"036   Columbia County","503","1.03%","88.71%","64","1.6%","11.29%","567","1.07%"
"037   Cook County","133","0.27%","91.72%","12","0.3%","8.28%","145","0.27%"
"038   Coweta County","715","1.46%","93.96%","46","1.15%","6.04%","761","1.44%"
"039   Crawford County","31","0.06%","93.94%","2","0.05%","6.06%","33","0.06%"
"040   Crisp County","373","0.76%","90.53%","39","0.97%","9.47%","412","0.78%"
"041   Dade County","97","0.2%","89.81%","11","0.27%","10.19%","108","0.2%"
"042   Dawson County","132","0.27%","85.16%","23","0.57%","14.84%","155","0.29%"
"043   Decatur County","317","0.65%","89.3%","38","0.95%","10.7%","355","0.67%"
"044   Dekalb County","2,672","5.47%","95.19%","135","3.37%","4.81%","2,807","5.31%"
"045   Dodge County","129","0.26%","90.21%","14","0.35%","9.79%","143","0.27%"
"046   Dooly County","133","0.27%","89.26%","16","0.4%","10.74%","149","0.28%"
"047   Dougherty County","730","1.49%","96.18%","29","0.72%","3.82%","759","1.44%"
"048   Douglas County","850","1.74%","91.1%","83","2.07%","8.9%","933","1.76%"
"049   Early County","77","0.16%","97.47%","2","0.05%","2.53%","79","0.15%"
"050   Echols County","14","0.03%","93.33%","1","0.02%","6.67%","15","0.03%"
"051   Effingham County","354","0.72%","89.17%","43","1.07%","10.83%","397","0.75%"
"052   Elbert County","151","0.31%","91.52%","14","0.35%","8.48%","165","0.31%"
"053   Emanuel County","222","0.45%","94.07%","14","0.35%","5.93%","236","0.45%"
