"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","705","1.32%","94.13%","44","1.14%","5.87%","749","1.31%"
"077
Irwin County","80",".15%","95.24%","4",".10%","4.76%","84",".15%"
"078
Jackson County","245",".46%","90.07%","27",".70%","9.93%","272",".48%"
"079
Jasper County","70",".13%","92.11%","6",".15%","7.89%","76",".13%"
"080
Jeff Davis County","75",".14%","94.94%","4",".10%","5.06%","79",".14%"
"081
Jefferson County","172",".32%","97.18%","5",".13%","2.82%","177",".31%"
"082
Jenkins County","71",".13%","93.42%","5",".13%","6.58%","76",".13%"
"083
Johnson County","50",".09%","94.34%","3",".08%","5.66%","53",".09%"
"084
Jones County","224",".42%","89.96%","25",".65%","10.04%","249",".43%"
"085
Lamar County","75",".14%","92.59%","6",".15%","7.41%","81",".14%"
"086
Lanier County","52",".10%","96.30%","2",".05%","3.70%","54",".09%"
"087
Laurens County","336",".63%","93.07%","25",".65%","6.93%","361",".63%"
"088
Lee County","72",".13%","91.14%","7",".18%","8.86%","79",".14%"
"089
Liberty County","314",".59%","94.01%","20",".52%","5.99%","334",".58%"
"090
Lincoln County","28",".05%","90.32%","3",".08%","9.68%","31",".05%"
"091
Long County","77",".14%","96.25%","3",".08%","3.75%","80",".14%"
"092
Lowndes County","581","1.09%","94.78%","32",".83%","5.22%","613","1.07%"
"093
Lumpkin County","108",".20%","92.31%","9",".23%","7.69%","117",".20%"
"094
Macon County","69",".13%","97.18%","2",".05%","2.82%","71",".12%"
"095
Madison County","101",".19%","91.82%","9",".23%","8.18%","110",".19%"
"096
Marion County","35",".07%","97.22%","1",".03%","2.78%","36",".06%"
"097
Mcduffie County","213",".40%","93.42%","15",".39%","6.58%","228",".40%"
"098
Mcintosh County","78",".15%","97.50%","2",".05%","2.50%","80",".14%"
"099
Meriwether County","217",".41%","95.59%","10",".26%","4.41%","227",".40%"
"100
Miller County","34",".06%","100.00%","","","","34",".06%"
"101
Mitchell County","233",".44%","91.73%","21",".54%","8.27%","254",".44%"
"102
Monroe County","175",".33%","89.74%","20",".52%","10.26%","195",".34%"
"103
Montgomery County","48",".09%","94.12%","3",".08%","5.88%","51",".09%"
"104
Morgan County","157",".29%","91.28%","15",".39%","8.72%","172",".30%"
"105
Murray County","176",".33%","90.26%","19",".49%","9.74%","195",".34%"
"106
Muscogee County","1,521","2.85%","95.24%","76","1.96%","4.76%","1,597","2.79%"
"107
Newton County","721","1.35%","91.15%","70","1.81%","8.85%","791","1.38%"
"108
Oconee County","52",".10%","96.30%","2",".05%","3.70%","54",".09%"
"109
Oglethorpe County","64",".12%","94.12%","4",".10%","5.88%","68",".12%"
"110
Paulding County","315",".59%","92.92%","24",".62%","7.08%","339",".59%"
"111
Peach County","90",".17%","98.90%","1",".03%","1.10%","91",".16%"
"112
Pickens County","109",".20%","92.37%","9",".23%","7.63%","118",".21%"
"113
Pierce County","76",".14%","97.44%","2",".05%","2.56%","78",".14%"
