"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","694","1.37%","92.53%","56","1.43%","7.47%","750","1.37%"
"Irwin County","70",".14%","97.22%","2",".05%","2.78%","72",".13%"
"Jackson County","287",".57%","93.18%","21",".54%","6.82%","308",".56%"
"Jasper County","63",".12%","90.00%","7",".18%","10.00%","70",".13%"
"Jeff Davis County","85",".17%","93.41%","6",".15%","6.59%","91",".17%"
"Jefferson County","159",".31%","92.98%","12",".31%","7.02%","171",".31%"
"Jenkins County","76",".15%","95.00%","4",".10%","5.00%","80",".15%"
"Johnson County","37",".07%","92.50%","3",".08%","7.50%","40",".07%"
"Jones County","210",".41%","88.98%","26",".66%","11.02%","236",".43%"
"Lamar County","79",".16%","90.80%","8",".20%","9.20%","87",".16%"
"Lanier County","43",".08%","95.56%","2",".05%","4.44%","45",".08%"
"Laurens County","292",".57%","93.89%","19",".49%","6.11%","311",".57%"
"Lee County","71",".14%","89.87%","8",".20%","10.13%","79",".14%"
"Liberty County","226",".44%","93.39%","16",".41%","6.61%","242",".44%"
"Lincoln County","45",".09%","90.00%","5",".13%","10.00%","50",".09%"
"Long County","58",".11%","89.23%","7",".18%","10.77%","65",".12%"
"Lowndes County","457",".90%","96.01%","19",".49%","3.99%","476",".87%"
"Lumpkin County","86",".17%","92.47%","7",".18%","7.53%","93",".17%"
"Macon County","49",".10%","94.23%","3",".08%","5.77%","52",".10%"
"Madison County","169",".33%","91.85%","15",".38%","8.15%","184",".34%"
"Marion County","34",".07%","89.47%","4",".10%","10.53%","38",".07%"
"Mcduffie County","203",".40%","95.31%","10",".26%","4.69%","213",".39%"
"Mcintosh County","43",".08%","91.49%","4",".10%","8.51%","47",".09%"
"Meriwether County","216",".43%","91.91%","19",".49%","8.09%","235",".43%"
"Miller County","35",".07%","94.59%","2",".05%","5.41%","37",".07%"
"Mitchell County","150",".30%","93.17%","11",".28%","6.83%","161",".29%"
"Monroe County","133",".26%","91.72%","12",".31%","8.28%","145",".27%"
"Montgomery County","32",".06%","82.05%","7",".18%","17.95%","39",".07%"
"Morgan County","129",".25%","90.21%","14",".36%","9.79%","143",".26%"
"Murray County","222",".44%","92.12%","19",".49%","7.88%","241",".44%"
"Muscogee County","1,180","2.32%","94.93%","63","1.61%","5.07%","1,243","2.27%"
"Newton County","726","1.43%","91.09%","71","1.81%","8.91%","797","1.46%"
"Oconee County","48",".09%","100.00%","","","","48",".09%"
"Oglethorpe County","68",".13%","91.89%","6",".15%","8.11%","74",".14%"
"Paulding County","227",".45%","91.90%","20",".51%","8.10%","247",".45%"
"Peach County","89",".18%","94.68%","5",".13%","5.32%","94",".17%"
"Pickens County","99",".19%","86.09%","16",".41%","13.91%","115",".21%"
"Pierce County","103",".20%","91.96%","9",".23%","8.04%","112",".20%"
