"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"081   Jefferson County","114","0.23%","93.44%","8","0.2%","6.56%","122","0.23%"
"082   Jenkins County","88","0.18%","95.65%","4","0.1%","4.35%","92","0.17%"
"083   Johnson County","42","0.09%","100.0%","","","","42","0.08%"
"084   Jones County","163","0.33%","93.68%","11","0.27%","6.32%","174","0.33%"
"085   Lamar County","95","0.19%","87.16%","14","0.35%","12.84%","109","0.21%"
"086   Lanier County","54","0.11%","87.1%","8","0.2%","12.9%","62","0.12%"
"087   Laurens County","271","0.55%","92.18%","23","0.57%","7.82%","294","0.56%"
"088   Lee County","75","0.15%","93.75%","5","0.12%","6.25%","80","0.15%"
"089   Liberty County","258","0.53%","92.81%","20","0.5%","7.19%","278","0.53%"
"090   Lincoln County","39","0.08%","100.0%","","","","39","0.07%"
"091   Long County","64","0.13%","91.43%","6","0.15%","8.57%","70","0.13%"
"092   Lowndes County","463","0.95%","94.3%","28","0.7%","5.7%","491","0.93%"
"093   Lumpkin County","85","0.17%","85.0%","15","0.37%","15.0%","100","0.19%"
"094   Macon County","46","0.09%","93.88%","3","0.07%","6.12%","49","0.09%"
"095   Madison County","141","0.29%","91.56%","13","0.32%","8.44%","154","0.29%"
"096   Marion County","22","0.05%","95.65%","1","0.02%","4.35%","23","0.04%"
"097   Mcduffie County","161","0.33%","96.41%","6","0.15%","3.59%","167","0.32%"
"098   Mcintosh County","78","0.16%","93.98%","5","0.12%","6.02%","83","0.16%"
"099   Meriwether County","157","0.32%","96.91%","5","0.12%","3.09%","162","0.31%"
"100   Miller County","36","0.07%","94.74%","2","0.05%","5.26%","38","0.07%"
"101   Mitchell County","178","0.36%","93.68%","12","0.3%","6.32%","190","0.36%"
"102   Monroe County","203","0.42%","87.12%","30","0.75%","12.88%","233","0.44%"
"103   Montgomery County","27","0.06%","75.0%","9","0.22%","25.0%","36","0.07%"
"104   Morgan County","116","0.24%","92.8%","9","0.22%","7.2%","125","0.24%"
"105   Murray County","299","0.61%","86.92%","45","1.12%","13.08%","344","0.65%"
"106   Muscogee County","1,192","2.44%","94.83%","65","1.62%","5.17%","1,257","2.38%"
"107   Newton County","684","1.4%","90.96%","68","1.7%","9.04%","752","1.42%"
