"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","60",".12%","96.77%","2",".06%","3.23%","62",".11%"
"78
Jackson","215",".42%","90.72%","22",".62%","9.28%","237",".44%"
"79
Jasper","65",".13%","91.55%","6",".17%","8.45%","71",".13%"
"80
Jeff Davis","70",".14%","95.89%","3",".09%","4.11%","73",".13%"
"81
Jefferson","111",".22%","94.87%","6",".17%","5.13%","117",".22%"
"82
Jenkins","73",".14%","94.81%","4",".11%","5.19%","77",".14%"
"83
Johnson","63",".12%","94.03%","4",".11%","5.97%","67",".12%"
"84
Jones","145",".29%","94.16%","9",".26%","5.84%","154",".28%"
"85
Lamar","90",".18%","92.78%","7",".20%","7.22%","97",".18%"
"86
Lanier","41",".08%","95.35%","2",".06%","4.65%","43",".08%"
"87
Laurens","359",".71%","94.47%","21",".60%","5.53%","380",".70%"
"88
Lee","87",".17%","97.75%","2",".06%","2.25%","89",".16%"
"89
Liberty","265",".52%","94.64%","15",".43%","5.36%","280",".52%"
"90
Lincoln","39",".08%","100.00%","","","","39",".07%"
"91
Long","84",".17%","96.55%","3",".09%","3.45%","87",".16%"
"92
Lowndes","667","1.32%","95.83%","29",".82%","4.17%","696","1.29%"
"93
Lumpkin","111",".22%","90.98%","11",".31%","9.02%","122",".23%"
"94
Macon","80",".16%","94.12%","5",".14%","5.88%","85",".16%"
"95
Madison","137",".27%","94.48%","8",".23%","5.52%","145",".27%"
"96
Marion","60",".12%","95.24%","3",".09%","4.76%","63",".12%"
"97
Mcduffie","203",".40%","96.67%","7",".20%","3.33%","210",".39%"
"98
Mcintosh","73",".14%","98.65%","1",".03%","1.35%","74",".14%"
"99
Meriwether","195",".39%","94.20%","12",".34%","5.80%","207",".38%"
"100
Miller","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"101
Mitchell","178",".35%","92.23%","15",".43%","7.77%","193",".36%"
"102
Monroe","190",".38%","94.06%","12",".34%","5.94%","202",".37%"
"103
Montgomery","42",".08%","97.67%","1",".03%","2.33%","43",".08%"
"104
Morgan","105",".21%","93.75%","7",".20%","6.25%","112",".21%"
"105
Murray","265",".52%","92.33%","22",".62%","7.67%","287",".53%"
"106
Muscogee","1,883","3.72%","93.64%","128","3.63%","6.36%","2,011","3.71%"
"107
Newton","600","1.19%","90.50%","63","1.79%","9.50%","663","1.22%"
"108
Oconee","57",".11%","95.00%","3",".09%","5.00%","60",".11%"
"109
Oglethorpe","59",".12%","95.16%","3",".09%","4.84%","62",".11%"
"110
Paulding","243",".48%","94.19%","15",".43%","5.81%","258",".48%"
"111
Peach","97",".19%","98.98%","1",".03%","1.02%","98",".18%"
"112
Pickens","93",".18%","91.18%","9",".26%","8.82%","102",".19%"
"113
Pierce","56",".11%","98.25%","1",".03%","1.75%","57",".11%"
"114
Pike","52",".10%","91.23%","5",".14%","8.77%","57",".11%"
