"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","43",".09%","89.58%","5",".15%","10.42%","48",".10%"
"115
Polk County","205",".44%","89.91%","23",".69%","10.09%","228",".46%"
"116
Pulaski County","39",".08%","90.70%","4",".12%","9.30%","43",".09%"
"117
Putnam County","145",".31%","96.67%","5",".15%","3.33%","150",".30%"
"118
Quitman County","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
"119
Rabun County","57",".12%","90.48%","6",".18%","9.52%","63",".13%"
"120
Randolph County","42",".09%","97.67%","1",".03%","2.33%","43",".09%"
"121
Richmond County","1,754","3.77%","93.75%","117","3.51%","6.25%","1,871","3.75%"
"122
Rockdale County","417",".90%","94.56%","24",".72%","5.44%","441",".88%"
"123
Schley County","13",".03%","100.00%","","","","13",".03%"
"124
Screven County","110",".24%","94.02%","7",".21%","5.98%","117",".23%"
"125
Seminole County","60",".13%","86.96%","9",".27%","13.04%","69",".14%"
"126
Spalding County","439",".94%","92.62%","35","1.05%","7.38%","474",".95%"
"127
Stephens County","130",".28%","93.53%","9",".27%","6.47%","139",".28%"
"128
Stewart County","30",".06%","90.91%","3",".09%","9.09%","33",".07%"
"129
Sumter County","200",".43%","96.15%","8",".24%","3.85%","208",".42%"
"130
Talbot County","26",".06%","92.86%","2",".06%","7.14%","28",".06%"
"131
Taliaferro County","16",".03%","100.00%","","","","16",".03%"
"132
Tattnall County","183",".39%","90.59%","19",".57%","9.41%","202",".41%"
"133
Taylor County","56",".12%","90.32%","6",".18%","9.68%","62",".12%"
"134
Telfair County","93",".20%","95.88%","4",".12%","4.12%","97",".19%"
"135
Terrell County","78",".17%","95.12%","4",".12%","4.88%","82",".16%"
"136
Thomas County","177",".38%","95.68%","8",".24%","4.32%","185",".37%"
"137
Tift County","318",".68%","96.07%","13",".39%","3.93%","331",".66%"
"138
Toombs County","293",".63%","92.14%","25",".75%","7.86%","318",".64%"
"139
Towns County","48",".10%","73.85%","17",".51%","26.15%","65",".13%"
"140
Treutlen County","72",".15%","97.30%","2",".06%","2.70%","74",".15%"
"141
Troup County","584","1.26%","93.29%","42","1.26%","6.71%","626","1.26%"
"142
Turner County","68",".15%","97.14%","2",".06%","2.86%","70",".14%"
"143
Twiggs County","48",".10%","96.00%","2",".06%","4.00%","50",".10%"
"144
Union County","108",".23%","85.71%","18",".54%","14.29%","126",".25%"
"145
Upson County","158",".34%","91.33%","15",".45%","8.67%","173",".35%"
"146
Walker County","414",".89%","91.80%","37","1.11%","8.20%","451",".90%"
"147
Walton County","593","1.27%","90.67%","61","1.83%","9.33%","654","1.31%"
"148
Ware County","269",".58%","92.12%","23",".69%","7.88%","292",".59%"
"149
Warren County","32",".07%","91.43%","3",".09%","8.57%","35",".07%"
"150
Washington County","188",".40%","93.53%","13",".39%","6.47%","201",".40%"
"151
Wayne County","185",".40%","91.13%","18",".54%","8.87%","203",".41%"
