"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","183",".42%","94.82%","10",".34%","5.18%","193",".42%"
"001
Appling County","110",".25%","94.83%","6",".20%","5.17%","116",".25%"
"002
Atkinson County","40",".09%","93.02%","3",".10%","6.98%","43",".09%"
"003
Bacon County","68",".16%","94.44%","4",".14%","5.56%","72",".16%"
"004
Baker County","13",".03%","86.67%","2",".07%","13.33%","15",".03%"
"005
Baldwin County","268",".62%","92.10%","23",".78%","7.90%","291",".63%"
"006
Banks County","54",".12%","90.00%","6",".20%","10.00%","60",".13%"
"007
Barrow County","298",".69%","90.58%","31","1.05%","9.42%","329",".71%"
"008
Bartow County","593","1.37%","90.53%","62","2.10%","9.47%","655","1.41%"
"009
Ben Hill County","205",".47%","95.35%","10",".34%","4.65%","215",".46%"
"010
Berrien County","95",".22%","97.94%","2",".07%","2.06%","97",".21%"
"011
Bibb County","950","2.19%","95.10%","49","1.66%","4.90%","999","2.16%"
"012
Bleckley County","57",".13%","91.94%","5",".17%","8.06%","62",".13%"
"013
Brantley County","77",".18%","84.62%","14",".48%","15.38%","91",".20%"
"014
Brooks County","44",".10%","100.00%","","","","44",".10%"
"015
Bryan County","40",".09%","97.56%","1",".03%","2.44%","41",".09%"
"016
Bulloch County","433","1.00%","93.93%","28",".95%","6.07%","461","1.00%"
"017
Burke County","207",".48%","96.73%","7",".24%","3.27%","214",".46%"
"018
Butts County","114",".26%","91.94%","10",".34%","8.06%","124",".27%"
"019
Calhoun County","25",".06%","89.29%","3",".10%","10.71%","28",".06%"
"020
Camden County","158",".36%","92.40%","13",".44%","7.60%","171",".37%"
"021
Candler County","97",".22%","91.51%","9",".31%","8.49%","106",".23%"
"022
Carroll County","503","1.16%","93.15%","37","1.26%","6.85%","540","1.17%"
"023
Catoosa County","304",".70%","90.48%","32","1.09%","9.52%","336",".73%"
"024
Charlton County","51",".12%","87.93%","7",".24%","12.07%","58",".13%"
"025
Chatham County","1,574","3.63%","96.39%","59","2.00%","3.61%","1,633","3.53%"
"026
Chattahoochee County","14",".03%","100.00%","","","","14",".03%"
"027
Chattooga County","182",".42%","90.10%","20",".68%","9.90%","202",".44%"
"028
Cherokee County","479","1.10%","91.76%","43","1.46%","8.24%","522","1.13%"
"029
Clarke County","461","1.06%","94.08%","29",".98%","5.92%","490","1.06%"
"030
Clay County","21",".05%","84.00%","4",".14%","16.00%","25",".05%"
"031
Clayton County","1,183","2.73%","93.37%","84","2.85%","6.63%","1,267","2.74%"
"032
Clinch County","36",".08%","92.31%","3",".10%","7.69%","39",".08%"
"033
Cobb County","2,107","4.86%","93.35%","150","5.09%","6.65%","2,257","4.87%"
"034
Coffee County","228",".53%","93.44%","16",".54%","6.56%","244",".53%"
"035
Colquitt County","199",".46%","94.76%","11",".37%","5.24%","210",".45%"
"036
Columbia County","332",".77%","90.22%","36","1.22%","9.78%","368",".79%"
"037
Cook County","110",".25%","92.44%","9",".31%","7.56%","119",".26%"
