"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","46",".09%","93.88%","3",".07%","6.12%","49",".09%"
"115
Polk County","193",".38%","89.77%","22",".55%","10.23%","215",".39%"
"116
Pulaski County","43",".08%","93.48%","3",".07%","6.52%","46",".08%"
"117
Putnam County","158",".31%","92.94%","12",".30%","7.06%","170",".31%"
"118
Quitman County","14",".03%","100.00%","","","","14",".03%"
"119
Rabun County","67",".13%","89.33%","8",".20%","10.67%","75",".14%"
"120
Randolph County","60",".12%","92.31%","5",".12%","7.69%","65",".12%"
"121
Richmond County","1,936","3.79%","93.26%","140","3.48%","6.74%","2,076","3.77%"
"122
Rockdale County","485",".95%","91.68%","44","1.09%","8.32%","529",".96%"
"123
Schley County","13",".03%","92.86%","1",".02%","7.14%","14",".03%"
"124
Screven County","121",".24%","96.03%","5",".12%","3.97%","126",".23%"
"125
Seminole County","73",".14%","90.12%","8",".20%","9.88%","81",".15%"
"126
Spalding County","504",".99%","92.14%","43","1.07%","7.86%","547",".99%"
"127
Stephens County","147",".29%","87.50%","21",".52%","12.50%","168",".30%"
"128
Stewart County","31",".06%","96.88%","1",".02%","3.13%","32",".06%"
"129
Sumter County","214",".42%","95.54%","10",".25%","4.46%","224",".41%"
"130
Talbot County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"131
Taliaferro County","18",".04%","94.74%","1",".02%","5.26%","19",".03%"
"132
Tattnall County","205",".40%","89.91%","23",".57%","10.09%","228",".41%"
"133
Taylor County","75",".15%","93.75%","5",".12%","6.25%","80",".15%"
"134
Telfair County","112",".22%","93.33%","8",".20%","6.67%","120",".22%"
"135
Terrell County","86",".17%","93.48%","6",".15%","6.52%","92",".17%"
"136
Thomas County","207",".41%","96.28%","8",".20%","3.72%","215",".39%"
"137
Tift County","324",".63%","93.64%","22",".55%","6.36%","346",".63%"
"138
Toombs County","325",".64%","88.32%","43","1.07%","11.68%","368",".67%"
"139
Towns County","53",".10%","75.71%","17",".42%","24.29%","70",".13%"
"140
Treutlen County","76",".15%","92.68%","6",".15%","7.32%","82",".15%"
"141
Troup County","654","1.28%","92.37%","54","1.34%","7.63%","708","1.29%"
"142
Turner County","68",".13%","98.55%","1",".02%","1.45%","69",".13%"
"143
Twiggs County","52",".10%","94.55%","3",".07%","5.45%","55",".10%"
"144
Union County","118",".23%","81.38%","27",".67%","18.62%","145",".26%"
"145
Upson County","170",".33%","88.54%","22",".55%","11.46%","192",".35%"
"146
Walker County","439",".86%","89.78%","50","1.24%","10.22%","489",".89%"
"147
Walton County","658","1.29%","90.88%","66","1.64%","9.12%","724","1.31%"
"148
Ware County","295",".58%","92.19%","25",".62%","7.81%","320",".58%"
"149
Warren County","41",".08%","95.35%","2",".05%","4.65%","43",".08%"
"150
Washington County","192",".38%","91.00%","19",".47%","9.00%","211",".38%"
"151
Wayne County","179",".35%","90.40%","19",".47%","9.60%","198",".36%"
