"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","567","1.15%","94.50%","33",".92%","5.50%","600","1.13%"
"039
Crawford County","20",".04%","100.00%","","","","20",".04%"
"040
Crisp County","279",".57%","93.94%","18",".50%","6.06%","297",".56%"
"041
Dade County","91",".18%","93.81%","6",".17%","6.19%","97",".18%"
"042
Dawson County","87",".18%","88.78%","11",".31%","11.22%","98",".19%"
"043
Decatur County","248",".50%","96.50%","9",".25%","3.50%","257",".49%"
"044
Dekalb County","3,136","6.35%","95.15%","160","4.45%","4.85%","3,296","6.22%"
"045
Dodge County","160",".32%","93.57%","11",".31%","6.43%","171",".32%"
"046
Dooly County","92",".19%","95.83%","4",".11%","4.17%","96",".18%"
"047
Dougherty County","953","1.93%","94.73%","53","1.48%","5.27%","1,006","1.90%"
"048
Douglas County","1,084","2.20%","89.29%","130","3.62%","10.71%","1,214","2.29%"
"049
Early County","97",".20%","94.17%","6",".17%","5.83%","103",".19%"
"050
Echols County","8",".02%","100.00%","","","","8",".02%"
"051
Effingham County","202",".41%","92.66%","16",".45%","7.34%","218",".41%"
"052
Elbert County","125",".25%","91.24%","12",".33%","8.76%","137",".26%"
"053
Emanuel County","170",".34%","93.92%","11",".31%","6.08%","181",".34%"
"054
Evans County","93",".19%","93.94%","6",".17%","6.06%","99",".19%"
"055
Fannin County","91",".18%","88.35%","12",".33%","11.65%","103",".19%"
"056
Fayette County","334",".68%","87.66%","47","1.31%","12.34%","381",".72%"
"057
Floyd County","910","1.84%","89.39%","108","3.01%","10.61%","1,018","1.92%"
"058
Forsyth County","375",".76%","89.93%","42","1.17%","10.07%","417",".79%"
"059
Franklin County","146",".30%","93.59%","10",".28%","6.41%","156",".29%"
"060
Fulton County","4,931","9.99%","96.21%","194","5.40%","3.79%","5,125","9.67%"
"061
Gilmer County","94",".19%","94.95%","5",".14%","5.05%","99",".19%"
"062
Glascock County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"063
Glynn County","525","1.06%","92.11%","45","1.25%","7.89%","570","1.08%"
"064
Gordon County","364",".74%","87.29%","53","1.48%","12.71%","417",".79%"
"065
Grady County","167",".34%","93.30%","12",".33%","6.70%","179",".34%"
"066
Greene County","118",".24%","95.16%","6",".17%","4.84%","124",".23%"
"067
Gwinnett County","2,340","4.74%","92.75%","183","5.09%","7.25%","2,523","4.76%"
"068
Habersham County","102",".21%","93.58%","7",".19%","6.42%","109",".21%"
"069
Hall County","693","1.40%","90.94%","69","1.92%","9.06%","762","1.44%"
"070
Hancock County","32",".06%","94.12%","2",".06%","5.88%","34",".06%"
"071
Haralson County","143",".29%","94.08%","9",".25%","5.92%","152",".29%"
"072
Harris County","97",".20%","88.18%","13",".36%","11.82%","110",".21%"
"073
Hart County","155",".31%","95.09%","8",".22%","4.91%","163",".31%"
"074
Heard County","49",".10%","92.45%","4",".11%","7.55%","53",".10%"
"075
Henry County","527","1.07%","90.71%","54","1.50%","9.29%","581","1.10%"
