"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","697","1.31%","94.44%","41","1.05%","5.56%","738","1.30%"
"077
Irwin County","84",".16%","94.38%","5",".13%","5.62%","89",".16%"
"078
Jackson County","247",".47%","90.48%","26",".67%","9.52%","273",".48%"
"079
Jasper County","67",".13%","90.54%","7",".18%","9.46%","74",".13%"
"080
Jeff Davis County","80",".15%","96.39%","3",".08%","3.61%","83",".15%"
"081
Jefferson County","169",".32%","97.13%","5",".13%","2.87%","174",".31%"
"082
Jenkins County","69",".13%","94.52%","4",".10%","5.48%","73",".13%"
"083
Johnson County","53",".10%","94.64%","3",".08%","5.36%","56",".10%"
"084
Jones County","224",".42%","89.60%","26",".67%","10.40%","250",".44%"
"085
Lamar County","82",".15%","92.13%","7",".18%","7.87%","89",".16%"
"086
Lanier County","52",".10%","98.11%","1",".03%","1.89%","53",".09%"
"087
Laurens County","337",".64%","93.61%","23",".59%","6.39%","360",".63%"
"088
Lee County","74",".14%","90.24%","8",".21%","9.76%","82",".14%"
"089
Liberty County","324",".61%","94.46%","19",".49%","5.54%","343",".60%"
"090
Lincoln County","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"091
Long County","85",".16%","94.44%","5",".13%","5.56%","90",".16%"
"092
Lowndes County","571","1.08%","94.54%","33",".85%","5.46%","604","1.06%"
"093
Lumpkin County","102",".19%","91.07%","10",".26%","8.93%","112",".20%"
"094
Macon County","67",".13%","97.10%","2",".05%","2.90%","69",".12%"
"095
Madison County","102",".19%","92.73%","8",".21%","7.27%","110",".19%"
"096
Marion County","33",".06%","97.06%","1",".03%","2.94%","34",".06%"
"097
Mcduffie County","206",".39%","94.06%","13",".33%","5.94%","219",".38%"
"098
Mcintosh County","84",".16%","97.67%","2",".05%","2.33%","86",".15%"
"099
Meriwether County","208",".39%","95.41%","10",".26%","4.59%","218",".38%"
"100
Miller County","35",".07%","100.00%","","","","35",".06%"
"101
Mitchell County","221",".42%","91.70%","20",".51%","8.30%","241",".42%"
"102
Monroe County","167",".31%","90.27%","18",".46%","9.73%","185",".32%"
"103
Montgomery County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"104
Morgan County","156",".29%","91.23%","15",".39%","8.77%","171",".30%"
"105
Murray County","169",".32%","90.37%","18",".46%","9.63%","187",".33%"
"106
Muscogee County","1,513","2.85%","95.04%","79","2.03%","4.96%","1,592","2.80%"
"107
Newton County","721","1.36%","91.61%","66","1.70%","8.39%","787","1.38%"
"108
Oconee County","54",".10%","96.43%","2",".05%","3.57%","56",".10%"
"109
Oglethorpe County","61",".11%","93.85%","4",".10%","6.15%","65",".11%"
"110
Paulding County","308",".58%","92.77%","24",".62%","7.23%","332",".58%"
"111
Peach County","88",".17%","97.78%","2",".05%","2.22%","90",".16%"
"112
Pickens County","106",".20%","92.17%","9",".23%","7.83%","115",".20%"
"113
Pierce County","76",".14%","97.44%","2",".05%","2.56%","78",".14%"
