"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076 
Houston County","863","1.79%","91.23%","83","2.14%","8.77%","946","1.81%"
"077 
Irwin County","80",".17%","94.12%","5",".13%","5.88%","85",".16%"
"078 
Jackson County","260",".54%","90.28%","28",".72%","9.72%","288",".55%"
"079 
Jasper County","51",".11%","92.73%","4",".10%","7.27%","55",".11%"
"080 
Jeff Davis County","98",".20%","92.45%","8",".21%","7.55%","106",".20%"
"081 
Jefferson County","109",".23%","93.97%","7",".18%","6.03%","116",".22%"
"082 
Jenkins County","85",".18%","94.44%","5",".13%","5.56%","90",".17%"
"083 
Johnson County","43",".09%","97.73%","1",".03%","2.27%","44",".08%"
"084 
Jones County","167",".35%","94.35%","10",".26%","5.65%","177",".34%"
"085 
Lamar County","89",".18%","87.25%","13",".33%","12.75%","102",".20%"
"086 
Lanier County","57",".12%","89.06%","7",".18%","10.94%","64",".12%"
"087 
Laurens County","252",".52%","90.97%","25",".64%","9.03%","277",".53%"
"088 
Lee County","77",".16%","92.77%","6",".15%","7.23%","83",".16%"
"089 
Liberty County","259",".54%","92.83%","20",".52%","7.17%","279",".53%"
"090 
Lincoln County","37",".08%","97.37%","1",".03%","2.63%","38",".07%"
"091 
Long County","66",".14%","91.67%","6",".15%","8.33%","72",".14%"
"092 
Lowndes County","443",".92%","94.46%","26",".67%","5.54%","469",".90%"
"093 
Lumpkin County","83",".17%","85.57%","14",".36%","14.43%","97",".19%"
"094 
Macon County","46",".10%","93.88%","3",".08%","6.12%","49",".09%"
"095 
Madison County","139",".29%","92.67%","11",".28%","7.33%","150",".29%"
"096 
Marion County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"097 
Mcduffie County","164",".34%","96.47%","6",".15%","3.53%","170",".33%"
"098 
Mcintosh County","81",".17%","95.29%","4",".10%","4.71%","85",".16%"
"099 
Meriwether County","152",".31%","97.44%","4",".10%","2.56%","156",".30%"
"100 
Miller County","39",".08%","97.50%","1",".03%","2.50%","40",".08%"
"101 
Mitchell County","162",".34%","93.10%","12",".31%","6.90%","174",".33%"
"102 
Monroe County","199",".41%","85.41%","34",".88%","14.59%","233",".45%"
"103 
Montgomery County","31",".06%","77.50%","9",".23%","22.50%","40",".08%"
"104 
Morgan County","125",".26%","93.98%","8",".21%","6.02%","133",".25%"
"105 
Murray County","296",".61%","88.62%","38",".98%","11.38%","334",".64%"
"106 
Muscogee County","1,156","2.39%","94.29%","70","1.80%","5.71%","1,226","2.35%"
"107 
Newton County","667","1.38%","92.77%","52","1.34%","7.23%","719","1.38%"
"108 
Oconee County","56",".12%","91.80%","5",".13%","8.20%","61",".12%"
"109 
Oglethorpe County","52",".11%","96.30%","2",".05%","3.70%","54",".10%"
"110 
Paulding County","250",".52%","91.58%","23",".59%","8.42%","273",".52%"
"111 
Peach County","73",".15%","96.05%","3",".08%","3.95%","76",".15%"
"112 
Pickens County","96",".20%","86.49%","15",".39%","13.51%","111",".21%"
"113 
Pierce County","125",".26%","92.59%","10",".26%","7.41%","135",".26%"
