"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","642","1.26%","92.77%","50","1.28%","7.23%","692","1.26%"
"Crawford County","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Crisp County","308",".61%","92.77%","24",".61%","7.23%","332",".61%"
"Dade County","104",".20%","94.55%","6",".15%","5.45%","110",".20%"
"Dawson County","90",".18%","89.11%","11",".28%","10.89%","101",".18%"
"Decatur County","233",".46%","95.49%","11",".28%","4.51%","244",".45%"
"Dekalb County","3,037","5.97%","95.53%","142","3.62%","4.47%","3,179","5.80%"
"Dodge County","164",".32%","93.18%","12",".31%","6.82%","176",".32%"
"Dooly County","108",".21%","92.31%","9",".23%","7.69%","117",".21%"
"Dougherty County","908","1.79%","94.29%","55","1.40%","5.71%","963","1.76%"
"Douglas County","1,023","2.01%","89.82%","116","2.96%","10.18%","1,139","2.08%"
"Early County","90",".18%","96.77%","3",".08%","3.23%","93",".17%"
"Echols County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Effingham County","233",".46%","92.83%","18",".46%","7.17%","251",".46%"
"Elbert County","143",".28%","94.08%","9",".23%","5.92%","152",".28%"
"Emanuel County","169",".33%","89.42%","20",".51%","10.58%","189",".35%"
"Evans County","81",".16%","95.29%","4",".10%","4.71%","85",".16%"
"Fannin County","98",".19%","86.73%","15",".38%","13.27%","113",".21%"
"Fayette County","337",".66%","88.92%","42","1.07%","11.08%","379",".69%"
"Floyd County","871","1.71%","89.24%","105","2.68%","10.76%","976","1.78%"
"Forsyth County","337",".66%","90.84%","34",".87%","9.16%","371",".68%"
"Franklin County","166",".33%","88.77%","21",".54%","11.23%","187",".34%"
"Fulton County","4,990","9.81%","96.02%","207","5.28%","3.98%","5,197","9.49%"
"Gilmer County","93",".18%","93.00%","7",".18%","7.00%","100",".18%"
"Glascock County","9",".02%","100.00%","","","","9",".02%"
"Glynn County","553","1.09%","94.85%","30",".77%","5.15%","583","1.06%"
"Gordon County","387",".76%","88.36%","51","1.30%","11.64%","438",".80%"
"Grady County","136",".27%","97.84%","3",".08%","2.16%","139",".25%"
"Greene County","114",".22%","94.21%","7",".18%","5.79%","121",".22%"
"Gwinnett County","2,763","5.43%","93.63%","188","4.80%","6.37%","2,951","5.39%"
"Habersham County","132",".26%","89.19%","16",".41%","10.81%","148",".27%"
"Hall County","716","1.41%","91.33%","68","1.73%","8.67%","784","1.43%"
"Hancock County","37",".07%","97.37%","1",".03%","2.63%","38",".07%"
"Haralson County","99",".19%","90.83%","10",".26%","9.17%","109",".20%"
"Harris County","128",".25%","94.12%","8",".20%","5.88%","136",".25%"
"Hart County","181",".36%","90.95%","18",".46%","9.05%","199",".36%"
"Heard County","50",".10%","90.91%","5",".13%","9.09%","55",".10%"
"Henry County","586","1.15%","89.33%","70","1.79%","10.67%","656","1.20%"
