"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","714","1.45%","94.07%","45","1.25%","5.93%","759","1.43%"
"077
Irwin County","73",".15%","98.65%","1",".03%","1.35%","74",".14%"
"078
Jackson County","250",".51%","94.70%","14",".39%","5.30%","264",".50%"
"079
Jasper County","58",".12%","96.67%","2",".06%","3.33%","60",".11%"
"080
Jeff Davis County","92",".19%","94.85%","5",".14%","5.15%","97",".18%"
"081
Jefferson County","160",".32%","96.97%","5",".14%","3.03%","165",".31%"
"082
Jenkins County","85",".17%","95.51%","4",".11%","4.49%","89",".17%"
"083
Johnson County","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"084
Jones County","197",".40%","90.37%","21",".58%","9.63%","218",".41%"
"085
Lamar County","71",".14%","91.03%","7",".19%","8.97%","78",".15%"
"086
Lanier County","53",".11%","98.15%","1",".03%","1.85%","54",".10%"
"087
Laurens County","264",".53%","94.29%","16",".45%","5.71%","280",".53%"
"088
Lee County","66",".13%","91.67%","6",".17%","8.33%","72",".14%"
"089
Liberty County","237",".48%","92.58%","19",".53%","7.42%","256",".48%"
"090
Lincoln County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"091
Long County","74",".15%","88.10%","10",".28%","11.90%","84",".16%"
"092
Lowndes County","519","1.05%","96.83%","17",".47%","3.17%","536","1.01%"
"093
Lumpkin County","91",".18%","95.79%","4",".11%","4.21%","95",".18%"
"094
Macon County","64",".13%","100.00%","","","","64",".12%"
"095
Madison County","134",".27%","91.78%","12",".33%","8.22%","146",".28%"
"096
Marion County","24",".05%","92.31%","2",".06%","7.69%","26",".05%"
"097
Mcduffie County","188",".38%","94.47%","11",".31%","5.53%","199",".38%"
"098
Mcintosh County","56",".11%","100.00%","","","","56",".11%"
"099
Meriwether County","172",".35%","91.98%","15",".42%","8.02%","187",".35%"
"100
Miller County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"101
Mitchell County","158",".32%","91.33%","15",".42%","8.67%","173",".33%"
"102
Monroe County","129",".26%","86.58%","20",".56%","13.42%","149",".28%"
"103
Montgomery County","32",".06%","91.43%","3",".08%","8.57%","35",".07%"
"104
Morgan County","154",".31%","90.59%","16",".45%","9.41%","170",".32%"
"105
Murray County","159",".32%","92.44%","13",".36%","7.56%","172",".32%"
"106
Muscogee County","1,243","2.52%","95.03%","65","1.81%","4.97%","1,308","2.47%"
"107
Newton County","688","1.39%","91.73%","62","1.73%","8.27%","750","1.42%"
"108
Oconee County","53",".11%","96.36%","2",".06%","3.64%","55",".10%"
"109
Oglethorpe County","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"110
Paulding County","234",".47%","92.13%","20",".56%","7.87%","254",".48%"
"111
Peach County","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"112
Pickens County","81",".16%","89.01%","10",".28%","10.99%","91",".17%"
"113
Pierce County","92",".19%","95.83%","4",".11%","4.17%","96",".18%"
