"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"115
Polk","149",".30%","90.85%","15",".40%","9.15%","164",".31%"
"116
Pulaski","87",".18%","90.63%","9",".24%","9.38%","96",".18%"
"117
Putnam","149",".30%","93.71%","10",".27%","6.29%","159",".30%"
"118
Quitman","18",".04%","90.00%","2",".05%","10.00%","20",".04%"
"119
Rabun","51",".10%","78.46%","14",".37%","21.54%","65",".12%"
"120
Randolph","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"121
Richmond","1,694","3.42%","93.90%","110","2.93%","6.10%","1,804","3.38%"
"122
Rockdale","442",".89%","90.20%","48","1.28%","9.80%","490",".92%"
"123
Schley","26",".05%","100.00%","","","","26",".05%"
"124
Screven","118",".24%","90.08%","13",".35%","9.92%","131",".25%"
"125
Seminole","62",".13%","87.32%","9",".24%","12.68%","71",".13%"
"126
Spalding","576","1.16%","91.87%","51","1.36%","8.13%","627","1.18%"
"127
Stephens","162",".33%","89.01%","20",".53%","10.99%","182",".34%"
"128
Stewart","33",".07%","91.67%","3",".08%","8.33%","36",".07%"
"129
Sumter","246",".50%","97.62%","6",".16%","2.38%","252",".47%"
"130
Talbot","62",".13%","93.94%","4",".11%","6.06%","66",".12%"
"131
Taliaferro","24",".05%","92.31%","2",".05%","7.69%","26",".05%"
"132
Tattnall","183",".37%","93.37%","13",".35%","6.63%","196",".37%"
"133
Taylor","92",".19%","94.85%","5",".13%","5.15%","97",".18%"
"134
Telfair","115",".23%","92.74%","9",".24%","7.26%","124",".23%"
"135
Terrell","78",".16%","97.50%","2",".05%","2.50%","80",".15%"
"136
Thomas","279",".56%","92.38%","23",".61%","7.62%","302",".57%"
"137
Tift","321",".65%","95.25%","16",".43%","4.75%","337",".63%"
"138
Toombs","311",".63%","92.56%","25",".67%","7.44%","336",".63%"
"139
Towns","45",".09%","91.84%","4",".11%","8.16%","49",".09%"
"140
Treutlen","86",".17%","94.51%","5",".13%","5.49%","91",".17%"
"141
Troup","705","1.42%","91.80%","63","1.68%","8.20%","768","1.44%"
"142
Turner","70",".14%","97.22%","2",".05%","2.78%","72",".14%"
"143
Twiggs","65",".13%","85.53%","11",".29%","14.47%","76",".14%"
"144
Union","78",".16%","82.11%","17",".45%","17.89%","95",".18%"
"145
Upson","196",".40%","90.32%","21",".56%","9.68%","217",".41%"
"146
Walker","409",".83%","89.11%","50","1.33%","10.89%","459",".86%"
"147
Walton","457",".92%","91.04%","45","1.20%","8.96%","502",".94%"
"148
Ware","322",".65%","95.27%","16",".43%","4.73%","338",".63%"
"149
Warren","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"150
Washington","120",".24%","93.02%","9",".24%","6.98%","129",".24%"
"151
Wayne","166",".34%","89.73%","19",".51%","10.27%","185",".35%"
"152
Webster","8",".02%","100.00%","","","","8",".02%"
