"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","574","1.27%","94.10%","36","1.08%","5.90%","610","1.26%"
"Crawford County","20",".04%","100.00%","","","","20",".04%"
"Crisp County","364",".80%","92.86%","28",".84%","7.14%","392",".81%"
"Dade County","83",".18%","84.69%","15",".45%","15.31%","98",".20%"
"Dawson County","99",".22%","86.84%","15",".45%","13.16%","114",".23%"
"Decatur County","257",".57%","91.79%","23",".69%","8.21%","280",".58%"
"Dekalb County","2,381","5.27%","95.66%","108","3.23%","4.34%","2,489","5.12%"
"Dodge County","123",".27%","88.49%","16",".48%","11.51%","139",".29%"
"Dooly County","137",".30%","90.13%","15",".45%","9.87%","152",".31%"
"Dougherty County","738","1.63%","95.84%","32",".96%","4.16%","770","1.59%"
"Douglas County","883","1.95%","91.79%","79","2.36%","8.21%","962","1.98%"
"Early County","83",".18%","96.51%","3",".09%","3.49%","86",".18%"
"Echols County","9",".02%","90.00%","1",".03%","10.00%","10",".02%"
"Effingham County","276",".61%","89.32%","33",".99%","10.68%","309",".64%"
"Elbert County","118",".26%","95.16%","6",".18%","4.84%","124",".26%"
"Emanuel County","183",".40%","93.85%","12",".36%","6.15%","195",".40%"
"Evans County","69",".15%","92.00%","6",".18%","8.00%","75",".15%"
"Fannin County","107",".24%","89.17%","13",".39%","10.83%","120",".25%"
"Fayette County","355",".78%","92.21%","30",".90%","7.79%","385",".79%"
"Floyd County","840","1.86%","90.91%","84","2.51%","9.09%","924","1.90%"
"Forsyth County","359",".79%","89.30%","43","1.29%","10.70%","402",".83%"
"Franklin County","163",".36%","88.59%","21",".63%","11.41%","184",".38%"
"Fulton County","4,047","8.95%","96.27%","157","4.69%","3.73%","4,204","8.66%"
"Gilmer County","94",".21%","90.38%","10",".30%","9.62%","104",".21%"
"Glascock County","13",".03%","100.00%","","","","13",".03%"
"Glynn County","489","1.08%","93.32%","35","1.05%","6.68%","524","1.08%"
"Gordon County","361",".80%","87.41%","52","1.56%","12.59%","413",".85%"
"Grady County","178",".39%","92.23%","15",".45%","7.77%","193",".40%"
"Greene County","118",".26%","95.16%","6",".18%","4.84%","124",".26%"
"Gwinnett County","2,281","5.04%","93.64%","155","4.64%","6.36%","2,436","5.02%"
"Habersham County","116",".26%","85.93%","19",".57%","14.07%","135",".28%"
"Hall County","644","1.42%","92.00%","56","1.67%","8.00%","700","1.44%"
"Hancock County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"Haralson County","155",".34%","93.37%","11",".33%","6.63%","166",".34%"
"Harris County","88",".19%","98.88%","1",".03%","1.12%","89",".18%"
"Hart County","166",".37%","88.77%","21",".63%","11.23%","187",".39%"
"Heard County","42",".09%","89.36%","5",".15%","10.64%","47",".10%"
"Henry County","639","1.41%","92.74%","50","1.50%","7.26%","689","1.42%"
