"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","698","1.36%","92.70%","55","1.39%","7.30%","753","1.36%"
"Irwin County","63",".12%","94.03%","4",".10%","5.97%","67",".12%"
"Jackson County","293",".57%","94.82%","16",".40%","5.18%","309",".56%"
"Jasper County","64",".12%","88.89%","8",".20%","11.11%","72",".13%"
"Jeff Davis County","92",".18%","94.85%","5",".13%","5.15%","97",".18%"
"Jefferson County","162",".32%","93.64%","11",".28%","6.36%","173",".31%"
"Jenkins County","80",".16%","95.24%","4",".10%","4.76%","84",".15%"
"Johnson County","43",".08%","91.49%","4",".10%","8.51%","47",".09%"
"Jones County","195",".38%","89.04%","24",".61%","10.96%","219",".40%"
"Lamar County","69",".13%","90.79%","7",".18%","9.21%","76",".14%"
"Lanier County","41",".08%","93.18%","3",".08%","6.82%","44",".08%"
"Laurens County","303",".59%","92.38%","25",".63%","7.62%","328",".59%"
"Lee County","67",".13%","88.16%","9",".23%","11.84%","76",".14%"
"Liberty County","223",".44%","95.30%","11",".28%","4.70%","234",".42%"
"Lincoln County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Long County","65",".13%","92.86%","5",".13%","7.14%","70",".13%"
"Lowndes County","459",".90%","95.03%","24",".61%","4.97%","483",".87%"
"Lumpkin County","98",".19%","89.91%","11",".28%","10.09%","109",".20%"
"Macon County","51",".10%","96.23%","2",".05%","3.77%","53",".10%"
"Madison County","141",".28%","89.24%","17",".43%","10.76%","158",".29%"
"Marion County","34",".07%","91.89%","3",".08%","8.11%","37",".07%"
"Mcduffie County","187",".36%","95.90%","8",".20%","4.10%","195",".35%"
"Mcintosh County","62",".12%","89.86%","7",".18%","10.14%","69",".12%"
"Meriwether County","192",".37%","91.87%","17",".43%","8.13%","209",".38%"
"Miller County","33",".06%","97.06%","1",".03%","2.94%","34",".06%"
"Mitchell County","148",".29%","94.87%","8",".20%","5.13%","156",".28%"
"Monroe County","156",".30%","93.41%","11",".28%","6.59%","167",".30%"
"Montgomery County","31",".06%","86.11%","5",".13%","13.89%","36",".07%"
"Morgan County","140",".27%","90.91%","14",".35%","9.09%","154",".28%"
"Murray County","225",".44%","91.46%","21",".53%","8.54%","246",".45%"
"Muscogee County","1,260","2.46%","95.02%","66","1.67%","4.98%","1,326","2.40%"
"Newton County","721","1.41%","90.92%","72","1.82%","9.08%","793","1.44%"
"Oconee County","56",".11%","98.25%","1",".03%","1.75%","57",".10%"
"Oglethorpe County","63",".12%","96.92%","2",".05%","3.08%","65",".12%"
"Paulding County","235",".46%","91.80%","21",".53%","8.20%","256",".46%"
"Peach County","88",".17%","93.62%","6",".15%","6.38%","94",".17%"
"Pickens County","105",".20%","88.98%","13",".33%","11.02%","118",".21%"
"Pierce County","133",".26%","92.36%","11",".28%","7.64%","144",".26%"
