"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","49",".09%","84.48%","9",".24%","15.52%","58",".10%"
"115
Polk County","169",".33%","93.37%","12",".32%","6.63%","181",".32%"
"116
Pulaski County","59",".11%","93.65%","4",".11%","6.35%","63",".11%"
"117
Putnam County","171",".33%","90.96%","17",".45%","9.04%","188",".34%"
"118
Quitman County","21",".04%","100.00%","","","","21",".04%"
"119
Rabun County","48",".09%","85.71%","8",".21%","14.29%","56",".10%"
"120
Randolph County","74",".14%","94.87%","4",".11%","5.13%","78",".14%"
"121
Richmond County","1,905","3.67%","94.35%","114","3.02%","5.65%","2,019","3.62%"
"122
Rockdale County","447",".86%","94.50%","26",".69%","5.50%","473",".85%"
"123
Schley County","23",".04%","95.83%","1",".03%","4.17%","24",".04%"
"124
Screven County","142",".27%","95.30%","7",".19%","4.70%","149",".27%"
"125
Seminole County","73",".14%","90.12%","8",".21%","9.88%","81",".15%"
"126
Spalding County","542","1.04%","92.81%","42","1.11%","7.19%","584","1.05%"
"127
Stephens County","167",".32%","94.35%","10",".26%","5.65%","177",".32%"
"128
Stewart County","33",".06%","97.06%","1",".03%","2.94%","34",".06%"
"129
Sumter County","225",".43%","94.54%","13",".34%","5.46%","238",".43%"
"130
Talbot County","52",".10%","94.55%","3",".08%","5.45%","55",".10%"
"131
Taliaferro County","24",".05%","82.76%","5",".13%","17.24%","29",".05%"
"132
Tattnall County","202",".39%","93.09%","15",".40%","6.91%","217",".39%"
"133
Taylor County","77",".15%","93.90%","5",".13%","6.10%","82",".15%"
"134
Telfair County","94",".18%","91.26%","9",".24%","8.74%","103",".18%"
"135
Terrell County","84",".16%","97.67%","2",".05%","2.33%","86",".15%"
"136
Thomas County","237",".46%","94.80%","13",".34%","5.20%","250",".45%"
"137
Tift County","300",".58%","95.85%","13",".34%","4.15%","313",".56%"
"138
Toombs County","356",".68%","92.23%","30",".79%","7.77%","386",".69%"
"139
Towns County","35",".07%","87.50%","5",".13%","12.50%","40",".07%"
"140
Treutlen County","89",".17%","96.74%","3",".08%","3.26%","92",".17%"
"141
Troup County","633","1.22%","91.08%","62","1.64%","8.92%","695","1.25%"
"142
Turner County","64",".12%","94.12%","4",".11%","5.88%","68",".12%"
"143
Twiggs County","73",".14%","96.05%","3",".08%","3.95%","76",".14%"
"144
Union County","79",".15%","83.16%","16",".42%","16.84%","95",".17%"
"145
Upson County","166",".32%","94.86%","9",".24%","5.14%","175",".31%"
"146
Walker County","394",".76%","88.94%","49","1.30%","11.06%","443",".79%"
"147
Walton County","519","1.00%","89.95%","58","1.54%","10.05%","577","1.04%"
"148
Ware County","348",".67%","94.05%","22",".58%","5.95%","370",".66%"
"149
Warren County","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
"150
Washington County","200",".38%","90.50%","21",".56%","9.50%","221",".40%"
"151
Wayne County","141",".27%","90.97%","14",".37%","9.03%","155",".28%"
