"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","6",".01%","100.00%","","","","6",".01%"
"153
Wheeler County","21",".04%","91.30%","2",".05%","8.70%","23",".04%"
"154
White County","103",".20%","85.83%","17",".45%","14.17%","120",".22%"
"155
Whitfield County","638","1.26%","87.76%","89","2.33%","12.24%","727","1.33%"
"156
Wilcox County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"157
Wilkes County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"158
Wilkinson County","49",".10%","100.00%","","","","49",".09%"
"159
Worth County","126",".25%","92.65%","10",".26%","7.35%","136",".25%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,677","100%","93%","3,812","100%","7%","54,489","100%"
