"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","90",".19%","93.75%","6",".18%","6.25%","96",".19%"
"Atkinson","38",".08%","97.44%","1",".03%","2.56%","39",".08%"
"Bacon","59",".12%","100.00%","","","","59",".12%"
"Baker","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"Baldwin","356",".75%","95.96%","15",".44%","4.04%","371",".73%"
"Banks","74",".16%","91.36%","7",".20%","8.64%","81",".16%"
"Barrow","239",".50%","95.22%","12",".35%","4.78%","251",".49%"
"Bartow","539","1.13%","89.39%","64","1.87%","10.61%","603","1.18%"
"Ben Hill","240",".50%","94.86%","13",".38%","5.14%","253",".50%"
"Berrien","84",".18%","88.42%","11",".32%","11.58%","95",".19%"
"Bibb","1,015","2.13%","94.95%","54","1.58%","5.05%","1,069","2.09%"
"Bleckley","102",".21%","88.70%","13",".38%","11.30%","115",".23%"
"Brantley","57",".12%","95.00%","3",".09%","5.00%","60",".12%"
"Brooks","65",".14%","100.00%","","","","65",".13%"
"Bryan","96",".20%","91.43%","9",".26%","8.57%","105",".21%"
"Bulloch","475","1.00%","94.62%","27",".79%","5.38%","502",".98%"
"Burke","206",".43%","94.50%","12",".35%","5.50%","218",".43%"
"Butts","148",".31%","96.10%","6",".18%","3.90%","154",".30%"
"Calhoun","36",".08%","92.31%","3",".09%","7.69%","39",".08%"
"Camden","134",".28%","95.04%","7",".20%","4.96%","141",".28%"
"Candler","79",".17%","94.05%","5",".15%","5.95%","84",".16%"
"Carroll","550","1.15%","91.06%","54","1.58%","8.94%","604","1.18%"
"Catoosa","259",".54%","91.20%","25",".73%","8.80%","284",".56%"
"Charlton","58",".12%","93.55%","4",".12%","6.45%","62",".12%"
"Chatham","2,361","4.95%","94.36%","141","4.12%","5.64%","2,502","4.90%"
"Chattahoochee","25",".05%","100.00%","","","","25",".05%"
"Chattooga","221",".46%","87.35%","32",".94%","12.65%","253",".50%"
"Cherokee","565","1.19%","91.42%","53","1.55%","8.58%","618","1.21%"
"Clarke","468",".98%","93.60%","32",".94%","6.40%","500",".98%"
"Clay","28",".06%","96.55%","1",".03%","3.45%","29",".06%"
"Clayton","1,497","3.14%","92.29%","125","3.65%","7.71%","1,622","3.17%"
"Clinch","44",".09%","91.67%","4",".12%","8.33%","48",".09%"
"Cobb","2,528","5.30%","91.53%","234","6.84%","8.47%","2,762","5.41%"
"Coffee","221",".46%","89.84%","25",".73%","10.16%","246",".48%"
"Colquitt","307",".64%","96.24%","12",".35%","3.76%","319",".62%"
"Columbia","277",".58%","92.64%","22",".64%","7.36%","299",".59%"
"Cook","135",".28%","96.43%","5",".15%","3.57%","140",".27%"
"Coweta","517","1.08%","93.66%","35","1.02%","6.34%","552","1.08%"
