"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076 
Houston County","717","1.59%","93.48%","50","1.50%","6.52%","767","1.58%"
"077 
Irwin County","63",".14%","98.44%","1",".03%","1.56%","64",".13%"
"078 
Jackson County","233",".52%","92.09%","20",".60%","7.91%","253",".52%"
"079 
Jasper County","56",".12%","93.33%","4",".12%","6.67%","60",".12%"
"080 
Jeff Davis County","78",".17%","95.12%","4",".12%","4.88%","82",".17%"
"081 
Jefferson County","126",".28%","91.30%","12",".36%","8.70%","138",".29%"
"082 
Jenkins County","59",".13%","93.65%","4",".12%","6.35%","63",".13%"
"083 
Johnson County","38",".08%","97.44%","1",".03%","2.56%","39",".08%"
"084 
Jones County","179",".40%","89.95%","20",".60%","10.05%","199",".41%"
"085 
Lamar County","84",".19%","88.42%","11",".33%","11.58%","95",".20%"
"086 
Lanier County","48",".11%","92.31%","4",".12%","7.69%","52",".11%"
"087 
Laurens County","256",".57%","90.14%","28",".84%","9.86%","284",".59%"
"088 
Lee County","82",".18%","94.25%","5",".15%","5.75%","87",".18%"
"089 
Liberty County","186",".41%","90.73%","19",".57%","9.27%","205",".42%"
"090 
Lincoln County","34",".08%","91.89%","3",".09%","8.11%","37",".08%"
"091 
Long County","60",".13%","92.31%","5",".15%","7.69%","65",".13%"
"092 
Lowndes County","429",".95%","96.19%","17",".51%","3.81%","446",".92%"
"093 
Lumpkin County","81",".18%","92.05%","7",".21%","7.95%","88",".18%"
"094 
Macon County","39",".09%","92.86%","3",".09%","7.14%","42",".09%"
"095 
Madison County","144",".32%","92.31%","12",".36%","7.69%","156",".32%"
"096 
Marion County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"097 
Mcduffie County","160",".35%","95.81%","7",".21%","4.19%","167",".34%"
"098 
Mcintosh County","59",".13%","92.19%","5",".15%","7.81%","64",".13%"
"099 
Meriwether County","142",".32%","95.95%","6",".18%","4.05%","148",".31%"
"100 
Miller County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"101 
Mitchell County","153",".34%","92.17%","13",".39%","7.83%","166",".34%"
"102 
Monroe County","184",".41%","86.38%","29",".87%","13.62%","213",".44%"
"103 
Montgomery County","27",".06%","93.10%","2",".06%","6.90%","29",".06%"
"104 
Morgan County","151",".33%","92.64%","12",".36%","7.36%","163",".34%"
"105 
Murray County","269",".60%","86.50%","42","1.26%","13.50%","311",".64%"
"106 
Muscogee County","1,001","2.22%","94.70%","56","1.68%","5.30%","1,057","2.18%"
"107 
Newton County","627","1.39%","92.21%","53","1.59%","7.79%","680","1.40%"
"108 
Oconee County","49",".11%","94.23%","3",".09%","5.77%","52",".11%"
"109 
Oglethorpe County","61",".14%","95.31%","3",".09%","4.69%","64",".13%"
"110 
Paulding County","225",".50%","92.98%","17",".51%","7.02%","242",".50%"
"111 
Peach County","59",".13%","95.16%","3",".09%","4.84%","62",".13%"
"112 
Pickens County","94",".21%","87.85%","13",".39%","12.15%","107",".22%"
"113 
Pierce County","101",".22%","95.28%","5",".15%","4.72%","106",".22%"
