"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","562","1.05%","91.83%","50","1.28%","8.17%","612","1.06%"
"Crawford County","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Crisp County","288",".54%","94.74%","16",".41%","5.26%","304",".53%"
"Dade County","128",".24%","92.09%","11",".28%","7.91%","139",".24%"
"Dawson County","125",".23%","91.91%","11",".28%","8.09%","136",".24%"
"Decatur County","317",".59%","91.09%","31",".79%","8.91%","348",".60%"
"Dekalb County","3,215","5.98%","95.32%","158","4.04%","4.68%","3,373","5.85%"
"Dodge County","167",".31%","95.43%","8",".20%","4.57%","175",".30%"
"Dooly County","99",".18%","95.19%","5",".13%","4.81%","104",".18%"
"Dougherty County","1,077","2.00%","94.89%","58","1.48%","5.11%","1,135","1.97%"
"Douglas County","1,345","2.50%","89.01%","166","4.24%","10.99%","1,511","2.62%"
"Early County","100",".19%","96.15%","4",".10%","3.85%","104",".18%"
"Echols County","11",".02%","100.00%","","","","11",".02%"
"Effingham County","192",".36%","92.75%","15",".38%","7.25%","207",".36%"
"Elbert County","144",".27%","92.31%","12",".31%","7.69%","156",".27%"
"Emanuel County","175",".33%","91.62%","16",".41%","8.38%","191",".33%"
"Evans County","108",".20%","96.43%","4",".10%","3.57%","112",".19%"
"Fannin County","107",".20%","91.45%","10",".26%","8.55%","117",".20%"
"Fayette County","446",".83%","89.38%","53","1.35%","10.62%","499",".86%"
"Floyd County","842","1.57%","90.15%","92","2.35%","9.85%","934","1.62%"
"Forsyth County","363",".68%","87.05%","54","1.38%","12.95%","417",".72%"
"Franklin County","135",".25%","93.10%","10",".26%","6.90%","145",".25%"
"Fulton County","5,058","9.41%","95.81%","221","5.65%","4.19%","5,279","9.15%"
"Gilmer County","138",".26%","94.52%","8",".20%","5.48%","146",".25%"
"Glascock County","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"Glynn County","432",".80%","94.53%","25",".64%","5.47%","457",".79%"
"Gordon County","351",".65%","89.54%","41","1.05%","10.46%","392",".68%"
"Grady County","253",".47%","94.05%","16",".41%","5.95%","269",".47%"
"Greene County","158",".29%","93.49%","11",".28%","6.51%","169",".29%"
"Gwinnett County","2,571","4.78%","92.95%","195","4.98%","7.05%","2,766","4.79%"
"Habersham County","112",".21%","95.73%","5",".13%","4.27%","117",".20%"
"Hall County","753","1.40%","92.17%","64","1.64%","7.83%","817","1.42%"
"Hancock County","35",".07%","97.22%","1",".03%","2.78%","36",".06%"
"Haralson County","95",".18%","92.23%","8",".20%","7.77%","103",".18%"
"Harris County","129",".24%","96.27%","5",".13%","3.73%","134",".23%"
"Hart County","125",".23%","94.70%","7",".18%","5.30%","132",".23%"
"Heard County","55",".10%","87.30%","8",".20%","12.70%","63",".11%"
"Henry County","641","1.19%","90.92%","64","1.64%","9.08%","705","1.22%"
