"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","44",".09%","89.80%","5",".13%","10.20%","49",".09%"
"Polk County","166",".33%","93.79%","11",".29%","6.21%","177",".33%"
"Pulaski County","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"Putnam County","156",".31%","93.41%","11",".29%","6.59%","167",".31%"
"Quitman County","14",".03%","100.00%","","","","14",".03%"
"Rabun County","53",".11%","86.89%","8",".21%","13.11%","61",".11%"
"Randolph County","65",".13%","97.01%","2",".05%","2.99%","67",".12%"
"Richmond County","1,990","3.96%","94.40%","118","3.16%","5.60%","2,108","3.90%"
"Rockdale County","464",".92%","92.43%","38","1.02%","7.57%","502",".93%"
"Schley County","13",".03%","100.00%","","","","13",".02%"
"Screven County","136",".27%","95.77%","6",".16%","4.23%","142",".26%"
"Seminole County","76",".15%","84.44%","14",".37%","15.56%","90",".17%"
"Spalding County","522","1.04%","92.23%","44","1.18%","7.77%","566","1.05%"
"Stephens County","161",".32%","90.96%","16",".43%","9.04%","177",".33%"
"Stewart County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Sumter County","199",".40%","95.22%","10",".27%","4.78%","209",".39%"
"Talbot County","43",".09%","95.56%","2",".05%","4.44%","45",".08%"
"Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Tattnall County","176",".35%","92.15%","15",".40%","7.85%","191",".35%"
"Taylor County","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"Telfair County","98",".20%","89.91%","11",".29%","10.09%","109",".20%"
"Terrell County","94",".19%","94.95%","5",".13%","5.05%","99",".18%"
"Thomas County","233",".46%","94.72%","13",".35%","5.28%","246",".46%"
"Tift County","349",".69%","94.32%","21",".56%","5.68%","370",".69%"
"Toombs County","334",".66%","92.78%","26",".70%","7.22%","360",".67%"
"Towns County","33",".07%","68.75%","15",".40%","31.25%","48",".09%"
"Treutlen County","77",".15%","95.06%","4",".11%","4.94%","81",".15%"
"Troup County","594","1.18%","93.25%","43","1.15%","6.75%","637","1.18%"
"Turner County","67",".13%","97.10%","2",".05%","2.90%","69",".13%"
"Twiggs County","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Union County","70",".14%","92.11%","6",".16%","7.89%","76",".14%"
"Upson County","160",".32%","92.49%","13",".35%","7.51%","173",".32%"
"Walker County","433",".86%","88.91%","54","1.44%","11.09%","487",".90%"
"Walton County","518","1.03%","90.88%","52","1.39%","9.12%","570","1.06%"
"Ware County","351",".70%","91.17%","34",".91%","8.83%","385",".71%"
"Warren County","37",".07%","94.87%","2",".05%","5.13%","39",".07%"
"Washington County","190",".38%","90.48%","20",".53%","9.52%","210",".39%"
"Wayne County","148",".29%","92.50%","12",".32%","7.50%","160",".30%"
