"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","99",".20%","91.67%","9",".24%","8.33%","108",".20%"
"Atkinson","46",".09%","97.87%","1",".03%","2.13%","47",".09%"
"Bacon","57",".11%","95.00%","3",".08%","5.00%","60",".11%"
"Baker","14",".03%","93.33%","1",".03%","6.67%","15",".03%"
"Baldwin","332",".67%","94.32%","20",".53%","5.68%","352",".66%"
"Banks","61",".12%","91.04%","6",".16%","8.96%","67",".13%"
"Barrow","238",".48%","90.84%","24",".63%","9.16%","262",".49%"
"Bartow","600","1.21%","89.42%","71","1.87%","10.58%","671","1.25%"
"Ben Hill","271",".55%","94.10%","17",".45%","5.90%","288",".54%"
"Berrien","93",".19%","95.88%","4",".11%","4.12%","97",".18%"
"Bibb","1,064","2.14%","94.83%","58","1.53%","5.17%","1,122","2.10%"
"Bleckley","74",".15%","85.06%","13",".34%","14.94%","87",".16%"
"Brantley","53",".11%","92.98%","4",".11%","7.02%","57",".11%"
"Brooks","57",".11%","91.94%","5",".13%","8.06%","62",".12%"
"Bryan","92",".19%","93.88%","6",".16%","6.12%","98",".18%"
"Bulloch","464",".93%","90.98%","46","1.21%","9.02%","510",".95%"
"Burke","206",".41%","94.50%","12",".32%","5.50%","218",".41%"
"Butts","159",".32%","95.21%","8",".21%","4.79%","167",".31%"
"Calhoun","35",".07%","92.11%","3",".08%","7.89%","38",".07%"
"Camden","147",".30%","93.04%","11",".29%","6.96%","158",".30%"
"Candler","102",".21%","89.47%","12",".32%","10.53%","114",".21%"
"Carroll","568","1.14%","89.45%","67","1.76%","10.55%","635","1.19%"
"Catoosa","313",".63%","90.99%","31",".82%","9.01%","344",".64%"
"Charlton","55",".11%","91.67%","5",".13%","8.33%","60",".11%"
"Chatham","2,467","4.96%","95.10%","126","3.32%","4.86%","2,594","4.85%"
"Chattahoochee","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"Chattooga","229",".46%","89.80%","26",".68%","10.20%","255",".48%"
"Cherokee","603","1.21%","90.13%","66","1.74%","9.87%","669","1.25%"
"Clarke","383",".77%","94.10%","24",".63%","5.90%","407",".76%"
"Clay","29",".06%","87.88%","4",".11%","12.12%","33",".06%"
"Clayton","1,419","2.86%","91.79%","127","3.34%","8.21%","1,546","2.89%"
"Clinch","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Cobb","2,825","5.69%","90.60%","291","7.66%","9.33%","3,118","5.83%"
"Coffee","247",".50%","92.86%","19",".50%","7.14%","266",".50%"
"Colquitt","305",".61%","95.61%","14",".37%","4.39%","319",".60%"
"Columbia","290",".58%","94.77%","16",".42%","5.23%","306",".57%"
"Cook","145",".29%","94.77%","8",".21%","5.23%","153",".29%"
"Coweta","484",".97%","92.02%","42","1.11%","7.98%","526",".98%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","21",".04%","87.50%","3",".08%","12.50%","24",".04%"
"Crisp","290",".58%","92.65%","23",".61%","7.35%","313",".59%"
"Dade","134",".27%","95.71%","6",".16%","4.29%","140",".26%"
"Dawson","115",".23%","92.74%","9",".24%","7.26%","124",".23%"
"Decatur","359",".72%","92.29%","30",".79%","7.71%","389",".73%"
"Dekalb","2,842","5.72%","94.70%","159","4.18%","5.30%","3,001","5.61%"
"Dodge","159",".32%","90.34%","17",".45%","9.66%","176",".33%"
"Dooly","107",".22%","93.86%","7",".18%","6.14%","114",".21%"
"Dougherty","965","1.94%","93.87%","63","1.66%","6.13%","1,028","1.92%"
"Douglas","1,152","2.32%","90.42%","122","3.21%","9.58%","1,274","2.38%"
"Early","84",".17%","96.55%","3",".08%","3.45%","87",".16%"
"Echols","10",".02%","100.00%","","","","10",".02%"
"Effingham","166",".33%","94.86%","9",".24%","5.14%","175",".33%"
"Elbert","157",".32%","96.32%","6",".16%","3.68%","163",".30%"
"Emanuel","170",".34%","97.14%","5",".13%","2.86%","175",".33%"
"Evans","93",".19%","93.94%","6",".16%","6.06%","99",".19%"
"Fannin","94",".19%","92.16%","8",".21%","7.84%","102",".19%"
"Fayette","367",".74%","90.39%","39","1.03%","9.61%","406",".76%"
"Floyd","841","1.69%","89.09%","103","2.71%","10.91%","944","1.76%"
"Forsyth","273",".55%","88.35%","36",".95%","11.65%","309",".58%"
"Franklin","139",".28%","93.92%","9",".24%","6.08%","148",".28%"
"Fulton","4,465","8.99%","96.39%","167","4.39%","3.61%","4,632","8.66%"
"Gilmer","122",".25%","92.42%","10",".26%","7.58%","132",".25%"
"Glascock","8",".02%","88.89%","1",".03%","11.11%","9",".02%"
"Glynn","396",".80%","94.51%","23",".61%","5.49%","419",".78%"
"Gordon","291",".59%","90.37%","31",".82%","9.63%","322",".60%"
"Grady","223",".45%","96.12%","9",".24%","3.88%","232",".43%"
"Greene","155",".31%","95.09%","8",".21%","4.91%","163",".30%"
"Gwinnett","2,053","4.13%","91.82%","183","4.82%","8.18%","2,236","4.18%"
"Habersham","128",".26%","90.78%","13",".34%","9.22%","141",".26%"
"Hall","713","1.43%","91.76%","64","1.68%","8.24%","777","1.45%"
"Hancock","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Haralson","97",".20%","95.10%","5",".13%","4.90%","102",".19%"
"Harris","111",".22%","94.87%","6",".16%","5.13%","117",".22%"
"Hart","131",".26%","94.93%","7",".18%","5.07%","138",".26%"
"Heard","63",".13%","92.65%","5",".13%","7.35%","68",".13%"
"Henry","542","1.09%","89.29%","65","1.71%","10.71%","607","1.13%"
"Houston","628","1.26%","93.45%","44","1.16%","6.55%","672","1.26%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"Jackson","213",".43%","93.42%","15",".39%","6.58%","228",".43%"
"Jasper","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Jeff Davis","86",".17%","94.51%","5",".13%","5.49%","91",".17%"
"Jefferson","130",".26%","98.48%","2",".05%","1.52%","132",".25%"
"Jenkins","76",".15%","96.20%","3",".08%","3.80%","79",".15%"
"Johnson","56",".11%","93.33%","4",".11%","6.67%","60",".11%"
"Jones","172",".35%","91.98%","15",".39%","8.02%","187",".35%"
"Lamar","70",".14%","92.11%","6",".16%","7.89%","76",".14%"
"Lanier","46",".09%","97.87%","1",".03%","2.13%","47",".09%"
"Laurens","336",".68%","93.59%","23",".61%","6.41%","359",".67%"
"Lee","84",".17%","95.45%","4",".11%","4.55%","88",".16%"
"Liberty","293",".59%","93.61%","20",".53%","6.39%","313",".59%"
"Lincoln","32",".06%","96.97%","1",".03%","3.03%","33",".06%"
"Long","83",".17%","94.32%","5",".13%","5.68%","88",".16%"
"Lowndes","535","1.08%","92.72%","42","1.11%","7.28%","577","1.08%"
"Lumpkin","103",".21%","91.15%","10",".26%","8.85%","113",".21%"
"Macon","70",".14%","95.89%","3",".08%","4.11%","73",".14%"
"Madison","121",".24%","90.98%","12",".32%","9.02%","133",".25%"
"Marion","44",".09%","95.65%","2",".05%","4.35%","46",".09%"
"Mcduffie","189",".38%","95.94%","8",".21%","4.06%","197",".37%"
"Mcintosh","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"Meriwether","213",".43%","93.83%","14",".37%","6.17%","227",".42%"
"Miller","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"Mitchell","192",".39%","90.57%","20",".53%","9.43%","212",".40%"
"Monroe","131",".26%","90.97%","13",".34%","9.03%","144",".27%"
"Montgomery","60",".12%","92.31%","5",".13%","7.69%","65",".12%"
"Morgan","158",".32%","93.49%","11",".29%","6.51%","169",".32%"
"Murray","186",".37%","89.42%","22",".58%","10.58%","208",".39%"
"Muscogee","1,822","3.67%","94.01%","116","3.05%","5.99%","1,938","3.62%"
"Newton","657","1.32%","90.00%","73","1.92%","10.00%","730","1.36%"
"Oconee","50",".10%","98.04%","1",".03%","1.96%","51",".10%"
"Oglethorpe","48",".10%","97.96%","1",".03%","2.04%","49",".09%"
"Paulding","251",".51%","91.94%","22",".58%","8.06%","273",".51%"
"Peach","90",".18%","96.77%","3",".08%","3.23%","93",".17%"
"Pickens","88",".18%","93.62%","6",".16%","6.38%","94",".18%"
"Pierce","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"Pike","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Polk","146",".29%","90.68%","15",".39%","9.32%","161",".30%"
"Pulaski","89",".18%","90.82%","9",".24%","9.18%","98",".18%"
"Putnam","147",".30%","93.63%","10",".26%","6.37%","157",".29%"
"Quitman","18",".04%","90.00%","2",".05%","10.00%","20",".04%"
"Rabun","49",".10%","80.33%","12",".32%","19.67%","61",".11%"
"Randolph","58",".12%","93.55%","4",".11%","6.45%","62",".12%"
"Richmond","1,705","3.43%","94.09%","107","2.82%","5.91%","1,812","3.39%"
"Rockdale","454",".91%","91.72%","41","1.08%","8.28%","495",".93%"
"Schley","26",".05%","100.00%","","","","26",".05%"
"Screven","121",".24%","90.30%","13",".34%","9.70%","134",".25%"
"Seminole","62",".12%","87.32%","9",".24%","12.68%","71",".13%"
"Spalding","582","1.17%","91.80%","52","1.37%","8.20%","634","1.19%"
"Stephens","165",".33%","89.67%","19",".50%","10.33%","184",".34%"
"Stewart","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Sumter","250",".50%","98.04%","5",".13%","1.96%","255",".48%"
