"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114 
Pike County","34",".07%","87.18%","5",".13%","12.82%","39",".07%"
"115 
Polk County","193",".40%","92.34%","16",".42%","7.66%","209",".40%"
"116 
Pulaski County","44",".09%","97.78%","1",".03%","2.22%","45",".09%"
"117 
Putnam County","140",".29%","93.96%","9",".23%","6.04%","149",".29%"
"118 
Quitman County","12",".02%","100.00%","","","","12",".02%"
"119 
Rabun County","59",".12%","88.06%","8",".21%","11.94%","67",".13%"
"120 
Randolph County","40",".08%","95.24%","2",".05%","4.76%","42",".08%"
"121 
Richmond County","1,663","3.45%","94.33%","100","2.60%","5.67%","1,763","3.39%"
"122 
Rockdale County","443",".92%","92.68%","35",".91%","7.32%","478",".92%"
"123 
Schley County","22",".05%","95.65%","1",".03%","4.35%","23",".04%"
"124 
Screven County","87",".18%","92.55%","7",".18%","7.45%","94",".18%"
"125 
Seminole County","68",".14%","91.89%","6",".16%","8.11%","74",".14%"
"126 
Spalding County","487","1.01%","90.19%","53","1.38%","9.81%","540","1.04%"
"127 
Stephens County","116",".24%","95.08%","6",".16%","4.92%","122",".23%"
"128 
Stewart County","27",".06%","90.00%","3",".08%","10.00%","30",".06%"
"129 
Sumter County","200",".42%","95.69%","9",".23%","4.31%","209",".40%"
"130 
Talbot County","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"131 
Taliaferro County","18",".04%","85.71%","3",".08%","14.29%","21",".04%"
"132 
Tattnall County","210",".44%","88.24%","28",".73%","11.76%","238",".46%"
"133 
Taylor County","51",".11%","91.07%","5",".13%","8.93%","56",".11%"
"134 
Telfair County","112",".23%","93.33%","8",".21%","6.67%","120",".23%"
"135 
Terrell County","48",".10%","94.12%","3",".08%","5.88%","51",".10%"
"136 
Thomas County","230",".48%","95.83%","10",".26%","4.17%","240",".46%"
"137 
Tift County","319",".66%","95.22%","16",".42%","4.78%","335",".64%"
"138 
Toombs County","289",".60%","96.01%","12",".31%","3.99%","301",".58%"
"139 
Towns County","59",".12%","79.73%","15",".39%","20.27%","74",".14%"
"140 
Treutlen County","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"141 
Troup County","586","1.22%","92.28%","49","1.27%","7.72%","635","1.22%"
"142 
Turner County","53",".11%","92.98%","4",".10%","7.02%","57",".11%"
"143 
Twiggs County","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"144 
Union County","78",".16%","87.64%","11",".29%","12.36%","89",".17%"
"145 
Upson County","194",".40%","91.08%","19",".49%","8.92%","213",".41%"
"146 
Walker County","393",".82%","91.18%","38",".99%","8.82%","431",".83%"
"147 
Walton County","648","1.35%","90.88%","65","1.69%","9.12%","713","1.37%"
"148 
Ware County","257",".53%","88.93%","32",".83%","11.07%","289",".56%"
"149 
Warren County","28",".06%","93.33%","2",".05%","6.67%","30",".06%"
"150 
Washington County","178",".37%","95.19%","9",".23%","4.81%","187",".36%"
"151 
Wayne County","190",".39%","90.05%","21",".55%","9.95%","211",".41%"
