"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","704","1.61%","92.03%","61","2.05%","7.97%","765","1.64%"
"077
Irwin County","59",".14%","98.33%","1",".03%","1.67%","60",".13%"
"078
Jackson County","253",".58%","91.01%","25",".84%","8.99%","278",".60%"
"079
Jasper County","55",".13%","96.49%","2",".07%","3.51%","57",".12%"
"080
Jeff Davis County","72",".16%","94.74%","4",".13%","5.26%","76",".16%"
"081
Jefferson County","138",".32%","93.24%","10",".34%","6.76%","148",".32%"
"082
Jenkins County","63",".14%","94.03%","4",".13%","5.97%","67",".14%"
"083
Johnson County","36",".08%","97.30%","1",".03%","2.70%","37",".08%"
"084
Jones County","166",".38%","86.01%","27",".91%","13.99%","193",".41%"
"085
Lamar County","85",".19%","91.40%","8",".27%","8.60%","93",".20%"
"086
Lanier County","49",".11%","89.09%","6",".20%","10.91%","55",".12%"
"087
Laurens County","255",".58%","92.73%","20",".67%","7.27%","275",".59%"
"088
Lee County","58",".13%","89.23%","7",".23%","10.77%","65",".14%"
"089
Liberty County","182",".42%","93.33%","13",".44%","6.67%","195",".42%"
"090
Lincoln County","35",".08%","89.74%","4",".13%","10.26%","39",".08%"
"091
Long County","63",".14%","94.03%","4",".13%","5.97%","67",".14%"
"092
Lowndes County","428",".98%","94.90%","23",".77%","5.10%","451",".97%"
"093
Lumpkin County","70",".16%","92.11%","6",".20%","7.89%","76",".16%"
"094
Macon County","42",".10%","95.45%","2",".07%","4.55%","44",".09%"
"095
Madison County","134",".31%","90.54%","14",".47%","9.46%","148",".32%"
"096
Marion County","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"097
Mcduffie County","158",".36%","93.49%","11",".37%","6.51%","169",".36%"
"098
Mcintosh County","54",".12%","91.53%","5",".17%","8.47%","59",".13%"
"099
Meriwether County","145",".33%","91.77%","13",".44%","8.23%","158",".34%"
"100
Miller County","30",".07%","100.00%","","","","30",".06%"
"101
Mitchell County","131",".30%","93.57%","9",".30%","6.43%","140",".30%"
"102
Monroe County","148",".34%","91.93%","13",".44%","8.07%","161",".35%"
"103
Montgomery County","24",".05%","92.31%","2",".07%","7.69%","26",".06%"
"104
Morgan County","133",".30%","91.10%","13",".44%","8.90%","146",".31%"
"105
Murray County","189",".43%","89.57%","22",".74%","10.43%","211",".45%"
"106
Muscogee County","1,002","2.29%","95.16%","51","1.71%","4.84%","1,053","2.26%"
"107
Newton County","618","1.41%","91.56%","57","1.91%","8.44%","675","1.45%"
"108
Oconee County","44",".10%","100.00%","","","","44",".09%"
"109
Oglethorpe County","64",".15%","100.00%","","","","64",".14%"
"110
Paulding County","218",".50%","93.16%","16",".54%","6.84%","234",".50%"
"111
Peach County","67",".15%","94.37%","4",".13%","5.63%","71",".15%"
"112
Pickens County","91",".21%","89.22%","11",".37%","10.78%","102",".22%"
"113
Pierce County","106",".24%","92.17%","9",".30%","7.83%","115",".25%"
