"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","581","1.15%","93.56%","40","1.07%","6.44%","621","1.15%"
"039
Crawford County","23",".05%","100.00%","","","","23",".04%"
"040
Crisp County","284",".56%","93.42%","20",".53%","6.58%","304",".56%"
"041
Dade County","101",".20%","94.39%","6",".16%","5.61%","107",".20%"
"042
Dawson County","115",".23%","90.55%","12",".32%","9.45%","127",".23%"
"043
Decatur County","240",".48%","96.00%","10",".27%","4.00%","250",".46%"
"044
Dekalb County","3,082","6.12%","94.89%","166","4.43%","5.11%","3,248","6.00%"
"045
Dodge County","168",".33%","92.82%","13",".35%","7.18%","181",".33%"
"046
Dooly County","98",".19%","94.23%","6",".16%","5.77%","104",".19%"
"047
Dougherty County","958","1.90%","94.95%","51","1.36%","5.05%","1,009","1.87%"
"048
Douglas County","1,104","2.19%","90.12%","121","3.23%","9.88%","1,225","2.26%"
"049
Early County","99",".20%","92.52%","8",".21%","7.48%","107",".20%"
"050
Echols County","9",".02%","100.00%","","","","9",".02%"
"051
Effingham County","222",".44%","91.36%","21",".56%","8.64%","243",".45%"
"052
Elbert County","139",".28%","92.67%","11",".29%","7.33%","150",".28%"
"053
Emanuel County","166",".33%","93.26%","12",".32%","6.74%","178",".33%"
"054
Evans County","87",".17%","95.60%","4",".11%","4.40%","91",".17%"
"055
Fannin County","86",".17%","85.15%","15",".40%","14.85%","101",".19%"
"056
Fayette County","337",".67%","88.92%","42","1.12%","11.08%","379",".70%"
"057
Floyd County","906","1.80%","89.53%","106","2.83%","10.47%","1,012","1.87%"
"058
Forsyth County","398",".79%","91.28%","38","1.01%","8.72%","436",".81%"
"059
Franklin County","146",".29%","92.99%","11",".29%","7.01%","157",".29%"
"060
Fulton County","5,143","10.22%","96.02%","213","5.68%","3.98%","5,356","9.90%"
"061
Gilmer County","94",".19%","93.07%","7",".19%","6.93%","101",".19%"
"062
Glascock County","6",".01%","100.00%","","","","6",".01%"
"063
Glynn County","545","1.08%","92.69%","43","1.15%","7.31%","588","1.09%"
"064
Gordon County","402",".80%","86.64%","62","1.65%","13.36%","464",".86%"
"065
Grady County","159",".32%","94.64%","9",".24%","5.36%","168",".31%"
"066
Greene County","122",".24%","94.57%","7",".19%","5.43%","129",".24%"
"067
Gwinnett County","2,494","4.95%","93.09%","185","4.93%","6.91%","2,679","4.95%"
"068
Habersham County","100",".20%","96.15%","4",".11%","3.85%","104",".19%"
"069
Hall County","732","1.45%","92.08%","63","1.68%","7.92%","795","1.47%"
"070
Hancock County","34",".07%","97.14%","1",".03%","2.86%","35",".06%"
"071
Haralson County","144",".29%","94.12%","9",".24%","5.88%","153",".28%"
"072
Harris County","114",".23%","91.94%","10",".27%","8.06%","124",".23%"
"073
Hart County","150",".30%","94.94%","8",".21%","5.06%","158",".29%"
"074
Heard County","56",".11%","93.33%","4",".11%","6.67%","60",".11%"
"075
Henry County","529","1.05%","89.51%","62","1.65%","10.49%","591","1.09%"
