"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","758","1.62%","94.16%","47","1.31%","5.84%","805","1.60%"
"Irwin County","73",".16%","97.33%","2",".06%","2.67%","75",".15%"
"Jackson County","244",".52%","89.71%","28",".78%","10.29%","272",".54%"
"Jasper County","58",".12%","95.08%","3",".08%","4.92%","61",".12%"
"Jeff Davis County","92",".20%","93.88%","6",".17%","6.12%","98",".19%"
"Jefferson County","124",".27%","90.51%","13",".36%","9.49%","137",".27%"
"Jenkins County","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Johnson County","40",".09%","97.56%","1",".03%","2.44%","41",".08%"
"Jones County","180",".39%","91.37%","17",".47%","8.63%","197",".39%"
"Lamar County","85",".18%","87.63%","12",".33%","12.37%","97",".19%"
"Lanier County","52",".11%","88.14%","7",".19%","11.86%","59",".12%"
"Laurens County","262",".56%","90.03%","29",".81%","9.97%","291",".58%"
"Lee County","83",".18%","97.65%","2",".06%","2.35%","85",".17%"
"Liberty County","205",".44%","93.18%","15",".42%","6.82%","220",".44%"
"Lincoln County","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Long County","56",".12%","91.80%","5",".14%","8.20%","61",".12%"
"Lowndes County","410",".88%","95.13%","21",".58%","4.87%","431",".86%"
"Lumpkin County","81",".17%","89.01%","10",".28%","10.99%","91",".18%"
"Macon County","40",".09%","95.24%","2",".06%","4.76%","42",".08%"
"Madison County","145",".31%","89.51%","17",".47%","10.49%","162",".32%"
"Marion County","17",".04%","89.47%","2",".06%","10.53%","19",".04%"
"Mcduffie County","169",".36%","97.13%","5",".14%","2.87%","174",".35%"
"Mcintosh County","69",".15%","94.52%","4",".11%","5.48%","73",".15%"
"Meriwether County","129",".28%","95.56%","6",".17%","4.44%","135",".27%"
"Miller County","38",".08%","97.44%","1",".03%","2.56%","39",".08%"
"Mitchell County","159",".34%","91.91%","14",".39%","8.09%","173",".34%"
"Monroe County","210",".45%","86.78%","32",".89%","13.22%","242",".48%"
"Montgomery County","30",".06%","88.24%","4",".11%","11.76%","34",".07%"
"Morgan County","123",".26%","92.48%","10",".28%","7.52%","133",".26%"
"Murray County","286",".61%","87.20%","42","1.17%","12.80%","328",".65%"
"Muscogee County","1,072","2.30%","94.28%","65","1.81%","5.72%","1,137","2.26%"
"Newton County","667","1.43%","93.03%","50","1.39%","6.97%","717","1.43%"
"Oconee County","54",".12%","94.74%","3",".08%","5.26%","57",".11%"
"Oglethorpe County","58",".12%","92.06%","5",".14%","7.94%","63",".13%"
"Paulding County","237",".51%","92.94%","18",".50%","7.06%","255",".51%"
"Peach County","73",".16%","96.05%","3",".08%","3.95%","76",".15%"
"Pickens County","92",".20%","87.62%","13",".36%","12.38%","105",".21%"
"Pierce County","110",".24%","91.67%","10",".28%","8.33%","120",".24%"
