"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","57",".12%","95.00%","3",".08%","5.00%","60",".11%"
"Jackson","211",".43%","91.74%","19",".52%","8.26%","230",".44%"
"Jasper","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"Jeff Davis","81",".17%","96.43%","3",".08%","3.57%","84",".16%"
"Jefferson","125",".26%","96.90%","4",".11%","3.10%","129",".24%"
"Jenkins","75",".15%","94.94%","4",".11%","5.06%","79",".15%"
"Johnson","57",".12%","93.44%","4",".11%","6.56%","61",".12%"
"Jones","151",".31%","93.21%","11",".30%","6.79%","162",".31%"
"Lamar","78",".16%","93.98%","5",".14%","6.02%","83",".16%"
"Lanier","38",".08%","92.68%","3",".08%","7.32%","41",".08%"
"Laurens","335",".68%","94.90%","18",".49%","5.10%","353",".67%"
"Lee","82",".17%","96.47%","3",".08%","3.53%","85",".16%"
"Liberty","305",".62%","93.27%","22",".60%","6.73%","327",".62%"
"Lincoln","34",".07%","100.00%","","","","34",".06%"
"Long","77",".16%","92.77%","6",".16%","7.23%","83",".16%"
"Lowndes","561","1.15%","93.81%","37","1.00%","6.19%","598","1.14%"
"Lumpkin","114",".23%","91.20%","11",".30%","8.80%","125",".24%"
"Macon","63",".13%","94.03%","4",".11%","5.97%","67",".13%"
"Madison","118",".24%","90.77%","12",".33%","9.23%","130",".25%"
"Marion","47",".10%","95.92%","2",".05%","4.08%","49",".09%"
"Mcduffie","189",".39%","95.94%","8",".22%","4.06%","197",".37%"
"Mcintosh","72",".15%","100.00%","","","","72",".14%"
"Meriwether","195",".40%","93.75%","13",".35%","6.25%","208",".39%"
"Miller","34",".07%","100.00%","","","","34",".06%"
"Mitchell","184",".38%","90.64%","19",".52%","9.36%","203",".39%"
"Monroe","162",".33%","92.57%","13",".35%","7.43%","175",".33%"
"Montgomery","59",".12%","89.39%","7",".19%","10.61%","66",".13%"
"Morgan","135",".28%","93.10%","10",".27%","6.90%","145",".28%"
"Murray","229",".47%","90.87%","23",".62%","9.13%","252",".48%"
"Muscogee","1,805","3.68%","93.96%","116","3.15%","6.04%","1,921","3.65%"
"Newton","556","1.13%","89.39%","66","1.79%","10.61%","622","1.18%"
"Oconee","53",".11%","98.15%","1",".03%","1.85%","54",".10%"
"Oglethorpe","58",".12%","90.63%","6",".16%","9.38%","64",".12%"
"Paulding","232",".47%","91.70%","21",".57%","8.30%","253",".48%"
"Peach","87",".18%","97.75%","2",".05%","2.25%","89",".17%"
"Pickens","90",".18%","91.84%","8",".22%","8.16%","98",".19%"
"Pierce","70",".14%","94.59%","4",".11%","5.41%","74",".14%"
"Pike","57",".12%","91.94%","5",".14%","8.06%","62",".12%"
