"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","639","1.24%","93.70%","43","1.16%","6.30%","682","1.24%"
"077
Irwin County","73",".14%","97.33%","2",".05%","2.67%","75",".14%"
"078
Jackson County","205",".40%","93.61%","14",".38%","6.39%","219",".40%"
"079
Jasper County","61",".12%","91.04%","6",".16%","8.96%","67",".12%"
"080
Jeff Davis County","59",".11%","83.10%","12",".32%","16.90%","71",".13%"
"081
Jefferson County","139",".27%","94.56%","8",".22%","5.44%","147",".27%"
"082
Jenkins County","59",".11%","93.65%","4",".11%","6.35%","63",".11%"
"083
Johnson County","53",".10%","89.83%","6",".16%","10.17%","59",".11%"
"084
Jones County","190",".37%","89.62%","22",".59%","10.38%","212",".38%"
"085
Lamar County","79",".15%","91.86%","7",".19%","8.14%","86",".16%"
"086
Lanier County","44",".09%","95.65%","2",".05%","4.35%","46",".08%"
"087
Laurens County","295",".57%","94.25%","18",".48%","5.75%","313",".57%"
"088
Lee County","67",".13%","94.37%","4",".11%","5.63%","71",".13%"
"089
Liberty County","302",".59%","92.64%","24",".65%","7.36%","326",".59%"
"090
Lincoln County","22",".04%","100.00%","","","","22",".04%"
"091
Long County","75",".15%","97.40%","2",".05%","2.60%","77",".14%"
"092
Lowndes County","535","1.04%","94.52%","31",".83%","5.48%","566","1.03%"
"093
Lumpkin County","101",".20%","88.60%","13",".35%","11.40%","114",".21%"
"094
Macon County","74",".14%","97.37%","2",".05%","2.63%","76",".14%"
"095
Madison County","116",".23%","94.31%","7",".19%","5.69%","123",".22%"
"096
Marion County","39",".08%","95.12%","2",".05%","4.88%","41",".07%"
"097
Mcduffie County","192",".37%","94.12%","12",".32%","5.88%","204",".37%"
"098
Mcintosh County","61",".12%","100.00%","","","","61",".11%"
"099
Meriwether County","225",".44%","96.98%","7",".19%","3.02%","232",".42%"
"100
Miller County","31",".06%","100.00%","","","","31",".06%"
"101
Mitchell County","217",".42%","93.53%","15",".40%","6.47%","232",".42%"
"102
Monroe County","163",".32%","91.06%","16",".43%","8.94%","179",".32%"
"103
Montgomery County","47",".09%","92.16%","4",".11%","7.84%","51",".09%"
"104
Morgan County","146",".28%","91.25%","14",".38%","8.75%","160",".29%"
"105
Murray County","191",".37%","94.55%","11",".30%","5.45%","202",".37%"
"106
Muscogee County","1,584","3.08%","95.71%","71","1.91%","4.29%","1,655","3.00%"
"107
Newton County","642","1.25%","91.85%","57","1.54%","8.15%","699","1.27%"
"108
Oconee County","50",".10%","92.59%","4",".11%","7.41%","54",".10%"
"109
Oglethorpe County","59",".11%","98.33%","1",".03%","1.67%","60",".11%"
"110
Paulding County","268",".52%","93.38%","19",".51%","6.62%","287",".52%"
"111
Peach County","75",".15%","97.40%","2",".05%","2.60%","77",".14%"
"112
Pickens County","111",".22%","90.24%","12",".32%","9.76%","123",".22%"
"113
Pierce County","72",".14%","94.74%","4",".11%","5.26%","76",".14%"
