"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Polk","146",".30%","91.82%","13",".37%","8.18%","159",".31%"
"Pulaski","83",".17%","95.40%","4",".12%","4.60%","87",".17%"
"Putnam","148",".31%","94.87%","8",".23%","5.13%","156",".30%"
"Quitman","19",".04%","90.48%","2",".06%","9.52%","21",".04%"
"Rabun","44",".09%","86.27%","7",".20%","13.73%","51",".10%"
"Randolph","71",".15%","95.95%","3",".09%","4.05%","74",".14%"
"Richmond","1,684","3.50%","94.39%","100","2.88%","5.61%","1,784","3.46%"
"Rockdale","455",".95%","91.18%","44","1.27%","8.82%","499",".97%"
"Schley","18",".04%","94.74%","1",".03%","5.26%","19",".04%"
"Screven","124",".26%","94.66%","7",".20%","5.34%","131",".25%"
"Seminole","53",".11%","85.48%","9",".26%","14.52%","62",".12%"
"Spalding","551","1.15%","90.18%","60","1.73%","9.82%","611","1.19%"
"Stephens","184",".38%","92.46%","15",".43%","7.54%","199",".39%"
"Stewart","27",".06%","93.10%","2",".06%","6.90%","29",".06%"
"Sumter","215",".45%","95.98%","9",".26%","4.02%","224",".43%"
"Talbot","58",".12%","96.67%","2",".06%","3.33%","60",".12%"
"Taliaferro","24",".05%","88.89%","3",".09%","11.11%","27",".05%"
"Tattnall","187",".39%","93.03%","14",".40%","6.97%","201",".39%"
"Taylor","90",".19%","91.84%","8",".23%","8.16%","98",".19%"
"Telfair","101",".21%","87.83%","14",".40%","12.17%","115",".22%"
"Terrell","76",".16%","98.70%","1",".03%","1.30%","77",".15%"
"Thomas","244",".51%","94.21%","15",".43%","5.79%","259",".50%"
"Tift","281",".58%","95.90%","12",".35%","4.10%","293",".57%"
"Toombs","320",".67%","92.22%","27",".78%","7.78%","347",".67%"
"Towns","53",".11%","82.81%","11",".32%","17.19%","64",".12%"
"Treutlen","66",".14%","95.65%","3",".09%","4.35%","69",".13%"
"Troup","632","1.32%","91.46%","59","1.70%","8.54%","691","1.34%"
"Turner","72",".15%","94.74%","4",".12%","5.26%","76",".15%"
"Twiggs","62",".13%","93.94%","4",".12%","6.06%","66",".13%"
"Union","78",".16%","86.67%","12",".35%","13.33%","90",".17%"
"Upson","171",".36%","91.44%","16",".46%","8.56%","187",".36%"
"Walker","415",".86%","92.22%","35","1.01%","7.78%","450",".87%"
"Walton","444",".92%","90.80%","45","1.29%","9.20%","489",".95%"
"Ware","286",".60%","93.16%","21",".60%","6.84%","307",".60%"
"Warren","38",".08%","95.00%","2",".06%","5.00%","40",".08%"
"Washington","144",".30%","90.57%","15",".43%","9.43%","159",".31%"
"Wayne","143",".30%","90.51%","15",".43%","9.49%","158",".31%"
"Webster","7",".01%","100.00%","","","","7",".01%"
